sample	hla	p_ijk	pi
HLA-B15:42	HLA-B15:42	1.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	2.560e+02	1.000e+00
HLA-B18:03	HLA-B18:03	4.400e+01	1.000e+00
HLA-B27:01	HLA-B27:01	7.090e+02	1.000e+00
HLA-B27:02	HLA-B27:02	5.540e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.770e+02	1.000e+00
HLA-B27:04	HLA-B27:04	2.490e+02	1.000e+00
HLA-B27:05	HLA-B27:05	9.240e+02	1.000e+00
HLA-B27:06	HLA-B27:06	2.190e+02	1.000e+00
HLA-B27:07	HLA-B27:07	3.990e+02	1.000e+00
HLA-B27:08	HLA-B27:08	3.870e+02	1.000e+00
HLA-B27:09	HLA-B27:09	8.770e+02	1.000e+00
HLA-B27:10	HLA-B27:10	1.000e+00	1.000e+00
HLA-B35:01	HLA-B35:01	3.750e+02	1.000e+00
HLA-B35:02	HLA-B35:02	5.000e+00	1.000e+00
HLA-B35:03	HLA-B35:03	3.800e+01	1.000e+00
HLA-B35:04	HLA-B35:04	1.000e+00	1.000e+00
HLA-B35:06	HLA-B35:06	2.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	3.300e+01	1.000e+00
HLA-B37:01	HLA-B37:01	6.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	1.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.720e+02	1.000e+00
HLA-B39:06	HLA-B39:06	9.300e+01	1.000e+00
HLA-B39:09	HLA-B39:09	3.000e+00	1.000e+00
HLA-B39:10	HLA-B39:10	2.000e+00	1.000e+00
HLA-B39:24	HLA-B39:24	4.400e+01	1.000e+00
HLA-B40:01	HLA-B40:01	5.360e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.520e+03	1.000e+00
HLA-B41:01	HLA-B41:01	9.300e+01	1.000e+00
HLA-B41:02	HLA-B41:02	4.000e+00	1.000e+00
HLA-B41:03	HLA-B41:03	1.200e+01	1.000e+00
HLA-B41:04	HLA-B41:04	1.400e+01	1.000e+00
HLA-B41:05	HLA-B41:05	6.000e+00	1.000e+00
HLA-B41:06	HLA-B41:06	2.000e+00	1.000e+00
HLA-B42:01	HLA-B42:01	3.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	8.740e+02	1.000e+00
HLA-B44:03	HLA-B44:03	8.350e+02	1.000e+00
HLA-B44:05	HLA-B44:05	2.000e+00	1.000e+00
HLA-B44:08	HLA-B44:08	9.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	3.100e+01	1.000e+00
HLA-B44:27	HLA-B44:27	3.300e+01	1.000e+00
HLA-B44:28	HLA-B44:28	1.800e+01	1.000e+00
HLA-B45:01	HLA-B45:01	1.210e+02	1.000e+00
HLA-B46:01	HLA-B46:01	3.530e+02	1.000e+00
HLA-B47:01	HLA-B47:01	8.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	5.800e+01	1.000e+00
HLA-B50:01	HLA-B50:01	1.310e+02	1.000e+00
HLA-B51:01	HLA-B51:01	7.250e+02	1.000e+00
HLA-B51:08	HLA-B51:08	1.020e+02	1.000e+00
HLA-B52:01	HLA-B52:01	1.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.890e+02	1.000e+00
HLA-B55:02	HLA-B55:02	3.000e+00	1.000e+00
HLA-B56:01	HLA-B56:01	1.140e+02	1.000e+00
HLA-B57:01	HLA-B57:01	2.622e+03	1.000e+00
HLA-B57:02	HLA-B57:02	2.000e+00	1.000e+00
HLA-B57:03	HLA-B57:03	9.510e+02	1.000e+00
HLA-B58:01	HLA-B58:01	7.700e+02	1.000e+00
HLA-B58:02	HLA-B58:02	3.000e+00	1.000e+00
HLA-B73:01	HLA-B73:01	3.300e+01	1.000e+00
HLA-C01:02	HLA-C01:02	3.180e+02	1.000e+00
HLA-C02:02	HLA-C02:02	3.750e+02	1.000e+00
HLA-C03:03	HLA-C03:03	2.210e+02	1.000e+00
HLA-C03:04	HLA-C03:04	4.570e+02	1.000e+00
HLA-C04:01	HLA-C04:01	3.810e+02	1.000e+00
HLA-C05:01	HLA-C05:01	8.610e+02	1.000e+00
HLA-C06:02	HLA-C06:02	3.760e+02	1.000e+00
HLA-C07:01	HLA-C07:01	8.800e+01	1.000e+00
HLA-C07:02	HLA-C07:02	2.110e+02	1.000e+00
HLA-C08:02	HLA-C08:02	7.150e+02	1.000e+00
HLA-C12:02	HLA-C12:02	2.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	2.690e+02	1.000e+00
HLA-C12:04	HLA-C12:04	1.000e+00	1.000e+00
HLA-C14:02	HLA-C14:02	4.730e+02	1.000e+00
HLA-C15:02	HLA-C15:02	3.740e+02	1.000e+00
HLA-C16:01	HLA-C16:01	5.580e+02	1.000e+00
HLA-C17:01	HLA-C17:01	1.250e+02	1.000e+00
JY	HLA-A02:01	2.734e+02	4.791e-01
JY	HLA-B07:02	2.911e+02	5.063e-01
JY	HLA-C07:02	5.509e+00	1.458e-02
LNT-229	HLA-A03:01	1.441e+03	8.142e-01
LNT-229	HLA-B35:01	2.955e+02	1.849e-01
LNT-229	HLA-C04:01	4.817e-01	9.115e-04
Line.1	HLA-A01:01	4.211e+01	4.354e-01
Line.1	HLA-A03:01	2.666e+01	2.450e-01
Line.1	HLA-B07:02	2.526e+01	2.362e-01
Line.1	HLA-B08:01	5.064e+00	4.980e-02
Line.1	HLA-C07:01	1.791e+00	2.062e-02
Line.1	HLA-C07:02	1.117e+00	1.297e-02
Line.10	HLA-A01:01	2.276e+01	6.662e-02
Line.10	HLA-A25:01	3.426e+02	7.654e-01
Line.10	HLA-B08:01	4.409e-01	1.508e-03
Line.10	HLA-B18:01	6.369e+01	1.636e-01
Line.10	HLA-C07:01	2.585e-01	1.177e-03
Line.10	HLA-C12:03	2.489e-01	1.722e-03
Line.11	HLA-A01:01	4.572e+01	5.648e-02
Line.11	HLA-A26:01	5.303e+02	5.115e-01
Line.11	HLA-B15:01	3.257e+02	3.240e-01
Line.11	HLA-B18:01	9.781e+01	1.038e-01
Line.11	HLA-C03:03	7.700e-01	2.431e-03
Line.11	HLA-C07:01	7.944e-01	1.730e-03
Line.12	HLA-A01:01	2.472e+01	6.689e-02
Line.12	HLA-A33:01	2.186e+02	4.510e-01
Line.12	HLA-B35:01	1.158e+02	2.706e-01
Line.12	HLA-B44:03	8.452e+01	2.093e-01
Line.12	HLA-C02:02	3.033e-01	2.020e-03
Line.12	HLA-C04:01	2.073e-02	2.586e-04
Line.13	HLA-A02:01	9.743e+00	1.425e-01
Line.13	HLA-A03:01	9.052e+00	1.200e-01
Line.13	HLA-B13:02	1.457e+01	1.814e-01
Line.13	HLA-B47:01	4.638e+01	5.499e-01
Line.13	HLA-C06:02	2.600e-01	6.200e-03
Line.14	HLA-A02:01	2.259e+01	4.566e-01
Line.14	HLA-A03:01	1.813e+01	3.511e-01
Line.14	HLA-B07:02	5.383e+00	1.141e-01
Line.14	HLA-B44:02	6.520e-01	1.762e-02
Line.14	HLA-C05:01	1.995e+00	5.272e-02
Line.14	HLA-C07:02	2.537e-01	7.828e-03
Line.15	HLA-A02:01	3.449e+01	1.790e-01
Line.15	HLA-A11:01	1.360e+02	6.185e-01
Line.15	HLA-B44:02	1.190e+01	7.222e-02
Line.15	HLA-B44:03	2.339e+01	1.213e-01
Line.15	HLA-C05:01	1.086e-01	1.748e-03
Line.15	HLA-C16:01	1.140e+00	7.279e-03
Line.16	HLA-A02:01	2.043e+01	2.971e-01
Line.16	HLA-A23:01	2.104e-01	7.111e-03
Line.16	HLA-B15:03	3.403e+01	4.529e-01
Line.16	HLA-B18:01	1.709e+01	2.353e-01
Line.16	HLA-C02:02	1.177e-01	3.790e-03
Line.16	HLA-C02:10	1.177e-01	3.790e-03
Line.17	HLA-A02:01	8.353e+01	2.542e-01
Line.17	HLA-A24:02	2.320e+00	1.166e-02
Line.17	HLA-B38:01	1.284e+02	3.427e-01
Line.17	HLA-B48:01	1.445e+02	3.707e-01
Line.17	HLA-C03:04	3.167e+00	1.916e-02
Line.17	HLA-C08:03	6.484e-02	1.534e-03
Line.18	HLA-A02:01	2.375e+01	8.787e-02
Line.18	HLA-A32:01	3.051e-01	1.916e-03
Line.18	HLA-B15:01	1.628e+02	4.906e-01
Line.18	HLA-B18:01	1.324e+02	4.010e-01
Line.18	HLA-C04:01	1.043e-01	9.780e-04
Line.18	HLA-C07:04	3.634e+00	1.756e-02
Line.19	HLA-A02:01	7.849e+00	1.365e-01
Line.19	HLA-A32:01	3.622e-02	1.111e-03
Line.19	HLA-B44:02	1.331e+01	2.301e-01
Line.19	HLA-B52:01	4.259e+01	6.233e-01
Line.19	HLA-C12:02	1.336e-01	4.865e-03
Line.19	HLA-C16:04	7.822e-02	4.092e-03
Line.2	HLA-A01:01	2.322e+01	1.495e-01
Line.2	HLA-A03:01	7.259e+01	3.920e-01
Line.2	HLA-B08:01	3.487e+00	2.078e-02
Line.2	HLA-B18:01	7.564e+01	4.021e-01
Line.2	HLA-C07:01	6.062e+00	3.562e-02
Line.20	HLA-A02:01	1.567e+01	2.872e-02
Line.20	HLA-A68:01	6.927e+02	8.860e-01
Line.20	HLA-B44:02	5.310e+01	8.069e-02
Line.20	HLA-C05:01	6.896e-01	2.329e-03
Line.20	HLA-C07:04	7.898e-01	2.276e-03
Line.21	HLA-A02:03	2.538e+00	1.410e-02
Line.21	HLA-A68:01	2.661e+02	8.920e-01
Line.21	HLA-B15:02	1.725e+01	7.297e-02
Line.21	HLA-B15:13	4.088e+00	2.034e-02
Line.21	HLA-C08:01	1.336e-02	6.211e-04
Line.22	HLA-A02:05	1.763e+02	3.781e-01
Line.22	HLA-A03:01	8.824e+01	1.982e-01
Line.22	HLA-B27:05	2.178e+00	6.889e-03
Line.22	HLA-B50:01	1.951e+02	4.152e-01
Line.22	HLA-C02:02	5.659e-02	6.547e-04
Line.22	HLA-C06:02	1.289e-01	1.030e-03
Line.23	HLA-A03:01	1.265e+02	4.359e-01
Line.23	HLA-B07:02	1.445e+01	7.587e-02
Line.23	HLA-B51:01	1.236e+02	4.841e-01
Line.23	HLA-C01:02	3.371e-01	3.054e-03
Line.23	HLA-C07:02	1.102e-01	1.070e-03
Line.24	HLA-A03:01	5.598e+01	5.326e-01
Line.24	HLA-B15:01	1.975e+01	2.195e-01
Line.24	HLA-B35:01	2.018e+01	2.440e-01
Line.24	HLA-C03:03	9.335e-02	3.722e-03
Line.24	HLA-C04:01	1.947e-03	2.062e-04
Line.25	HLA-A03:01	3.773e+02	5.204e-01
Line.25	HLA-B35:03	5.142e+01	1.096e-01
Line.25	HLA-B51:01	2.362e+02	3.649e-01
Line.25	HLA-C03:03	9.490e-01	4.329e-03
Line.25	HLA-C04:01	1.097e-01	7.205e-04
Line.26	HLA-A03:01	8.671e+00	1.188e-01
Line.26	HLA-A24:02	5.717e-01	1.371e-02
Line.26	HLA-B07:02	3.450e+01	4.653e-01
Line.26	HLA-B55:01	2.846e+01	3.830e-01
Line.26	HLA-C03:03	1.698e-01	5.343e-03
Line.26	HLA-C07:02	6.347e-01	1.387e-02
Line.27	HLA-A03:01	2.445e+01	1.834e-01
Line.27	HLA-A24:02	1.274e+00	1.581e-02
Line.27	HLA-B14:02	4.245e-01	7.585e-03
Line.27	HLA-B51:01	9.702e+01	7.230e-01
Line.27	HLA-C01:02	5.556e-01	8.061e-03
Line.27	HLA-C08:02	7.268e+00	6.215e-02
Line.28	HLA-A03:01	4.142e+01	2.198e-01
Line.28	HLA-A24:02	1.772e+00	1.659e-02
Line.28	HLA-B44:03	8.886e+01	4.935e-01
Line.28	HLA-B55:01	4.536e+01	2.550e-01
Line.28	HLA-C03:03	3.170e-01	3.897e-03
Line.28	HLA-C16:01	1.265e+00	1.119e-02
Line.29	HLA-A03:02	4.021e+02	5.548e-01
Line.29	HLA-A26:01	2.333e+02	3.605e-01
Line.29	HLA-B35:02	1.218e+01	3.227e-02
Line.29	HLA-B44:03	2.494e+01	4.700e-02
Line.29	HLA-C03:03	3.705e-01	1.679e-03
Line.29	HLA-C16:01	1.111e+00	3.774e-03
Line.3	HLA-A01:01	4.020e+01	9.183e-02
Line.3	HLA-A03:01	8.616e+01	1.642e-01
Line.3	HLA-B08:01	1.443e+01	3.032e-02
Line.3	HLA-B35:01	3.897e+02	7.087e-01
Line.3	HLA-C04:01	9.672e-02	7.162e-04
Line.3	HLA-C07:01	1.393e+00	4.184e-03
Line.30	HLA-A11:01	1.278e+02	9.804e-01
Line.30	HLA-B27:02	2.822e-04	3.828e-05
Line.30	HLA-B55:01	1.214e+00	1.917e-02
Line.30	HLA-C03:03	1.689e-03	2.155e-04
Line.30	HLA-C05:01	1.036e-03	1.730e-04
Line.31	HLA-A11:01	8.968e+01	1.544e-01
Line.31	HLA-A23:01	1.682e-01	1.192e-03
Line.31	HLA-B35:01	2.972e+02	5.225e-01
Line.31	HLA-B49:01	1.808e+02	3.206e-01
Line.31	HLA-C04:01	3.658e-02	3.792e-04
Line.31	HLA-C07:01	1.266e-01	8.470e-04
Line.32	HLA-A11:01	8.402e+00	5.944e-02
Line.32	HLA-A68:01	1.556e+02	8.567e-01
Line.32	HLA-B51:01	9.479e+00	5.763e-02
Line.32	HLA-B56:01	2.521e+00	2.619e-02
Line.32	HLA-C01:02	8.083e-04	4.908e-05
Line.32	HLA-C07:02	3.929e-04	2.787e-05
Line.33	HLA-A01:01	3.285e+01	1.487e-01
Line.33	HLA-A23:01	1.171e+00	8.469e-03
Line.33	HLA-B08:01	6.496e+00	2.705e-02
Line.33	HLA-B15:03	2.055e+02	7.676e-01
Line.33	HLA-C01:02	9.105e-01	6.547e-03
Line.33	HLA-C12:03	6.045e+00	4.164e-02
Line.34	HLA-A01:01	4.607e+01	5.728e-02
Line.34	HLA-A24:02	1.587e+01	2.185e-02
Line.34	HLA-B08:01	8.942e+00	1.062e-02
Line.34	HLA-B35:01	9.431e+02	9.028e-01
Line.34	HLA-C04:01	4.692e-01	1.396e-03
Line.34	HLA-C07:01	3.583e+00	6.095e-03
Line.35	HLA-A23:01	2.845e-01	7.059e-03
Line.35	HLA-A24:02	1.353e+00	2.360e-02
Line.35	HLA-B15:01	6.173e+01	6.803e-01
Line.35	HLA-B51:01	2.346e+01	2.648e-01
Line.35	HLA-C03:03	1.789e-01	6.029e-03
Line.35	HLA-C14:02	9.955e-01	1.823e-02
Line.36	HLA-A24:02	3.303e+00	6.294e-03
Line.36	HLA-A25:01	7.130e+02	7.203e-01
Line.36	HLA-B07:02	7.434e+01	9.316e-02
Line.36	HLA-B18:01	1.424e+02	1.742e-01
Line.36	HLA-C07:02	2.959e+00	5.551e-03
Line.36	HLA-C12:03	7.118e-02	5.090e-04
Line.37	HLA-A02:01	9.577e+00	6.191e-02
Line.37	HLA-A29:01	3.223e+00	2.258e-02
Line.37	HLA-B35:01	1.093e+02	5.904e-01
Line.37	HLA-B51:01	6.007e+01	3.163e-01
Line.37	HLA-C04:01	2.526e-02	6.887e-04
Line.37	HLA-C15:02	8.448e-01	8.143e-03
Line.38	HLA-A02:01	2.728e+02	3.523e-01
Line.38	HLA-A29:02	7.831e+01	1.014e-01
Line.38	HLA-B44:02	1.368e+02	1.912e-01
Line.38	HLA-B44:03	2.635e+02	3.258e-01
Line.38	HLA-C05:01	6.432e+00	1.342e-02
Line.38	HLA-C16:01	7.146e+00	1.586e-02
Line.39	HLA-A03:01	2.023e+02	3.408e-01
Line.39	HLA-A29:02	3.902e+01	7.493e-02
Line.39	HLA-B07:02	1.012e+02	1.851e-01
Line.39	HLA-B44:03	2.077e+02	3.758e-01
Line.39	HLA-C07:02	2.385e+00	7.213e-03
Line.39	HLA-C16:01	5.416e+00	1.621e-02
Line.4	HLA-A01:01	5.339e+01	1.737e-01
Line.4	HLA-A03:01	2.663e+01	7.779e-02
Line.4	HLA-B15:01	2.154e+02	5.874e-01
Line.4	HLA-B37:01	5.392e+01	1.456e-01
Line.4	HLA-C03:03	1.687e+00	1.056e-02
Line.4	HLA-C06:02	9.374e-01	5.015e-03
Line.40	HLA-A29:02	4.219e+02	6.281e-01
Line.40	HLA-B35:01	1.125e+02	2.007e-01
Line.40	HLA-B44:03	8.439e+01	1.663e-01
Line.40	HLA-C04:01	1.964e-02	2.507e-04
Line.40	HLA-C16:01	1.188e+00	4.653e-03
Line.41	HLA-A24:02	1.508e+00	8.564e-03
Line.41	HLA-A30:01	9.352e+00	2.727e-02
Line.41	HLA-B13:02	2.859e+02	7.650e-01
Line.41	HLA-B40:02	5.287e+01	1.737e-01
Line.41	HLA-C03:04	3.043e+00	1.634e-02
Line.41	HLA-C06:02	1.344e+00	9.085e-03
Line.42	HLA-A30:02	5.918e-01	1.158e-02
Line.42	HLA-A33:03	3.434e+01	2.887e-01
Line.42	HLA-B08:01	3.515e-02	6.036e-04
Line.42	HLA-B35:01	8.241e+01	6.893e-01
Line.42	HLA-C07:01	6.249e-01	9.855e-03
Line.43	HLA-A30:04	1.570e+00	8.146e-02
Line.43	HLA-A33:01	7.060e+00	2.273e-01
Line.43	HLA-B14:02	8.137e-01	3.643e-02
Line.43	HLA-B49:01	1.951e+01	6.506e-01
Line.43	HLA-C07:01	3.864e-02	3.211e-03
Line.43	HLA-C08:02	7.089e-03	1.028e-03
Line.44	HLA-A01:01	2.200e+01	7.151e-02
Line.44	HLA-A31:01	8.364e+01	1.957e-01
Line.44	HLA-B07:02	3.037e+01	9.001e-02
Line.44	HLA-B40:01	2.686e+02	6.306e-01
Line.44	HLA-C03:04	1.409e+00	7.818e-03
Line.44	HLA-C07:02	9.886e-01	4.372e-03
Line.45	HLA-A01:01	3.396e+01	7.977e-02
Line.45	HLA-A31:01	1.328e+02	2.420e-01
Line.45	HLA-B44:02	8.596e+00	2.348e-02
Line.45	HLA-B67:01	3.654e+02	6.444e-01
Line.45	HLA-C05:01	1.511e+00	6.298e-03
Line.45	HLA-C12:03	7.131e-01	4.075e-03
Line.46	HLA-A02:01	2.309e+02	3.369e-01
Line.46	HLA-A31:01	4.449e+02	5.631e-01
Line.46	HLA-B27:05	1.490e+01	2.739e-02
Line.46	HLA-B44:02	2.786e+01	5.275e-02
Line.46	HLA-C02:02	5.722e-01	2.498e-03
Line.46	HLA-C05:01	7.859e+00	1.741e-02
Line.47	HLA-A02:05	2.126e+01	4.732e-01
Line.47	HLA-A31:01	6.889e+00	1.456e-01
Line.47	HLA-B44:03	5.091e+00	1.200e-01
Line.47	HLA-B49:01	1.176e+01	2.608e-01
Line.47	HLA-C04:01	9.793e-05	4.119e-05
Line.47	HLA-C07:01	2.387e-03	2.515e-04
Line.48	HLA-A03:01	1.277e+02	2.138e-01
Line.48	HLA-A31:01	2.163e+02	3.365e-01
Line.48	HLA-B08:01	1.602e+01	3.442e-02
Line.48	HLA-B38:01	2.580e+02	4.092e-01
Line.48	HLA-C07:01	4.499e-01	2.302e-03
Line.48	HLA-C12:03	5.822e-01	3.775e-03
Line.49	HLA-A26:01	3.216e+02	8.123e-01
Line.49	HLA-A31:01	2.097e+01	5.510e-02
Line.49	HLA-B38:01	4.001e+01	1.045e-01
Line.49	HLA-B44:02	5.176e+00	1.976e-02
Line.49	HLA-C05:01	1.057e+00	6.305e-03
Line.49	HLA-C12:03	2.263e-01	2.106e-03
Line.5	HLA-A01:01	9.072e+01	2.099e-01
Line.5	HLA-A03:01	6.857e+01	1.320e-01
Line.5	HLA-B18:01	2.316e+02	4.621e-01
Line.5	HLA-B55:01	9.184e+01	1.869e-01
Line.5	HLA-C03:03	1.393e+00	6.158e-03
Line.5	HLA-C07:01	8.339e-01	2.875e-03
Line.50	HLA-A03:01	2.489e+01	4.283e-01
Line.50	HLA-A32:01	2.008e-01	6.015e-03
Line.50	HLA-B27:05	8.429e-01	1.840e-02
Line.50	HLA-B35:01	3.102e+01	5.442e-01
Line.50	HLA-C02:02	4.272e-02	2.759e-03
Line.50	HLA-C04:01	2.658e-03	2.764e-04
Line.51	HLA-A23:01	1.587e-02	5.138e-04
Line.51	HLA-A32:01	3.322e-02	5.151e-04
Line.51	HLA-B44:03	6.604e+01	4.577e-01
Line.51	HLA-B44:06	8.234e+01	5.344e-01
Line.51	HLA-C04:01	5.571e-02	1.013e-03
Line.51	HLA-C05:01	5.136e-01	5.843e-03
Line.52	HLA-A26:01	7.128e+00	1.490e-01
Line.52	HLA-A32:01	4.432e-04	3.506e-05
Line.52	HLA-B44:02	7.387e-01	2.188e-02
Line.52	HLA-B45:01	4.412e+01	8.279e-01
Line.52	HLA-C05:01	1.026e-02	9.288e-04
Line.52	HLA-C06:02	1.582e-03	1.842e-04
Line.53	HLA-A03:01	9.892e+00	2.493e-02
Line.53	HLA-A33:01	1.056e+02	2.157e-01
Line.53	HLA-B14:02	2.955e-01	2.198e-03
Line.53	HLA-B35:01	3.499e+02	7.412e-01
Line.53	HLA-C04:01	5.794e-01	2.917e-03
Line.53	HLA-C08:02	4.716e+00	1.304e-02
Line.54	HLA-A33:03	4.784e+01	3.892e-01
Line.54	HLA-A68:01	6.468e+01	4.894e-01
Line.54	HLA-B35:01	8.245e+00	7.649e-02
Line.54	HLA-B44:03	4.224e+00	4.439e-02
Line.54	HLA-C04:01	1.946e-04	3.187e-05
Line.54	HLA-C07:06	1.621e-02	4.614e-04
Line.55	HLA-A02:01	2.661e+01	6.439e-02
Line.55	HLA-A68:01	3.193e+02	5.591e-01
