sample	hla	p_ijk	pi
HEK293	HLA-A03:01	1.023e+03	9.946e-01
HEK293	HLA-B07:02	3.628e+00	5.255e-03
HEK293	HLA-C07:02	3.407e-03	1.648e-04
HL-60	HLA-A01:01	8.470e-01	1.465e-03
HL-60	HLA-B57:01	1.359e+03	9.865e-01
HL-60	HLA-C06:02	5.919e+00	1.201e-02
HLA-A01:01	HLA-A01:01	1.305e+03	1.000e+00
HLA-A02:01	HLA-A02:01	1.850e+03	1.000e+00
HLA-A02:03	HLA-A02:03	1.590e+02	1.000e+00
HLA-A02:04	HLA-A02:04	3.360e+02	1.000e+00
HLA-A02:05	HLA-A02:05	2.800e+01	1.000e+00
HLA-A02:07	HLA-A02:07	5.060e+02	1.000e+00
HLA-A02:14	HLA-A02:14	1.000e+00	1.000e+00
HLA-A03:01	HLA-A03:01	6.850e+02	1.000e+00
HLA-A11:01	HLA-A11:01	3.360e+02	1.000e+00
HLA-A23:01	HLA-A23:01	1.000e+00	1.000e+00
HLA-A24:02	HLA-A24:02	1.008e+03	1.000e+00
HLA-A24:06	HLA-A24:06	2.300e+01	1.000e+00
HLA-A24:13	HLA-A24:13	8.000e+00	1.000e+00
HLA-A26:01	HLA-A26:01	3.000e+01	1.000e+00
HLA-A29:02	HLA-A29:02	1.144e+03	1.000e+00
HLA-A30:01	HLA-A30:01	5.000e+00	1.000e+00
HLA-A30:03	HLA-A30:03	1.000e+00	1.000e+00
HLA-A31:01	HLA-A31:01	2.980e+02	1.000e+00
HLA-A32:01	HLA-A32:01	5.000e+01	1.000e+00
HLA-A66:01	HLA-A66:01	7.000e+00	1.000e+00
HLA-A66:02	HLA-A66:02	2.000e+00	1.000e+00
HLA-A68:01	HLA-A68:01	4.000e+00	1.000e+00
HLA-A68:02	HLA-A68:02	2.920e+02	1.000e+00
HLA-B07:02	HLA-B07:02	2.084e+03	1.000e+00
HLA-B08:01	HLA-B08:01	6.430e+02	1.000e+00
HLA-B13:01	HLA-B13:01	8.000e+00	1.000e+00
HLA-B13:02	HLA-B13:02	4.000e+00	1.000e+00
HLA-B14:02	HLA-B14:02	3.100e+01	1.000e+00
HLA-B14:03	HLA-B14:03	2.000e+00	1.000e+00
HLA-B15:01	HLA-B15:01	1.270e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.980e+02	1.000e+00
HLA-B15:08	HLA-B15:08	1.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	2.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	8.000e+00	1.000e+00
HLA-B15:16	HLA-B15:16	1.000e+00	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:18	HLA-B15:18	2.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.270e+02	1.000e+00
HLA-B18:03	HLA-B18:03	9.000e+00	1.000e+00
HLA-B27:01	HLA-B27:01	4.470e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.270e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.300e+01	1.000e+00
HLA-B27:04	HLA-B27:04	3.000e+01	1.000e+00
HLA-B27:05	HLA-B27:05	2.960e+02	1.000e+00
HLA-B27:06	HLA-B27:06	2.800e+01	1.000e+00
HLA-B27:07	HLA-B27:07	7.100e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.200e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.400e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.730e+02	1.000e+00
HLA-B35:02	HLA-B35:02	2.000e+00	1.000e+00
HLA-B35:03	HLA-B35:03	9.000e+00	1.000e+00
HLA-B35:06	HLA-B35:06	1.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.200e+01	1.000e+00
HLA-B37:01	HLA-B37:01	6.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	1.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.370e+02	1.000e+00
HLA-B39:06	HLA-B39:06	6.300e+01	1.000e+00
HLA-B39:24	HLA-B39:24	3.300e+01	1.000e+00
HLA-B40:01	HLA-B40:01	2.270e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.060e+03	1.000e+00
HLA-B41:01	HLA-B41:01	4.000e+01	1.000e+00
HLA-B41:02	HLA-B41:02	2.000e+00	1.000e+00
HLA-B41:03	HLA-B41:03	9.000e+00	1.000e+00
HLA-B41:04	HLA-B41:04	6.000e+00	1.000e+00
HLA-B41:05	HLA-B41:05	6.000e+00	1.000e+00
HLA-B41:06	HLA-B41:06	4.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	4.870e+02	1.000e+00
HLA-B44:03	HLA-B44:03	3.840e+02	1.000e+00
HLA-B44:08	HLA-B44:08	5.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	9.000e+00	1.000e+00
HLA-B44:27	HLA-B44:27	4.000e+00	1.000e+00
HLA-B44:28	HLA-B44:28	1.000e+00	1.000e+00
HLA-B45:01	HLA-B45:01	8.500e+01	1.000e+00
HLA-B46:01	HLA-B46:01	2.090e+02	1.000e+00
HLA-B47:01	HLA-B47:01	6.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	1.600e+01	1.000e+00
HLA-B50:01	HLA-B50:01	7.000e+01	1.000e+00
HLA-B50:02	HLA-B50:02	1.000e+00	1.000e+00
HLA-B51:01	HLA-B51:01	5.650e+02	1.000e+00
HLA-B51:08	HLA-B51:08	5.100e+01	1.000e+00
HLA-B52:01	HLA-B52:01	1.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.320e+02	1.000e+00
HLA-B56:01	HLA-B56:01	9.000e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.246e+03	1.000e+00
HLA-B57:03	HLA-B57:03	3.420e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.650e+02	1.000e+00
HLA-B58:02	HLA-B58:02	1.000e+00	1.000e+00
HLA-B73:01	HLA-B73:01	3.300e+01	1.000e+00
HLA-C01:02	HLA-C01:02	2.450e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.370e+02	1.000e+00
HLA-C03:03	HLA-C03:03	3.800e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.610e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.360e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.450e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.930e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.300e+01	1.000e+00
HLA-C07:02	HLA-C07:02	9.600e+01	1.000e+00
HLA-C08:02	HLA-C08:02	3.720e+02	1.000e+00
HLA-C12:02	HLA-C12:02	1.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	9.700e+01	1.000e+00
HLA-C14:02	HLA-C14:02	3.810e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.520e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.490e+02	1.000e+00
HLA-C17:01	HLA-C17:01	5.100e+01	1.000e+00
JY	HLA-A02:01	2.753e+02	4.766e-01
JY	HLA-B07:02	2.907e+02	5.230e-01
JY	HLA-C07:02	9.134e-03	3.775e-04
LNT-229	HLA-A03:01	1.971e+03	9.060e-01
LNT-229	HLA-B35:01	1.622e+02	9.345e-02
LNT-229	HLA-C04:01	3.562e-01	5.350e-04
Line.1	HLA-A01:01	4.433e+01	4.771e-01
Line.1	HLA-A03:01	1.626e+01	1.617e-01
Line.1	HLA-B07:02	2.096e+01	2.149e-01
Line.1	HLA-B08:01	1.436e+01	1.428e-01
Line.1	HLA-C07:01	9.721e-02	3.259e-03
Line.1	HLA-C07:02	2.154e-03	3.451e-04
Line.10	HLA-A01:01	1.151e+02	2.819e-01
Line.10	HLA-A25:01	6.244e-01	7.783e-03
Line.10	HLA-B08:01	1.186e+02	2.407e-01
Line.10	HLA-B18:01	2.244e+02	4.661e-01
Line.10	HLA-C07:01	1.483e-01	1.771e-03
Line.10	HLA-C12:03	1.365e-01	1.747e-03
Line.11	HLA-A01:01	8.570e+01	1.035e-01
Line.11	HLA-A26:01	4.476e+02	4.262e-01
Line.11	HLA-B15:01	3.800e+02	3.821e-01
Line.11	HLA-B18:01	8.050e+01	8.696e-02
Line.11	HLA-C03:03	8.648e-02	5.423e-04
Line.11	HLA-C07:01	7.031e-02	5.994e-04
Line.12	HLA-A01:01	1.045e+02	2.649e-01
Line.12	HLA-A33:01	3.957e+00	1.333e-02
Line.12	HLA-B35:01	2.350e+02	5.369e-01
Line.12	HLA-B44:03	6.947e+01	1.836e-01
Line.12	HLA-C02:02	1.027e-01	1.047e-03
Line.12	HLA-C04:01	1.892e-02	2.666e-04
Line.13	HLA-A02:01	3.307e+01	2.817e-01
Line.13	HLA-A03:01	1.193e+01	1.136e-01
Line.13	HLA-B13:02	7.994e+01	5.991e-01
Line.13	HLA-B47:01	3.076e-02	3.637e-03
Line.13	HLA-C06:02	3.046e-02	1.914e-03
Line.14	HLA-A02:01	9.060e+00	2.053e-01
Line.14	HLA-A03:01	1.910e+01	4.175e-01
Line.14	HLA-B07:02	1.654e+01	3.623e-01
Line.14	HLA-B44:02	2.733e-01	1.272e-02
Line.14	HLA-C05:01	2.607e-02	1.952e-03
Line.14	HLA-C07:02	2.718e-04	2.471e-04
Line.15	HLA-A02:01	6.946e+01	3.765e-01
Line.15	HLA-A11:01	9.331e+01	4.972e-01
Line.15	HLA-B44:02	5.247e+00	4.281e-02
Line.15	HLA-B44:03	1.044e+01	7.161e-02
Line.15	HLA-C05:01	8.406e-02	1.735e-03
Line.15	HLA-C16:01	1.462e+00	1.013e-02
Line.16	HLA-A02:01	2.791e+01	3.233e-01
Line.16	HLA-A23:01	1.466e-01	7.818e-03
Line.16	HLA-B15:03	2.181e+01	2.894e-01
Line.16	HLA-B18:01	3.084e+01	3.708e-01
Line.16	HLA-C02:02	1.504e-01	4.337e-03
Line.16	HLA-C02:10	1.504e-01	4.337e-03
Line.17	HLA-A02:01	2.288e+01	6.832e-02
Line.17	HLA-A24:02	1.783e-01	1.820e-03
Line.17	HLA-B38:01	5.290e+01	1.429e-01
Line.17	HLA-B48:01	3.115e-03	5.482e-05
Line.17	HLA-C03:04	1.199e-01	1.172e-03
Line.17	HLA-C08:03	3.049e+02	7.857e-01
Line.18	HLA-A02:01	3.644e+01	1.074e-01
Line.18	HLA-A32:01	5.233e-02	6.847e-04
Line.18	HLA-B15:01	1.136e+02	3.308e-01
Line.18	HLA-B18:01	7.671e+01	2.387e-01
Line.18	HLA-C04:01	7.351e-02	3.973e-04
Line.18	HLA-C07:04	1.121e+02	3.221e-01
Line.19	HLA-A02:01	6.588e+00	9.497e-02
Line.19	HLA-A32:01	3.211e-02	1.349e-03
Line.19	HLA-B44:02	2.869e+00	5.551e-02
Line.19	HLA-B52:01	6.622e+01	8.394e-01
Line.19	HLA-C12:02	2.057e-01	5.448e-03
Line.19	HLA-C16:04	8.650e-02	3.346e-03
Line.2	HLA-A01:01	3.983e+01	2.166e-01
Line.2	HLA-A03:01	9.409e+01	4.587e-01
Line.2	HLA-B08:01	7.163e+00	3.442e-02
Line.2	HLA-B18:01	5.530e+01	2.819e-01
Line.2	HLA-C07:01	6.137e-01	8.384e-03
Line.20	HLA-A02:01	2.050e+01	3.384e-02
Line.20	HLA-A68:01	6.438e+02	8.490e-01
Line.20	HLA-B44:02	1.689e+01	3.356e-02
Line.20	HLA-C05:01	4.885e-01	1.501e-03
Line.20	HLA-C07:04	5.031e+01	8.205e-02
Line.21	HLA-A02:03	7.165e-02	7.393e-04
Line.21	HLA-A68:01	6.789e+00	3.360e-02
Line.21	HLA-B15:02	1.521e-01	1.690e-03
Line.21	HLA-B15:13	9.965e-02	1.337e-03
Line.21	HLA-C08:01	2.819e+02	9.626e-01
Line.22	HLA-A02:05	3.912e+02	7.250e-01
Line.22	HLA-A03:01	5.453e+01	1.328e-01
Line.22	HLA-B27:05	3.811e+00	1.305e-02
Line.22	HLA-B50:01	4.839e+01	1.284e-01
Line.22	HLA-C02:02	1.858e-02	3.337e-04
Line.22	HLA-C06:02	3.018e-02	5.454e-04
Line.23	HLA-A03:01	1.423e+02	5.089e-01
Line.23	HLA-B07:02	1.313e+01	6.469e-02
Line.23	HLA-B51:01	1.106e+02	4.256e-01
Line.23	HLA-C01:02	5.974e-02	8.216e-04
Line.23	HLA-C07:02	1.594e-04	6.578e-05
Line.24	HLA-A03:01	9.096e+01	6.986e-01
Line.24	HLA-B15:01	1.517e+01	1.422e-01
Line.24	HLA-B35:01	1.584e+01	1.577e-01
Line.24	HLA-C03:03	2.590e-02	1.235e-03
Line.24	HLA-C04:01	2.149e-03	1.884e-04
Line.25	HLA-A03:01	4.275e+02	5.969e-01
Line.25	HLA-B35:03	3.354e+00	1.611e-02
Line.25	HLA-B51:01	2.568e+02	3.847e-01
Line.25	HLA-C03:03	2.105e-01	1.416e-03
Line.25	HLA-C04:01	1.241e-01	8.119e-04
Line.26	HLA-A03:01	4.118e+00	5.625e-02
Line.26	HLA-A24:02	7.061e-02	2.903e-03
Line.26	HLA-B07:02	1.374e+01	1.761e-01
Line.26	HLA-B55:01	6.900e+01	7.615e-01
Line.26	HLA-C03:03	6.069e-02	2.561e-03
Line.26	HLA-C07:02	2.549e-03	7.135e-04
Line.27	HLA-A03:01	7.836e+00	8.531e-02
Line.27	HLA-A24:02	4.741e-01	9.961e-03
Line.27	HLA-B14:02	7.265e-02	3.404e-03
Line.27	HLA-B51:01	9.690e+01	8.909e-01
Line.27	HLA-C01:02	4.301e-02	1.310e-03
Line.27	HLA-C08:02	6.773e-01	9.160e-03
Line.28	HLA-A03:01	2.460e+01	1.569e-01
Line.28	HLA-A24:02	5.838e-02	2.072e-03
Line.28	HLA-B44:03	1.796e+01	1.419e-01
Line.28	HLA-B55:01	1.203e+02	6.967e-01
Line.28	HLA-C03:03	1.124e-02	4.882e-04
Line.28	HLA-C16:01	8.840e-02	1.908e-03
Line.29	HLA-A03:02	3.612e+02	5.189e-01
Line.29	HLA-A26:01	2.733e+02	4.118e-01
Line.29	HLA-B35:02	2.302e+01	5.435e-02
Line.29	HLA-B44:03	4.792e+00	1.250e-02
Line.29	HLA-C03:03	4.751e-02	4.139e-04
Line.29	HLA-C16:01	5.639e-01	1.998e-03
Line.3	HLA-A01:01	7.530e+01	1.536e-01
Line.3	HLA-A03:01	1.148e+02	2.060e-01
Line.3	HLA-B08:01	4.132e+01	7.438e-02
Line.3	HLA-B35:01	3.245e+02	5.646e-01
Line.3	HLA-C04:01	5.560e-02	4.814e-04
Line.3	HLA-C07:01	9.303e-02	9.013e-04
Line.30	HLA-A11:01	9.401e+01	8.356e-01
Line.30	HLA-B27:02	6.179e-03	3.885e-04
Line.30	HLA-B55:01	1.798e+01	1.637e-01
Line.30	HLA-C03:03	2.322e-03	2.590e-04
Line.30	HLA-C05:01	5.527e-04	1.044e-04
Line.31	HLA-A11:01	5.070e+01	1.031e-01
Line.31	HLA-A23:01	1.104e-01	1.435e-03
Line.31	HLA-B35:01	2.107e+02	4.044e-01
Line.31	HLA-B49:01	2.935e+02	4.904e-01
Line.31	HLA-C04:01	1.955e-02	3.039e-04
Line.31	HLA-C07:01	5.137e-03	2.558e-04
Line.32	HLA-A11:01	3.847e+00	2.981e-02
Line.32	HLA-A68:01	1.675e+02	9.027e-01
Line.32	HLA-B51:01	8.221e+00	5.262e-02
Line.32	HLA-B56:01	1.404e+00	1.457e-02
Line.32	HLA-C01:02	1.099e-02	2.234e-04
Line.32	HLA-C07:02	1.999e-05	4.168e-05
Line.33	HLA-A01:01	8.617e+01	3.407e-01
Line.33	HLA-A23:01	4.887e-01	7.559e-03
Line.33	HLA-B08:01	9.169e+01	3.128e-01
Line.33	HLA-B15:03	8.140e+01	3.311e-01
Line.33	HLA-C01:02	1.052e+00	4.854e-03
Line.33	HLA-C12:03	1.936e-01	3.028e-03
Line.34	HLA-A01:01	1.324e+02	1.587e-01
Line.34	HLA-A24:02	6.717e+00	1.441e-02
Line.34	HLA-B08:01	7.232e+01	7.884e-02
Line.34	HLA-B35:01	7.233e+02	7.464e-01
Line.34	HLA-C04:01	1.066e-01	6.048e-04
Line.34	HLA-C07:01	1.492e-01	1.049e-03
Line.35	HLA-A23:01	9.393e-02	4.441e-03
Line.35	HLA-A24:02	1.667e-01	4.175e-03
Line.35	HLA-B15:01	7.912e+01	7.180e-01
Line.35	HLA-B51:01	2.946e+01	2.688e-01
Line.35	HLA-C03:03	4.016e-02	1.594e-03
Line.35	HLA-C14:02	1.226e-01	2.941e-03
Line.36	HLA-A24:02	3.264e+00	1.029e-02
Line.36	HLA-A25:01	3.211e-01	3.574e-03
Line.36	HLA-B07:02	3.517e+02	3.710e-01
Line.36	HLA-B18:01	5.916e+02	6.138e-01
Line.36	HLA-C07:02	3.671e-02	7.574e-04
Line.36	HLA-C12:03	6.774e-02	6.063e-04
Line.37	HLA-A02:01	2.288e+01	1.392e-01
Line.37	HLA-A29:01	2.266e+00	1.896e-02
Line.37	HLA-B35:01	7.237e+01	4.436e-01
Line.37	HLA-B51:01	6.613e+01	3.946e-01
Line.37	HLA-C04:01	8.898e-03	4.324e-04
Line.37	HLA-C15:02	3.438e-01	3.179e-03
Line.38	HLA-A02:01	5.174e+02	6.347e-01
Line.38	HLA-A29:02	7.514e+01	1.027e-01
Line.38	HLA-B44:02	4.352e+01	7.440e-02
Line.38	HLA-B44:03	1.045e+02	1.520e-01
Line.38	HLA-C05:01	7.769e+00	1.555e-02
Line.38	HLA-C16:01	1.372e+01	2.064e-02
Line.39	HLA-A03:01	3.322e+02	5.339e-01
Line.39	HLA-A29:02	3.003e+01	6.133e-02
Line.39	HLA-B07:02	1.275e+02	2.224e-01
Line.39	HLA-B44:03	8.383e+01	1.701e-01
Line.39	HLA-C07:02	4.863e-03	2.424e-04
Line.39	HLA-C16:01	5.414e+00	1.203e-02
Line.4	HLA-A01:01	8.378e+01	2.538e-01
Line.4	HLA-A03:01	3.707e+01	1.011e-01
Line.4	HLA-B15:01	1.916e+02	5.227e-01
Line.4	HLA-B37:01	4.532e+01	1.196e-01
Line.4	HLA-C03:03	2.036e-01	2.151e-03
Line.4	HLA-C06:02	3.850e-02	6.193e-04
Line.40	HLA-A29:02	4.539e+02	6.653e-01
Line.40	HLA-B35:01	1.542e+02	2.464e-01
Line.40	HLA-B44:03	4.071e+01	8.295e-02
Line.40	HLA-C04:01	1.500e-02	1.709e-04
Line.40	HLA-C16:01	2.228e+00	5.256e-03
Line.41	HLA-A24:02	2.618e-01	3.005e-03
Line.41	HLA-A30:01	2.313e+01	6.976e-02
Line.41	HLA-B13:02	2.885e+02	8.293e-01
Line.41	HLA-B40:02	2.482e+01	9.427e-02
Line.41	HLA-C03:04	1.868e-01	2.024e-03
Line.41	HLA-C06:02	8.110e-02	1.684e-03
Line.42	HLA-A30:02	2.962e+01	2.726e-01
Line.42	HLA-A33:03	2.812e+01	2.342e-01
Line.42	HLA-B08:01	1.650e+00	1.475e-02
Line.42	HLA-B35:01	5.756e+01	4.739e-01
Line.42	HLA-C07:01	5.281e-02	4.569e-03
Line.43	HLA-A30:04	6.416e+00	4.481e-01
Line.43	HLA-A33:01	1.720e-02	3.449e-03
Line.43	HLA-B14:02	4.050e-04	2.187e-04
Line.43	HLA-B49:01	8.564e+00	5.461e-01
Line.43	HLA-C07:01	2.355e-03	2.086e-03
Line.43	HLA-C08:02	6.425e-06	1.185e-05
Line.44	HLA-A01:01	4.484e+01	1.397e-01
Line.44	HLA-A31:01	3.514e+01	8.848e-02
Line.44	HLA-B07:02	8.560e+01	2.235e-01
Line.44	HLA-B40:01	2.260e+02	5.449e-01
Line.44	HLA-C03:04	4.656e-01	3.091e-03
Line.44	HLA-C07:02	4.162e-03	2.487e-04
Line.45	HLA-A01:01	3.098e+01	7.340e-02
Line.45	HLA-A31:01	4.247e+01	9.031e-02
Line.45	HLA-B44:02	6.231e-01	3.259e-03
Line.45	HLA-B67:01	4.717e+02	8.267e-01
Line.45	HLA-C05:01	1.220e+00	5.743e-03
Line.45	HLA-C12:03	3.864e-02	6.033e-04
Line.46	HLA-A02:01	4.483e+02	6.031e-01
Line.46	HLA-A31:01	1.731e+02	2.363e-01
Line.46	HLA-B27:05	5.561e+01	9.535e-02
Line.46	HLA-B44:02	1.426e+01	3.382e-02
Line.46	HLA-C02:02	4.229e-02	3.972e-04
Line.46	HLA-C05:01	1.670e+01	3.101e-02
Line.47	HLA-A02:05	4.520e+01	7.858e-01
Line.47	HLA-A31:01	7.174e-02	2.112e-03
Line.47	HLA-B44:03	1.577e+00	4.255e-02
Line.47	HLA-B49:01	8.129e+00	1.684e-01
Line.47	HLA-C04:01	1.780e-02	8.576e-04
Line.47	HLA-C07:01	7.544e-04	2.811e-04
Line.48	HLA-A03:01	1.770e+02	2.773e-01
Line.48	HLA-A31:01	7.047e+01	1.151e-01
Line.48	HLA-B08:01	1.757e+02	2.647e-01
Line.48	HLA-B38:01	2.287e+02	3.420e-01
Line.48	HLA-C07:01	5.104e-03	3.453e-04
Line.48	HLA-C12:03	3.907e-02	4.797e-04
Line.49	HLA-A26:01	3.404e+02	8.900e-01
Line.49	HLA-A31:01	3.876e+00	1.349e-02
Line.49	HLA-B38:01	2.861e+01	8.401e-02
Line.49	HLA-B44:02	5.269e-01	3.914e-03
Line.49	HLA-C05:01	1.554e+00	8.006e-03
Line.49	HLA-C12:03	1.960e-02	6.071e-04
Line.5	HLA-A01:01	8.833e+01	2.057e-01
Line.5	HLA-A03:01	4.617e+01	9.685e-02
Line.5	HLA-B18:01	1.371e+02	2.885e-01
Line.5	HLA-B55:01	2.243e+02	4.074e-01
Line.5	HLA-C03:03	5.655e-02	6.533e-04
Line.5	HLA-C07:01	7.744e-02	8.939e-04
Line.50	HLA-A03:01	3.072e+01	4.956e-01
Line.50	HLA-A32:01	1.094e-01	4.495e-03
Line.50	HLA-B27:05	3.123e+00	5.801e-02
Line.50	HLA-B35:01	2.703e+01	4.401e-01
Line.50	HLA-C02:02	1.930e-02	1.270e-03
Line.50	HLA-C04:01	5.566e-03	5.550e-04
Line.51	HLA-A23:01	1.514e-01	3.162e-03
Line.51	HLA-A32:01	3.226e-01	3.796e-03
Line.51	HLA-B44:03	1.275e+02	8.211e-01
Line.51	HLA-B44:06	1.542e+01	1.035e-01
Line.51	HLA-C04:01	8.498e-01	6.371e-03
Line.51	HLA-C05:01	9.741e+00	6.213e-02
Line.52	HLA-A26:01	6.842e+00	1.452e-01
Line.52	HLA-A32:01	2.135e-04	5.667e-05
Line.52	HLA-B44:02	1.160e-01	6.806e-03
Line.52	HLA-B45:01	4.403e+01	8.474e-01
Line.52	HLA-C05:01	7.316e-03	5.330e-04
Line.52	HLA-C06:02	8.119e-05	3.625e-05
Line.53	HLA-A03:01	4.455e+01	9.616e-02
Line.53	HLA-A33:01	8.576e-01	4.350e-03
Line.53	HLA-B14:02	7.452e-02	1.198e-03
Line.53	HLA-B35:01	4.179e+02	8.856e-01
Line.53	HLA-C04:01	1.440e-01	1.226e-03
Line.53	HLA-C08:02	4.504e+00	1.149e-02
Line.54	HLA-A33:03	1.791e+01	1.524e-01
Line.54	HLA-A68:01	1.088e+02	7.926e-01
Line.54	HLA-B35:01	4.159e+00	3.921e-02
Line.54	HLA-B44:03	1.107e+00	1.540e-02
Line.54	HLA-C04:01	1.765e-03	1.333e-04
Line.54	HLA-C07:06	1.288e-03	1.888e-04
Line.55	HLA-A02:01	3.678e+01	7.394e-02
Line.55	HLA-A68:01	4.464e+02	7.215e-01
Line.55	HLA-B13:02	1.080e+02	1.854e-01
Line.55	HLA-B35:03	3.741e+00	1.806e-02
Line.55	HLA-C04:01	1.317e-01	9.079e-04
Line.55	HLA-C06:02	7.633e-03	2.220e-04
Line.6	HLA-A01:01	4.073e+01	1.319e-01
Line.6	HLA-A11:01	1.400e+02	3.632e-01
Line.6	HLA-B08:01	3.681e+01	9.492e-02
Line.6	HLA-B40:01	1.548e+02	4.047e-01
Line.6	HLA-C03:04	5.969e-01	4.000e-03
Line.6	HLA-C07:01	9.081e-02	1.293e-03
Line.7	HLA-A01:01	3.044e+01	1.638e-01
Line.7	HLA-A11:01	3.928e+01	1.907e-01
Line.7	HLA-B08:01	1.513e+01	6.899e-02
Line.7	HLA-B55:01	1.400e+02	5.731e-01
Line.7	HLA-C03:03	1.236e-01	2.046e-03
Line.7	HLA-C07:01	6.608e-02	1.309e-03
