sample	hla	p_ijk	pi
HLA-B54:01	HLA-B54:01	1.580e+02	1.000e+00
HLA-B56:01	HLA-B56:01	9.100e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.228e+03	1.000e+00
HLA-B57:02	HLA-B57:02	1.000e+00	1.000e+00
HLA-B57:03	HLA-B57:03	3.440e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.390e+02	1.000e+00
HLA-B73:01	HLA-B73:01	3.100e+01	1.000e+00
HLA-C01:02	HLA-C01:02	3.050e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.640e+02	1.000e+00
HLA-C03:03	HLA-C03:03	3.800e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.630e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.130e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.180e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.130e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.600e+01	1.000e+00
HLA-C07:02	HLA-C07:02	1.020e+02	1.000e+00
HLA-C07:04	HLA-C07:04	1.000e+00	1.000e+00
HLA-C08:02	HLA-C08:02	3.520e+02	1.000e+00
HLA-C12:02	HLA-C12:02	2.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	9.100e+01	1.000e+00
HLA-C14:02	HLA-C14:02	3.970e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.400e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.320e+02	1.000e+00
HLA-C17:01	HLA-C17:01	4.300e+01	1.000e+00
JY	HLA-A02:01	3.746e+02	6.465e-01
JY	HLA-B07:02	1.814e+02	3.530e-01
JY	HLA-C07:02	1.776e-02	5.285e-04
LNT-229	HLA-A03:01	1.664e+03	8.127e-01
LNT-229	HLA-B35:01	3.318e+02	1.869e-01
LNT-229	HLA-C04:01	8.322e-02	3.823e-04
Line.1	HLA-A01:01	4.416e+01	6.679e-01
Line.1	HLA-A03:01	6.237e+00	8.828e-02
Line.1	HLA-B07:02	1.011e+01	1.538e-01
Line.1	HLA-B08:01	4.521e+00	6.801e-02
Line.1	HLA-C07:01	9.464e-01	2.056e-02
Line.1	HLA-C07:02	2.942e-02	1.420e-03
Line.10	HLA-A01:01	1.208e+02	3.150e-01
Line.10	HLA-A25:01	8.993e+00	3.207e-02
Line.10	HLA-B08:01	1.914e+01	5.072e-02
Line.10	HLA-B18:01	2.585e+02	5.970e-01
Line.10	HLA-C07:01	3.634e-01	2.705e-03
Line.10	HLA-C12:03	2.095e-01	2.487e-03
Line.11	HLA-A01:01	7.061e+01	9.026e-02
Line.11	HLA-A26:01	5.424e+02	5.570e-01
Line.11	HLA-B15:01	2.607e+02	2.925e-01
Line.11	HLA-B18:01	4.891e+01	5.844e-02
Line.11	HLA-C03:03	5.943e-02	4.308e-04
Line.11	HLA-C07:01	3.303e-01	1.351e-03
Line.12	HLA-A01:01	8.109e+01	2.090e-01
Line.12	HLA-A33:01	6.021e+00	1.680e-02
Line.12	HLA-B35:01	2.227e+02	5.124e-01
Line.12	HLA-B44:03	1.081e+02	2.604e-01
Line.12	HLA-C02:02	1.189e-01	1.226e-03
Line.12	HLA-C04:01	1.075e-02	2.183e-04
Line.13	HLA-A02:01	1.327e+01	2.076e-01
Line.13	HLA-A03:01	3.757e+00	6.745e-02
Line.13	HLA-B13:02	5.397e+01	7.230e-01
Line.13	HLA-B47:01	1.204e-03	1.209e-03
Line.13	HLA-C06:02	4.320e-03	7.844e-04
Line.14	HLA-A02:01	2.412e+01	6.199e-01
Line.14	HLA-A03:01	5.142e+00	1.361e-01
Line.14	HLA-B07:02	7.155e+00	2.154e-01
Line.14	HLA-B44:02	2.431e-01	1.223e-02
Line.14	HLA-C05:01	3.425e-01	1.622e-02
Line.14	HLA-C07:02	1.052e-04	1.724e-04
Line.15	HLA-A02:01	4.888e+01	2.813e-01
Line.15	HLA-A11:01	7.280e+01	4.359e-01
Line.15	HLA-B44:02	9.324e+00	7.455e-02
Line.15	HLA-B44:03	3.341e+01	2.005e-01
Line.15	HLA-C05:01	2.684e-02	7.644e-04
Line.15	HLA-C16:01	5.618e-01	6.942e-03
Line.16	HLA-A02:01	1.533e+01	1.800e-01
Line.16	HLA-A23:01	1.253e+00	2.418e-02
Line.16	HLA-B15:03	2.169e+01	3.061e-01
Line.16	HLA-B18:01	3.965e+01	4.867e-01
Line.16	HLA-C02:02	3.473e-02	1.574e-03
Line.16	HLA-C02:10	3.473e-02	1.574e-03
Line.17	HLA-A02:01	2.839e+01	8.366e-02
Line.17	HLA-A24:02	3.678e-01	3.308e-03
Line.17	HLA-B38:01	2.725e+01	7.683e-02
Line.17	HLA-B48:01	8.716e-03	5.849e-05
Line.17	HLA-C03:04	1.001e-01	1.179e-03
Line.17	HLA-C08:03	3.229e+02	8.350e-01
Line.18	HLA-A02:01	3.637e+01	1.111e-01
Line.18	HLA-A32:01	1.226e-01	1.198e-03
Line.18	HLA-B15:01	1.111e+02	3.533e-01
Line.18	HLA-B18:01	5.502e+01	1.823e-01
Line.18	HLA-C04:01	4.129e-03	1.235e-04
Line.18	HLA-C07:04	1.134e+02	3.519e-01
Line.19	HLA-A02:01	8.530e+00	1.485e-01
Line.19	HLA-A32:01	2.170e-02	1.156e-03
Line.19	HLA-B44:02	3.000e+00	6.604e-02
Line.19	HLA-B52:01	4.700e+01	7.704e-01
Line.19	HLA-C12:02	3.589e-01	9.306e-03
Line.19	HLA-C16:04	9.209e-02	4.565e-03
Line.2	HLA-A01:01	2.425e+01	1.552e-01
Line.2	HLA-A03:01	7.151e+01	4.070e-01
Line.2	HLA-B08:01	2.982e+00	2.045e-02
Line.2	HLA-B18:01	6.924e+01	3.992e-01
Line.2	HLA-C07:01	2.018e+00	1.813e-02
Line.20	HLA-A02:01	1.639e+01	2.853e-02
Line.20	HLA-A68:01	6.010e+02	8.282e-01
Line.20	HLA-B44:02	3.815e+01	7.100e-02
Line.20	HLA-C05:01	1.933e-01	8.856e-04
Line.20	HLA-C07:04	4.023e+01	7.136e-02
Line.21	HLA-A02:03	4.449e-02	5.461e-04
Line.21	HLA-A68:01	1.004e+01	4.559e-02
Line.21	HLA-B15:02	2.995e-01	2.983e-03
Line.21	HLA-B15:13	2.184e-01	2.247e-03
Line.21	HLA-C08:01	2.724e+02	9.486e-01
Line.22	HLA-A02:05	4.045e+02	7.955e-01
Line.22	HLA-A03:01	5.482e+01	1.421e-01
Line.22	HLA-B27:05	3.027e+00	9.103e-03
Line.22	HLA-B50:01	1.265e+01	5.233e-02
Line.22	HLA-C02:02	1.445e-02	3.918e-04
Line.22	HLA-C06:02	2.294e-02	5.977e-04
Line.23	HLA-A03:01	1.504e+02	5.103e-01
Line.23	HLA-B07:02	8.196e+00	4.446e-02
Line.23	HLA-B51:01	1.182e+02	4.436e-01
Line.23	HLA-C01:02	1.482e-01	1.440e-03
Line.23	HLA-C07:02	7.943e-04	1.529e-04
Line.24	HLA-A03:01	6.049e+01	4.720e-01
Line.24	HLA-B15:01	1.551e+01	1.532e-01
Line.24	HLA-B35:01	3.897e+01	3.731e-01
Line.24	HLA-C03:03	3.538e-02	1.406e-03
Line.24	HLA-C04:01	2.295e-03	2.804e-04
Line.25	HLA-A03:01	4.348e+02	6.162e-01
Line.25	HLA-B35:03	2.858e+00	1.437e-02
Line.25	HLA-B51:01	2.322e+02	3.678e-01
Line.25	HLA-C03:03	1.275e-01	1.120e-03
Line.25	HLA-C04:01	2.990e-02	4.342e-04
Line.26	HLA-A03:01	4.924e+00	7.055e-02
Line.26	HLA-A24:02	1.402e+00	3.498e-02
Line.26	HLA-B07:02	1.335e+01	2.042e-01
Line.26	HLA-B55:01	5.226e+01	6.862e-01
Line.26	HLA-C03:03	5.047e-02	2.390e-03
Line.26	HLA-C07:02	1.227e-02	1.665e-03
Line.27	HLA-A03:01	2.439e+01	2.063e-01
Line.27	HLA-A24:02	4.376e-01	8.875e-03
Line.27	HLA-B14:02	1.421e-01	4.347e-03
Line.27	HLA-B51:01	8.642e+01	7.471e-01
Line.27	HLA-C01:02	2.132e-01	3.680e-03
Line.27	HLA-C08:02	3.394e+00	2.968e-02
Line.28	HLA-A03:01	2.863e+01	2.004e-01
Line.28	HLA-A24:02	5.291e-01	9.748e-03
Line.28	HLA-B44:03	7.382e+01	5.214e-01
Line.28	HLA-B55:01	3.660e+01	2.601e-01
Line.28	HLA-C03:03	2.334e-02	7.340e-04
Line.28	HLA-C16:01	3.962e-01	7.628e-03
Line.29	HLA-A03:02	9.764e+01	1.769e-01
Line.29	HLA-A26:01	5.037e+02	7.510e-01
Line.29	HLA-B35:02	1.273e+01	3.070e-02
Line.29	HLA-B44:03	2.146e+01	3.885e-02
Line.29	HLA-C03:03	3.476e-02	3.883e-04
Line.29	HLA-C16:01	4.263e-01	2.234e-03
Line.3	HLA-A01:01	7.736e+01	1.697e-01
Line.3	HLA-A03:01	9.278e+01	1.867e-01
Line.3	HLA-B08:01	1.388e+01	3.217e-02
Line.3	HLA-B35:01	3.216e+02	6.093e-01
Line.3	HLA-C04:01	4.678e-02	4.814e-04
Line.3	HLA-C07:01	2.925e-01	1.683e-03
Line.30	HLA-A11:01	1.014e+02	9.908e-01
Line.30	HLA-B27:02	2.269e-05	1.309e-05
Line.30	HLA-B55:01	5.861e-01	8.990e-03
Line.30	HLA-C03:03	7.517e-04	1.257e-04
Line.30	HLA-C05:01	3.943e-04	1.188e-04
Line.31	HLA-A11:01	3.432e+01	6.860e-02
Line.31	HLA-A23:01	2.458e+00	7.749e-03
Line.31	HLA-B35:01	3.847e+02	6.667e-01
Line.31	HLA-B49:01	1.464e+02	2.562e-01
Line.31	HLA-C04:01	2.525e-02	3.365e-04
Line.31	HLA-C07:01	2.542e-02	4.426e-04
Line.32	HLA-A11:01	4.082e+00	3.524e-02
Line.32	HLA-A68:01	1.589e+02	9.016e-01
Line.32	HLA-B51:01	7.524e+00	5.534e-02
Line.32	HLA-B56:01	5.190e-01	7.701e-03
Line.32	HLA-C01:02	3.961e-03	1.013e-04
Line.32	HLA-C07:02	9.365e-05	4.214e-05
Line.33	HLA-A01:01	1.098e+02	3.953e-01
Line.33	HLA-A23:01	1.241e+01	5.540e-02
Line.33	HLA-B08:01	4.066e+01	1.337e-01
Line.33	HLA-B15:03	9.940e+01	3.768e-01
Line.33	HLA-C01:02	7.665e+00	2.854e-02
Line.33	HLA-C12:03	1.099e+00	1.033e-02
Line.34	HLA-A01:01	1.369e+02	1.604e-01
Line.34	HLA-A24:02	1.320e+01	2.234e-02
Line.34	HLA-B08:01	2.665e+01	3.116e-02
Line.34	HLA-B35:01	7.677e+02	7.838e-01
Line.34	HLA-C04:01	6.206e-02	4.132e-04
Line.34	HLA-C07:01	5.279e-01	1.896e-03
Line.35	HLA-A23:01	1.390e+00	2.114e-02
Line.35	HLA-A24:02	6.259e-01	1.125e-02
Line.35	HLA-B15:01	7.676e+01	7.447e-01
Line.35	HLA-B51:01	2.164e+01	2.123e-01
Line.35	HLA-C03:03	1.505e-02	7.911e-04
Line.35	HLA-C14:02	5.606e-01	9.830e-03
Line.36	HLA-A24:02	8.921e+00	2.001e-02
Line.36	HLA-A25:01	3.913e+00	9.452e-03
Line.36	HLA-B07:02	1.327e+02	1.703e-01
Line.36	HLA-B18:01	7.174e+02	7.984e-01
Line.36	HLA-C07:02	4.925e-02	9.517e-04
Line.36	HLA-C12:03	9.267e-02	9.086e-04
Line.37	HLA-A02:01	3.264e+01	1.540e-01
Line.37	HLA-A29:01	3.575e+00	2.447e-02
Line.37	HLA-B35:01	8.974e+01	4.570e-01
Line.37	HLA-B51:01	7.375e+01	3.616e-01
Line.37	HLA-C04:01	8.531e-03	3.261e-04
Line.37	HLA-C15:02	2.874e-01	2.608e-03
Line.38	HLA-A02:01	3.704e+02	4.963e-01
Line.38	HLA-A29:02	6.893e+01	1.077e-01
Line.38	HLA-B44:02	5.574e+01	9.798e-02
Line.38	HLA-B44:03	2.036e+02	2.811e-01
Line.38	HLA-C05:01	1.882e+00	5.231e-03
Line.38	HLA-C16:01	4.466e+00	1.175e-02
Line.39	HLA-A03:01	2.219e+02	3.972e-01
Line.39	HLA-A29:02	5.010e+01	1.073e-01
Line.39	HLA-B07:02	3.294e+01	7.494e-02
Line.39	HLA-B44:03	2.265e+02	4.103e-01
Line.39	HLA-C07:02	1.043e-02	3.732e-04
Line.39	HLA-C16:01	2.520e+00	9.870e-03
Line.4	HLA-A01:01	7.318e+01	2.493e-01
Line.4	HLA-A03:01	2.857e+01	9.054e-02
Line.4	HLA-B15:01	2.002e+02	6.111e-01
Line.4	HLA-B37:01	1.277e+01	4.567e-02
Line.4	HLA-C03:03	1.855e-01	2.177e-03
Line.4	HLA-C06:02	7.793e-02	1.188e-03
Line.40	HLA-A29:02	4.375e+02	6.779e-01
Line.40	HLA-B35:01	1.022e+02	1.751e-01
Line.40	HLA-B44:03	7.396e+01	1.350e-01
Line.40	HLA-C04:01	1.876e-02	2.304e-04
Line.40	HLA-C16:01	5.312e+00	1.169e-02
Line.41	HLA-A24:02	4.874e-01	4.637e-03
Line.41	HLA-A30:01	2.939e+01	9.374e-02
Line.41	HLA-B13:02	2.825e+02	8.135e-01
Line.41	HLA-B40:02	2.137e+01	8.455e-02
Line.41	HLA-C03:04	1.512e-01	2.010e-03
Line.41	HLA-C06:02	5.252e-02	1.530e-03
Line.42	HLA-A30:02	8.488e+01	5.529e-01
Line.42	HLA-A33:03	1.094e+01	7.259e-02
Line.42	HLA-B08:01	6.266e-01	5.238e-03
Line.42	HLA-B35:01	5.505e+01	3.584e-01
Line.42	HLA-C07:01	4.983e-01	1.081e-02
Line.43	HLA-A30:04	1.288e+01	9.827e-01
Line.43	HLA-A33:01	1.326e-02	1.512e-03
Line.43	HLA-B14:02	1.511e-07	5.854e-07
Line.43	HLA-B49:01	1.005e-01	1.284e-02
Line.43	HLA-C07:01	5.037e-03	2.894e-03
Line.43	HLA-C08:02	6.731e-07	1.081e-06
Line.44	HLA-A01:01	6.579e+01	2.108e-01
Line.44	HLA-A31:01	7.261e+01	1.875e-01
Line.44	HLA-B07:02	2.124e+01	7.667e-02
Line.44	HLA-B40:01	1.931e+02	5.220e-01
Line.44	HLA-C03:04	2.595e-01	2.633e-03
Line.44	HLA-C07:02	1.698e-02	4.577e-04
Line.45	HLA-A01:01	4.658e+01	1.172e-01
Line.45	HLA-A31:01	1.421e+02	2.908e-01
Line.45	HLA-B44:02	2.826e+00	1.038e-02
Line.45	HLA-B67:01	2.909e+02	5.773e-01
Line.45	HLA-C05:01	4.720e-01	3.044e-03
Line.45	HLA-C12:03	1.027e-01	1.301e-03
Line.46	HLA-A02:01	3.668e+02	5.380e-01
Line.46	HLA-A31:01	2.936e+02	3.990e-01
Line.46	HLA-B27:05	1.158e+01	2.382e-02
Line.46	HLA-B44:02	1.039e+01	2.795e-02
Line.46	HLA-C02:02	6.975e-02	6.248e-04
Line.46	HLA-C05:01	3.553e+00	1.054e-02
Line.47	HLA-A02:05	3.112e+01	6.517e-01
Line.47	HLA-A31:01	3.108e-01	8.778e-03
Line.47	HLA-B44:03	4.944e+00	1.244e-01
Line.47	HLA-B49:01	8.623e+00	2.148e-01
Line.47	HLA-C04:01	4.494e-04	1.385e-04
Line.47	HLA-C07:01	1.874e-04	1.502e-04
Line.48	HLA-A03:01	1.443e+02	2.662e-01
Line.48	HLA-A31:01	2.465e+02	3.988e-01
Line.48	HLA-B08:01	3.753e+01	7.628e-02
Line.48	HLA-B38:01	1.396e+02	2.569e-01
Line.48	HLA-C07:01	4.330e-02	7.920e-04
Line.48	HLA-C12:03	7.186e-02	1.006e-03
Line.49	HLA-A26:01	3.033e+02	9.055e-01
Line.49	HLA-A31:01	1.627e+01	5.178e-02
Line.49	HLA-B38:01	8.941e+00	3.246e-02
Line.49	HLA-B44:02	1.224e+00	7.231e-03
Line.49	HLA-C05:01	2.400e-01	2.276e-03
Line.49	HLA-C12:03	2.429e-02	7.320e-04
Line.5	HLA-A01:01	1.027e+02	2.393e-01
Line.5	HLA-A03:01	2.654e+01	5.812e-02
Line.5	HLA-B18:01	2.054e+02	4.314e-01
Line.5	HLA-B55:01	1.312e+02	2.690e-01
Line.5	HLA-C03:03	7.357e-02	8.016e-04
Line.5	HLA-C07:01	1.932e-01	1.325e-03
Line.50	HLA-A03:01	1.722e+01	2.694e-01
Line.50	HLA-A32:01	2.903e-02	1.414e-03
Line.50	HLA-B27:05	8.347e-02	1.988e-03
Line.50	HLA-B35:01	4.864e+01	7.250e-01
Line.50	HLA-C02:02	2.367e-02	1.627e-03
Line.50	HLA-C04:01	5.104e-03	5.757e-04
Line.51	HLA-A23:01	2.301e+00	2.802e-02
Line.51	HLA-A32:01	9.326e-02	1.821e-03
Line.51	HLA-B44:03	1.233e+02	8.539e-01
Line.51	HLA-B44:06	1.245e+01	9.541e-02
Line.51	HLA-C04:01	5.121e-01	7.037e-03
Line.51	HLA-C05:01	1.296e+00	1.382e-02
Line.52	HLA-A26:01	1.968e+01	4.340e-01
Line.52	HLA-A32:01	1.593e-03	1.453e-04
Line.52	HLA-B44:02	5.074e-01	1.931e-02
Line.52	HLA-B45:01	2.481e+01	5.463e-01
Line.52	HLA-C05:01	6.263e-05	2.282e-05
Line.52	HLA-C06:02	8.411e-04	2.844e-04
Line.53	HLA-A03:01	1.491e+01	3.746e-02
Line.53	HLA-A33:01	2.323e+00	6.965e-03
Line.53	HLA-B14:02	1.080e-01	1.161e-03
Line.53	HLA-B35:01	4.323e+02	9.400e-01
Line.53	HLA-C04:01	8.819e-02	1.079e-03
Line.53	HLA-C08:02	5.240e+00	1.330e-02
Line.54	HLA-A33:03	1.712e+01	1.559e-01
Line.54	HLA-A68:01	7.931e+01	6.366e-01
Line.54	HLA-B35:01	1.899e+01	1.771e-01
Line.54	HLA-B44:03	2.578e+00	3.000e-02
Line.54	HLA-C04:01	2.750e-04	7.927e-05
Line.54	HLA-C07:06	2.296e-03	2.606e-04
Line.55	HLA-A02:01	3.697e+01	7.447e-02
Line.55	HLA-A68:01	4.338e+02	7.125e-01
Line.55	HLA-B13:02	1.095e+02	1.921e-01
Line.55	HLA-B35:03	4.633e+00	1.987e-02
Line.55	HLA-C04:01	9.303e-02	8.414e-04
Line.55	HLA-C06:02	5.735e-03	2.515e-04
Line.6	HLA-A01:01	5.616e+01	1.655e-01
Line.6	HLA-A11:01	1.699e+02	4.297e-01
Line.6	HLA-B08:01	7.298e+00	2.178e-02
Line.6	HLA-B40:01	1.462e+02	3.790e-01
