sample	hla	p_ijk	pi
Line.20	HLA-A68:01	5.084e+02	7.019e-01
Line.20	HLA-B44:02	5.615e+01	9.234e-02
Line.20	HLA-C05:01	5.901e-01	1.797e-03
Line.20	HLA-C07:04	1.171e+02	1.785e-01
Line.21	HLA-A02:03	4.962e-02	5.933e-04
Line.21	HLA-A68:01	7.433e+00	3.269e-02
Line.21	HLA-B15:02	3.699e-01	3.117e-03
Line.21	HLA-B15:13	1.844e-01	1.941e-03
Line.21	HLA-C08:01	2.750e+02	9.617e-01
Line.22	HLA-A02:05	4.003e+02	7.895e-01
Line.22	HLA-A03:01	2.936e+01	7.828e-02
Line.22	HLA-B27:05	9.943e+00	2.570e-02
Line.22	HLA-B50:01	3.537e+01	1.054e-01
Line.22	HLA-C02:02	1.067e-02	3.160e-04
Line.22	HLA-C06:02	3.371e-02	7.560e-04
Line.23	HLA-A03:01	8.087e+01	2.742e-01
Line.23	HLA-B07:02	1.760e+01	7.854e-02
Line.23	HLA-B51:01	1.783e+02	6.453e-01
Line.23	HLA-C01:02	1.983e-01	1.662e-03
Line.23	HLA-C07:02	3.066e-03	2.193e-04
Line.24	HLA-A03:01	2.159e+01	1.710e-01
Line.24	HLA-B15:01	1.879e+01	1.754e-01
Line.24	HLA-B35:01	7.456e+01	6.514e-01
Line.24	HLA-C03:03	5.688e-02	1.872e-03
Line.24	HLA-C04:01	3.319e-03	3.583e-04
Line.25	HLA-A03:01	2.469e+02	3.382e-01
Line.25	HLA-B35:03	2.152e+01	5.794e-02
Line.25	HLA-B51:01	4.013e+02	6.022e-01
Line.25	HLA-C03:03	2.150e-01	1.243e-03
Line.25	HLA-C04:01	2.873e-02	4.357e-04
Line.26	HLA-A03:01	9.064e-01	1.596e-02
Line.26	HLA-A24:02	8.245e-01	2.221e-02
Line.26	HLA-B07:02	2.071e+01	3.048e-01
Line.26	HLA-B55:01	4.947e+01	6.520e-01
Line.26	HLA-C03:03	5.704e-02	2.438e-03
Line.26	HLA-C07:02	3.185e-02	2.601e-03
Line.27	HLA-A03:01	3.233e+00	3.421e-02
Line.27	HLA-A24:02	2.410e-01	5.654e-03
Line.27	HLA-B14:02	3.643e-01	8.295e-03
Line.27	HLA-B51:01	1.077e+02	9.188e-01
Line.27	HLA-C01:02	4.333e-01	5.589e-03
Line.27	HLA-C08:02	3.041e+00	2.744e-02
Line.28	HLA-A03:01	9.610e+00	7.430e-02
Line.28	HLA-A24:02	3.265e-01	7.944e-03
Line.28	HLA-B44:03	8.654e+01	6.058e-01
Line.28	HLA-B55:01	4.320e+01	3.051e-01
Line.28	HLA-C03:03	2.122e-02	7.801e-04
Line.28	HLA-C16:01	2.992e-01	6.160e-03
Line.29	HLA-A03:02	3.935e+01	7.529e-02
Line.29	HLA-A26:01	4.581e+02	6.760e-01
Line.29	HLA-B35:02	1.124e+02	2.013e-01
Line.29	HLA-B44:03	2.590e+01	4.537e-02
Line.29	HLA-C03:03	3.675e-02	3.890e-04
Line.29	HLA-C16:01	2.849e-01	1.728e-03
Line.3	HLA-A01:01	6.030e+01	1.367e-01
Line.3	HLA-A03:01	3.342e+01	7.293e-02
Line.3	HLA-B08:01	2.564e+01	5.556e-02
Line.3	HLA-B35:01	3.859e+02	7.312e-01
Line.3	HLA-C04:01	6.511e-02	8.410e-04
Line.3	HLA-C07:01	6.350e-01	2.770e-03
Line.30	HLA-A11:01	1.002e+02	9.775e-01
Line.30	HLA-B27:02	2.667e-05	1.555e-05
Line.30	HLA-B55:01	1.782e+00	2.218e-02
Line.30	HLA-C03:03	1.054e-03	1.314e-04
Line.30	HLA-C05:01	4.376e-04	1.556e-04
Line.31	HLA-A11:01	9.259e+00	2.191e-02
Line.31	HLA-A23:01	1.457e+00	6.392e-03
Line.31	HLA-B35:01	4.558e+02	7.834e-01
Line.31	HLA-B49:01	1.014e+02	1.873e-01
Line.31	HLA-C04:01	2.297e-02	3.967e-04
Line.31	HLA-C07:01	5.237e-02	6.068e-04
Line.32	HLA-A11:01	3.415e+00	2.921e-02
Line.32	HLA-A68:01	1.513e+02	8.541e-01
Line.32	HLA-B51:01	1.535e+01	1.044e-01
Line.32	HLA-B56:01	9.215e-01	1.213e-02
Line.32	HLA-C01:02	1.773e-03	8.114e-05
Line.32	HLA-C07:02	1.851e-04	4.734e-05
Line.33	HLA-A01:01	7.830e+01	2.939e-01
Line.33	HLA-A23:01	6.752e+00	3.644e-02
Line.33	HLA-B08:01	5.488e+01	1.836e-01
Line.33	HLA-B15:03	1.258e+02	4.554e-01
Line.33	HLA-C01:02	3.275e+00	1.612e-02
Line.33	HLA-C12:03	2.030e+00	1.451e-02
Line.34	HLA-A01:01	1.048e+02	1.246e-01
Line.34	HLA-A24:02	1.008e+01	1.960e-02
Line.34	HLA-B08:01	3.122e+01	3.628e-02
Line.34	HLA-B35:01	7.979e+02	8.164e-01
Line.34	HLA-C04:01	6.567e-02	6.019e-04
Line.34	HLA-C07:01	9.307e-01	2.538e-03
Line.35	HLA-A23:01	8.628e-01	1.745e-02
Line.35	HLA-A24:02	5.148e-01	1.100e-02
Line.35	HLA-B15:01	6.364e+01	6.194e-01
Line.35	HLA-B51:01	3.513e+01	3.369e-01
Line.35	HLA-C03:03	2.789e-02	1.172e-03
Line.35	HLA-C14:02	8.264e-01	1.404e-02
Line.36	HLA-A24:02	4.064e+00	1.086e-02
Line.36	HLA-A25:01	3.324e+00	7.937e-03
Line.36	HLA-B07:02	1.500e+02	1.927e-01
Line.36	HLA-B18:01	7.053e+02	7.862e-01
Line.36	HLA-C07:02	1.577e-01	1.430e-03
Line.36	HLA-C12:03	1.224e-01	8.432e-04
Line.37	HLA-A02:01	1.518e+01	8.290e-02
Line.37	HLA-A29:01	2.694e+00	1.899e-02
Line.37	HLA-B35:01	8.117e+01	3.995e-01
Line.37	HLA-B51:01	1.007e+02	4.948e-01
Line.37	HLA-C04:01	8.437e-03	3.528e-04
Line.37	HLA-C15:02	2.968e-01	3.424e-03
Line.38	HLA-A02:01	3.302e+02	4.510e-01
Line.38	HLA-A29:02	6.761e+01	1.027e-01
Line.38	HLA-B44:02	7.456e+01	1.234e-01
Line.38	HLA-B44:03	2.259e+02	3.056e-01
Line.38	HLA-C05:01	2.314e+00	6.908e-03
Line.38	HLA-C16:01	4.437e+00	1.034e-02
Line.39	HLA-A03:01	1.117e+02	2.071e-01
Line.39	HLA-A29:02	4.519e+01	9.510e-02
Line.39	HLA-B07:02	1.130e+02	2.171e-01
Line.39	HLA-B44:03	2.619e+02	4.710e-01
Line.39	HLA-C07:02	5.236e-02	7.402e-04
Line.39	HLA-C16:01	2.200e+00	8.907e-03
Line.4	HLA-A01:01	6.758e+01	2.341e-01
Line.4	HLA-A03:01	1.214e+01	4.293e-02
Line.4	HLA-B15:01	1.665e+02	5.175e-01
Line.4	HLA-B37:01	6.820e+01	2.000e-01
Line.4	HLA-C03:03	3.463e-01	3.418e-03
Line.4	HLA-C06:02	1.942e-01	2.104e-03
Line.40	HLA-A29:02	4.074e+02	6.242e-01
Line.40	HLA-B35:01	1.352e+02	2.284e-01
Line.40	HLA-B44:03	7.364e+01	1.397e-01
Line.40	HLA-C04:01	1.637e-02	2.661e-04
Line.40	HLA-C16:01	2.681e+00	7.436e-03
Line.41	HLA-A24:02	4.837e-01	4.788e-03
Line.41	HLA-A30:01	2.016e+01	6.709e-02
Line.41	HLA-B13:02	2.852e+02	8.168e-01
Line.41	HLA-B40:02	2.776e+01	1.066e-01
Line.41	HLA-C03:04	2.163e-01	2.225e-03
Line.41	HLA-C06:02	1.630e-01	2.524e-03
Line.42	HLA-A30:02	5.768e+01	3.936e-01
Line.42	HLA-A33:03	5.991e+00	4.488e-02
Line.42	HLA-B08:01	1.196e+00	9.170e-03
Line.42	HLA-B35:01	8.578e+01	5.325e-01
Line.42	HLA-C07:01	1.351e+00	1.987e-02
Line.43	HLA-A30:04	1.273e+01	9.727e-01
Line.43	HLA-A33:01	4.525e-03	8.510e-04
Line.43	HLA-B14:02	2.164e-06	9.493e-07
Line.43	HLA-B49:01	2.502e-01	2.276e-02
Line.43	HLA-C07:01	1.104e-02	3.681e-03
Line.43	HLA-C08:02	1.062e-07	8.963e-07
Line.44	HLA-A01:01	2.541e+01	9.171e-02
Line.44	HLA-A31:01	3.836e+01	1.059e-01
Line.44	HLA-B07:02	4.011e+01	1.324e-01
Line.44	HLA-B40:01	2.489e+02	6.674e-01
Line.44	HLA-C03:04	1.619e-01	1.870e-03
Line.44	HLA-C07:02	5.761e-02	7.537e-04
Line.45	HLA-A01:01	2.259e+01	5.881e-02
Line.45	HLA-A31:01	4.484e+01	1.008e-01
Line.45	HLA-B44:02	2.932e+00	9.823e-03
Line.45	HLA-B67:01	4.121e+02	8.257e-01
Line.45	HLA-C05:01	3.977e-01	3.372e-03
Line.45	HLA-C12:03	1.407e-01	1.431e-03
Line.46	HLA-A02:01	4.296e+02	6.226e-01
Line.46	HLA-A31:01	1.805e+02	2.412e-01
Line.46	HLA-B27:05	4.994e+01	7.714e-02
Line.46	HLA-B44:02	2.115e+01	4.420e-02
Line.46	HLA-C02:02	6.449e-02	5.708e-04
Line.46	HLA-C05:01	4.712e+00	1.425e-02
Line.47	HLA-A02:05	2.897e+01	6.137e-01
Line.47	HLA-A31:01	3.594e-02	1.189e-03
Line.47	HLA-B44:03	5.247e+00	1.271e-01
Line.47	HLA-B49:01	1.074e+01	2.576e-01
Line.47	HLA-C04:01	3.406e-04	1.377e-04
Line.47	HLA-C07:01	1.248e-03	2.479e-04
Line.48	HLA-A03:01	8.570e+01	1.615e-01
Line.48	HLA-A31:01	1.802e+02	2.991e-01
Line.48	HLA-B08:01	7.106e+01	1.368e-01
Line.48	HLA-B38:01	2.309e+02	4.003e-01
Line.48	HLA-C07:01	6.761e-02	1.042e-03
Line.48	HLA-C12:03	1.414e-01	1.266e-03
Line.49	HLA-A26:01	3.055e+02	9.100e-01
Line.49	HLA-A31:01	6.204e+00	2.140e-02
Line.49	HLA-B38:01	1.628e+01	5.488e-02
Line.49	HLA-B44:02	1.724e+00	9.801e-03
Line.49	HLA-C05:01	2.615e-01	3.094e-03
Line.49	HLA-C12:03	4.012e-02	8.488e-04
Line.5	HLA-A01:01	6.228e+01	1.559e-01
Line.5	HLA-A03:01	8.239e+00	2.106e-02
Line.5	HLA-B18:01	2.404e+02	5.019e-01
Line.5	HLA-B55:01	1.545e+02	3.176e-01
Line.5	HLA-C03:03	9.818e-02	9.414e-04
Line.5	HLA-C07:01	5.516e-01	2.634e-03
Line.50	HLA-A03:01	6.698e+00	1.128e-01
Line.50	HLA-A32:01	8.367e-02	2.790e-03
Line.50	HLA-B27:05	3.900e-01	7.014e-03
Line.50	HLA-B35:01	5.879e+01	8.747e-01
Line.50	HLA-C02:02	3.224e-02	1.857e-03
Line.50	HLA-C04:01	7.064e-03	7.810e-04
Line.51	HLA-A23:01	9.613e-01	1.423e-02
Line.51	HLA-A32:01	3.138e-01	4.566e-03
Line.51	HLA-B44:03	1.289e+02	8.918e-01
Line.51	HLA-B44:06	7.888e+00	6.789e-02
Line.51	HLA-C04:01	3.155e-01	5.205e-03
Line.51	HLA-C05:01	1.590e+00	1.629e-02
Line.52	HLA-A26:01	1.623e+01	3.674e-01
Line.52	HLA-A32:01	3.304e-03	2.212e-04
Line.52	HLA-B44:02	5.851e-01	2.256e-02
Line.52	HLA-B45:01	2.818e+01	6.094e-01
Line.52	HLA-C05:01	7.228e-05	2.820e-05
Line.52	HLA-C06:02	2.282e-03	4.044e-04
Line.53	HLA-A03:01	3.086e+00	9.147e-03
Line.53	HLA-A33:01	8.171e-01	3.268e-03
Line.53	HLA-B14:02	3.450e-01	2.626e-03
Line.53	HLA-B35:01	4.475e+02	9.730e-01
Line.53	HLA-C04:01	6.693e-02	1.174e-03
Line.53	HLA-C08:02	3.183e+00	1.075e-02
Line.54	HLA-A33:03	9.340e+00	9.264e-02
Line.54	HLA-A68:01	7.107e+01	5.752e-01
Line.54	HLA-B35:01	3.517e+01	3.038e-01
Line.54	HLA-B44:03	2.407e+00	2.782e-02
Line.54	HLA-C04:01	2.392e-04	9.033e-05
Line.54	HLA-C07:06	1.070e-02	4.403e-04
Line.55	HLA-A02:01	3.371e+01	7.025e-02
Line.55	HLA-A68:01	4.004e+02	6.382e-01
Line.55	HLA-B13:02	1.284e+02	2.207e-01
Line.55	HLA-B35:03	2.226e+01	6.951e-02
Line.55	HLA-C04:01	1.259e-01	1.054e-03
Line.55	HLA-C06:02	1.549e-02	3.263e-04
Line.6	HLA-A01:01	2.740e+01	9.544e-02
Line.6	HLA-A11:01	1.169e+02	3.146e-01
Line.6	HLA-B08:01	1.605e+01	4.572e-02
Line.6	HLA-B40:01	2.190e+02	5.395e-01
