sample	hla	p_ijk	pi
HL-60	HLA-B57:01	1.361e+03	9.914e-01
HL-60	HLA-C06:02	3.616e+00	6.526e-03
HLA-A01:01	HLA-A01:01	1.305e+03	1.000e+00
HLA-A02:01	HLA-A02:01	1.850e+03	1.000e+00
HLA-A02:03	HLA-A02:03	1.590e+02	1.000e+00
HLA-A02:04	HLA-A02:04	3.360e+02	1.000e+00
HLA-A02:05	HLA-A02:05	2.800e+01	1.000e+00
HLA-A02:07	HLA-A02:07	5.060e+02	1.000e+00
HLA-A02:14	HLA-A02:14	1.000e+00	1.000e+00
HLA-A03:01	HLA-A03:01	6.850e+02	1.000e+00
HLA-A11:01	HLA-A11:01	3.360e+02	1.000e+00
HLA-A23:01	HLA-A23:01	1.000e+00	1.000e+00
HLA-A24:02	HLA-A24:02	1.008e+03	1.000e+00
HLA-A24:06	HLA-A24:06	2.300e+01	1.000e+00
HLA-A24:13	HLA-A24:13	8.000e+00	1.000e+00
HLA-A26:01	HLA-A26:01	3.000e+01	1.000e+00
HLA-A29:02	HLA-A29:02	1.144e+03	1.000e+00
HLA-A30:01	HLA-A30:01	5.000e+00	1.000e+00
HLA-A30:03	HLA-A30:03	1.000e+00	1.000e+00
HLA-A31:01	HLA-A31:01	2.980e+02	1.000e+00
HLA-A32:01	HLA-A32:01	5.000e+01	1.000e+00
HLA-A66:01	HLA-A66:01	7.000e+00	1.000e+00
HLA-A66:02	HLA-A66:02	2.000e+00	1.000e+00
HLA-A68:01	HLA-A68:01	4.000e+00	1.000e+00
HLA-A68:02	HLA-A68:02	2.920e+02	1.000e+00
HLA-B07:02	HLA-B07:02	2.084e+03	1.000e+00
HLA-B08:01	HLA-B08:01	6.430e+02	1.000e+00
HLA-B13:01	HLA-B13:01	8.000e+00	1.000e+00
HLA-B13:02	HLA-B13:02	4.000e+00	1.000e+00
HLA-B14:02	HLA-B14:02	3.100e+01	1.000e+00
HLA-B14:03	HLA-B14:03	2.000e+00	1.000e+00
HLA-B15:01	HLA-B15:01	1.270e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.980e+02	1.000e+00
HLA-B15:08	HLA-B15:08	1.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	2.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	8.000e+00	1.000e+00
HLA-B15:16	HLA-B15:16	1.000e+00	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:18	HLA-B15:18	2.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.270e+02	1.000e+00
HLA-B18:03	HLA-B18:03	9.000e+00	1.000e+00
HLA-B27:01	HLA-B27:01	4.470e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.270e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.300e+01	1.000e+00
HLA-B27:04	HLA-B27:04	3.000e+01	1.000e+00
HLA-B27:05	HLA-B27:05	2.960e+02	1.000e+00
HLA-B27:06	HLA-B27:06	2.800e+01	1.000e+00
HLA-B27:07	HLA-B27:07	7.100e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.200e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.400e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.730e+02	1.000e+00
HLA-B35:02	HLA-B35:02	2.000e+00	1.000e+00
HLA-B35:03	HLA-B35:03	9.000e+00	1.000e+00
HLA-B35:06	HLA-B35:06	1.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.200e+01	1.000e+00
HLA-B37:01	HLA-B37:01	6.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	1.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.370e+02	1.000e+00
HLA-B39:06	HLA-B39:06	6.300e+01	1.000e+00
HLA-B39:24	HLA-B39:24	3.300e+01	1.000e+00
HLA-B40:01	HLA-B40:01	2.270e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.060e+03	1.000e+00
HLA-B41:01	HLA-B41:01	4.000e+01	1.000e+00
HLA-B41:02	HLA-B41:02	2.000e+00	1.000e+00
HLA-B41:03	HLA-B41:03	9.000e+00	1.000e+00
HLA-B41:04	HLA-B41:04	6.000e+00	1.000e+00
HLA-B41:05	HLA-B41:05	6.000e+00	1.000e+00
HLA-B41:06	HLA-B41:06	4.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	4.870e+02	1.000e+00
HLA-B44:03	HLA-B44:03	3.840e+02	1.000e+00
HLA-B44:08	HLA-B44:08	5.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	9.000e+00	1.000e+00
HLA-B44:27	HLA-B44:27	4.000e+00	1.000e+00
HLA-B44:28	HLA-B44:28	1.000e+00	1.000e+00
HLA-B45:01	HLA-B45:01	8.500e+01	1.000e+00
HLA-B46:01	HLA-B46:01	2.090e+02	1.000e+00
HLA-B47:01	HLA-B47:01	6.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	1.600e+01	1.000e+00
HLA-B50:01	HLA-B50:01	7.000e+01	1.000e+00
HLA-B50:02	HLA-B50:02	1.000e+00	1.000e+00
HLA-B51:01	HLA-B51:01	5.650e+02	1.000e+00
HLA-B51:08	HLA-B51:08	5.100e+01	1.000e+00
HLA-B52:01	HLA-B52:01	1.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.320e+02	1.000e+00
HLA-B56:01	HLA-B56:01	9.000e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.246e+03	1.000e+00
HLA-B57:03	HLA-B57:03	3.420e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.650e+02	1.000e+00
HLA-B58:02	HLA-B58:02	1.000e+00	1.000e+00
HLA-B73:01	HLA-B73:01	3.300e+01	1.000e+00
HLA-C01:02	HLA-C01:02	2.450e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.370e+02	1.000e+00
HLA-C03:03	HLA-C03:03	3.800e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.610e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.360e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.450e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.930e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.300e+01	1.000e+00
HLA-C07:02	HLA-C07:02	9.600e+01	1.000e+00
HLA-C08:02	HLA-C08:02	3.720e+02	1.000e+00
HLA-C12:02	HLA-C12:02	1.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	9.700e+01	1.000e+00
HLA-C14:02	HLA-C14:02	3.810e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.520e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.490e+02	1.000e+00
HLA-C17:01	HLA-C17:01	5.100e+01	1.000e+00
JY	HLA-A02:01	1.987e+02	3.482e-01
JY	HLA-B07:02	3.673e+02	6.514e-01
JY	HLA-C07:02	1.027e-02	4.093e-04
LNT-229	HLA-A03:01	1.687e+03	7.692e-01
LNT-229	HLA-B35:01	4.464e+02	2.304e-01
LNT-229	HLA-C04:01	1.363e-01	4.139e-04
Line.1	HLA-A01:01	4.788e+01	5.096e-01
Line.1	HLA-A03:01	9.603e+00	9.871e-02
Line.1	HLA-B07:02	2.401e+01	2.423e-01
Line.1	HLA-B08:01	1.443e+01	1.464e-01
Line.1	HLA-C07:01	6.190e-02	2.563e-03
Line.1	HLA-C07:02	8.249e-03	4.807e-04
Line.10	HLA-A01:01	1.535e+02	3.527e-01
Line.10	HLA-A25:01	1.080e+00	1.136e-02
Line.10	HLA-B08:01	6.653e+01	1.348e-01
Line.10	HLA-B18:01	2.377e+02	4.979e-01
Line.10	HLA-C07:01	1.038e-01	1.489e-03
Line.10	HLA-C12:03	1.421e-01	1.835e-03
Line.11	HLA-A01:01	9.471e+01	1.142e-01
Line.11	HLA-A26:01	4.851e+02	4.599e-01
Line.11	HLA-B15:01	3.388e+02	3.407e-01
Line.11	HLA-B18:01	7.520e+01	8.404e-02
Line.11	HLA-C03:03	9.795e-02	5.629e-04
Line.11	HLA-C07:01	5.848e-02	6.325e-04
Line.12	HLA-A01:01	9.186e+01	2.363e-01
Line.12	HLA-A33:01	3.023e-01	1.870e-03
Line.12	HLA-B35:01	2.301e+02	5.355e-01
Line.12	HLA-B44:03	9.063e+01	2.249e-01
Line.12	HLA-C02:02	9.949e-02	1.193e-03
Line.12	HLA-C04:01	1.100e-02	2.406e-04
Line.13	HLA-A02:01	2.741e+01	2.377e-01
Line.13	HLA-A03:01	1.312e+01	1.210e-01
Line.13	HLA-B13:02	8.424e+01	6.297e-01
Line.13	HLA-B47:01	1.686e-01	8.200e-03
Line.13	HLA-C06:02	6.471e-02	3.355e-03
Line.14	HLA-A02:01	5.602e+00	1.302e-01
Line.14	HLA-A03:01	1.375e+01	3.044e-01
Line.14	HLA-B07:02	2.514e+01	5.430e-01
Line.14	HLA-B44:02	4.948e-01	2.035e-02
Line.14	HLA-C05:01	1.564e-02	1.662e-03
Line.14	HLA-C07:02	4.249e-04	2.998e-04
Line.15	HLA-A02:01	4.664e+01	2.535e-01
Line.15	HLA-A11:01	9.246e+01	4.942e-01
Line.15	HLA-B44:02	8.125e+00	6.333e-02
Line.15	HLA-B44:03	3.084e+01	1.752e-01
Line.15	HLA-C05:01	2.985e-02	1.169e-03
Line.15	HLA-C16:01	1.899e+00	1.252e-02
Line.16	HLA-A02:01	1.908e+01	2.199e-01
Line.16	HLA-A23:01	3.755e-01	1.273e-02
Line.16	HLA-B15:03	2.705e+01	3.484e-01
Line.16	HLA-B18:01	3.426e+01	4.106e-01
Line.16	HLA-C02:02	1.177e-01	4.174e-03
Line.16	HLA-C02:10	1.177e-01	4.174e-03
Line.17	HLA-A02:01	1.712e+01	5.003e-02
Line.17	HLA-A24:02	3.870e-01	3.186e-03
Line.17	HLA-B38:01	5.772e+01	1.574e-01
Line.17	HLA-B48:01	1.057e-02	7.338e-05
Line.17	HLA-C03:04	1.057e-01	1.112e-03
Line.17	HLA-C08:03	3.057e+02	7.882e-01
Line.18	HLA-A02:01	2.644e+01	7.595e-02
Line.18	HLA-A32:01	3.643e-02	6.360e-04
Line.18	HLA-B15:01	1.026e+02	2.988e-01
Line.18	HLA-B18:01	8.518e+01	2.640e-01
Line.18	HLA-C04:01	2.251e-02	2.513e-04
Line.18	HLA-C07:04	1.247e+02	3.603e-01
Line.19	HLA-A02:01	4.637e+00	6.659e-02
Line.19	HLA-A32:01	2.626e-02	1.363e-03
Line.19	HLA-B44:02	4.286e+00	7.796e-02
Line.19	HLA-B52:01	6.674e+01	8.439e-01
Line.19	HLA-C12:02	2.347e-01	6.733e-03
Line.19	HLA-C16:04	7.520e-02	3.491e-03
Line.2	HLA-A01:01	3.865e+01	2.136e-01
Line.2	HLA-A03:01	8.035e+01	3.932e-01
Line.2	HLA-B08:01	7.236e+00	3.495e-02
Line.2	HLA-B18:01	7.028e+01	3.512e-01
Line.2	HLA-C07:01	4.769e-01	7.000e-03
Line.20	HLA-A02:01	1.077e+01	1.913e-02
Line.20	HLA-A68:01	6.453e+02	8.451e-01
Line.20	HLA-B44:02	2.025e+01	4.000e-02
Line.20	HLA-C05:01	3.016e-01	1.163e-03
Line.20	HLA-C07:04	5.538e+01	9.459e-02
Line.21	HLA-A02:03	5.129e-02	6.160e-04
Line.21	HLA-A68:01	8.135e+00	3.755e-02
Line.21	HLA-B15:02	1.458e-01	1.550e-03
Line.21	HLA-B15:13	1.078e-01	1.247e-03
Line.21	HLA-C08:01	2.806e+02	9.590e-01
Line.22	HLA-A02:05	4.308e+02	8.088e-01
Line.22	HLA-A03:01	4.176e+01	1.066e-01
Line.22	HLA-B27:05	4.361e+00	1.355e-02
Line.22	HLA-B50:01	2.099e+01	6.985e-02
Line.22	HLA-C02:02	1.477e-02	3.607e-04
Line.22	HLA-C06:02	4.569e-02	7.743e-04
Line.23	HLA-A03:01	1.280e+02	4.421e-01
Line.23	HLA-B07:02	2.174e+01	1.009e-01
Line.23	HLA-B51:01	1.162e+02	4.561e-01
Line.23	HLA-C01:02	5.961e-02	8.579e-04
Line.23	HLA-C07:02	1.906e-04	7.019e-05
Line.24	HLA-A03:01	8.253e+01	6.291e-01
Line.24	HLA-B15:01	1.573e+01	1.473e-01
Line.24	HLA-B35:01	2.371e+01	2.220e-01
Line.24	HLA-C03:03	3.197e-02	1.336e-03
Line.24	HLA-C04:01	2.826e-03	2.032e-04
Line.25	HLA-A03:01	4.081e+02	5.582e-01
Line.25	HLA-B35:03	2.494e+00	1.897e-02
Line.25	HLA-B51:01	2.771e+02	4.209e-01
Line.25	HLA-C03:03	1.521e-01	1.186e-03
Line.25	HLA-C04:01	1.333e-01	7.880e-04
Line.26	HLA-A03:01	2.117e+00	3.059e-02
Line.26	HLA-A24:02	1.546e-01	4.969e-03
Line.26	HLA-B07:02	1.435e+01	1.871e-01
Line.26	HLA-B55:01	7.034e+01	7.746e-01
Line.26	HLA-C03:03	3.930e-02	2.031e-03
Line.26	HLA-C07:02	2.210e-03	6.957e-04
Line.27	HLA-A03:01	4.965e+00	5.077e-02
Line.27	HLA-A24:02	1.080e+00	1.749e-02
Line.27	HLA-B14:02	8.198e-02	3.454e-03
Line.27	HLA-B51:01	9.932e+01	9.187e-01
Line.27	HLA-C01:02	3.012e-02	1.148e-03
Line.27	HLA-C08:02	5.180e-01	8.465e-03
Line.28	HLA-A03:01	1.242e+01	8.201e-02
Line.28	HLA-A24:02	9.756e-02	2.809e-03
Line.28	HLA-B44:03	3.520e+01	2.404e-01
Line.28	HLA-B55:01	1.152e+02	6.724e-01
Line.28	HLA-C03:03	9.209e-03	4.367e-04
Line.28	HLA-C16:01	7.603e-02	1.922e-03
Line.29	HLA-A03:02	1.544e+02	2.401e-01
Line.29	HLA-A26:01	4.528e+02	6.461e-01
Line.29	HLA-B35:02	3.879e+01	8.088e-02
Line.29	HLA-B44:03	1.651e+01	3.063e-02
Line.29	HLA-C03:03	3.524e-02	3.595e-04
Line.29	HLA-C16:01	4.735e-01	1.857e-03
Line.3	HLA-A01:01	7.277e+01	1.498e-01
Line.3	HLA-A03:01	5.961e+01	1.122e-01
Line.3	HLA-B08:01	3.777e+01	6.899e-02
Line.3	HLA-B35:01	3.857e+02	6.678e-01
Line.3	HLA-C04:01	4.105e-02	4.421e-04
Line.3	HLA-C07:01	6.909e-02	8.289e-04
Line.30	HLA-A11:01	9.285e+01	8.228e-01
Line.30	HLA-B27:02	7.168e-03	4.582e-04
Line.30	HLA-B55:01	1.914e+01	1.764e-01
Line.30	HLA-C03:03	1.391e-03	2.083e-04
Line.30	HLA-C05:01	5.255e-04	1.125e-04
Line.31	HLA-A11:01	2.965e+01	6.065e-02
Line.31	HLA-A23:01	2.988e-01	2.329e-03
Line.31	HLA-B35:01	3.273e+02	5.932e-01
Line.31	HLA-B49:01	1.977e+02	3.432e-01
Line.31	HLA-C04:01	3.073e-02	3.435e-04
Line.31	HLA-C07:01	3.806e-03	2.637e-04
Line.32	HLA-A11:01	3.424e+00	2.736e-02
Line.32	HLA-A68:01	1.693e+02	9.095e-01
Line.32	HLA-B51:01	7.443e+00	5.257e-02
Line.32	HLA-B56:01	8.078e-01	1.022e-02
Line.32	HLA-C01:02	2.735e-02	3.187e-04
Line.32	HLA-C07:02	1.466e-05	4.003e-05
Line.33	HLA-A01:01	9.322e+01	3.680e-01
Line.33	HLA-A23:01	1.522e+00	1.343e-02
Line.33	HLA-B08:01	7.454e+01	2.488e-01
Line.33	HLA-B15:03	9.086e+01	3.633e-01
Line.33	HLA-C01:02	6.302e-01	3.119e-03
Line.33	HLA-C12:03	2.334e-01	3.416e-03
Line.34	HLA-A01:01	1.300e+02	1.563e-01
Line.34	HLA-A24:02	1.109e+01	2.030e-02
Line.34	HLA-B08:01	6.690e+01	7.191e-02
Line.34	HLA-B35:01	7.268e+02	7.499e-01
Line.34	HLA-C04:01	9.873e-02	5.955e-04
Line.34	HLA-C07:01	1.035e-01	9.592e-04
Line.35	HLA-A23:01	2.515e-01	6.792e-03
Line.35	HLA-A24:02	2.772e-01	6.143e-03
Line.35	HLA-B15:01	7.786e+01	7.023e-01
Line.35	HLA-B51:01	3.050e+01	2.814e-01
Line.35	HLA-C03:03	4.757e-02	1.734e-03
Line.35	HLA-C14:02	6.215e-02	1.574e-03
Line.36	HLA-A24:02	6.036e+00	1.473e-02
Line.36	HLA-A25:01	4.029e-01	4.518e-03
Line.36	HLA-B07:02	3.493e+02	3.652e-01
Line.36	HLA-B18:01	5.912e+02	6.143e-01
Line.36	HLA-C07:02	3.058e-02	6.971e-04
Line.36	HLA-C12:03	5.355e-02	6.200e-04
Line.37	HLA-A02:01	1.758e+01	1.081e-01
Line.37	HLA-A29:01	1.895e+00	1.633e-02
Line.37	HLA-B35:01	7.871e+01	4.735e-01
Line.37	HLA-B51:01	6.561e+01	3.990e-01
Line.37	HLA-C04:01	9.575e-03	4.359e-04
Line.37	HLA-C15:02	1.945e-01	2.553e-03
Line.38	HLA-A02:01	3.899e+02	4.788e-01
Line.38	HLA-A29:02	5.803e+01	8.370e-02
Line.38	HLA-B44:02	6.473e+01	1.073e-01
Line.38	HLA-B44:03	2.332e+02	3.007e-01
Line.38	HLA-C05:01	4.598e+00	1.121e-02
Line.38	HLA-C16:01	1.150e+01	1.831e-02
Line.39	HLA-A03:01	1.826e+02	3.037e-01
Line.39	HLA-A29:02	2.081e+01	4.447e-02
Line.39	HLA-B07:02	1.997e+02	3.386e-01
Line.39	HLA-B44:03	1.723e+02	3.041e-01
Line.39	HLA-C07:02	5.634e-03	2.532e-04
Line.39	HLA-C16:01	3.603e+00	8.863e-03
Line.4	HLA-A01:01	8.768e+01	2.698e-01
Line.4	HLA-A03:01	2.156e+01	6.229e-02
Line.4	HLA-B15:01	2.050e+02	5.508e-01
Line.4	HLA-B37:01	4.346e+01	1.142e-01
Line.4	HLA-C03:03	2.032e-01	2.035e-03
Line.4	HLA-C06:02	5.917e-02	8.538e-04
Line.40	HLA-A29:02	3.582e+02	5.367e-01
Line.40	HLA-B35:01	1.936e+02	2.963e-01
Line.40	HLA-B44:03	9.745e+01	1.620e-01
Line.40	HLA-C04:01	1.875e-02	1.837e-04
Line.40	HLA-C16:01	1.726e+00	4.756e-03
Line.41	HLA-A24:02	6.704e-01	6.451e-03
Line.41	HLA-A30:01	3.491e+01	1.038e-01
Line.41	HLA-B13:02	2.750e+02	7.859e-01
Line.41	HLA-B40:02	2.617e+01	9.915e-02
Line.41	HLA-C03:04	1.546e-01	1.977e-03
Line.41	HLA-C06:02	1.282e-01	2.720e-03
Line.42	HLA-A30:02	4.915e+01	3.937e-01
Line.42	HLA-A33:03	1.204e+01	1.124e-01
Line.42	HLA-B08:01	1.305e+00	1.283e-02
Line.42	HLA-B35:01	5.447e+01	4.769e-01
Line.42	HLA-C07:01	2.752e-02	4.245e-03
Line.43	HLA-A30:04	1.037e+01	6.752e-01
Line.43	HLA-A33:01	1.050e-02	3.158e-03
Line.43	HLA-B14:02	6.265e-04	3.051e-04
Line.43	HLA-B49:01	4.619e+00	3.186e-01
Line.43	HLA-C07:01	5.170e-03	2.712e-03
Line.43	HLA-C08:02	4.076e-06	1.530e-05
Line.44	HLA-A01:01	9.472e+01	2.666e-01
Line.44	HLA-A31:01	2.449e+01	6.114e-02
Line.44	HLA-B07:02	1.443e+02	3.535e-01
Line.44	HLA-B40:01	1.281e+02	3.159e-01
Line.44	HLA-C03:04	2.976e-01	2.405e-03
Line.44	HLA-C07:02	1.513e-02	3.509e-04
Line.45	HLA-A01:01	3.099e+01	7.114e-02
Line.45	HLA-A31:01	3.133e+01	6.653e-02
Line.45	HLA-B44:02	1.106e+00	4.432e-03
Line.45	HLA-B67:01	4.827e+02	8.526e-01
Line.45	HLA-C05:01	7.813e-01	4.578e-03
Line.45	HLA-C12:03	5.030e-02	7.337e-04
Line.46	HLA-A02:01	4.290e+02	5.752e-01
Line.46	HLA-A31:01	1.770e+02	2.369e-01
Line.46	HLA-B27:05	6.512e+01	1.052e-01
Line.46	HLA-B44:02	2.850e+01	6.239e-02
Line.46	HLA-C02:02	3.865e-02	4.134e-04
Line.46	HLA-C05:01	8.346e+00	1.993e-02
Line.47	HLA-A02:05	4.457e+01	7.747e-01
Line.47	HLA-A31:01	5.338e-02	1.756e-03
Line.47	HLA-B44:03	3.296e+00	7.500e-02
Line.47	HLA-B49:01	7.079e+00	1.480e-01
Line.47	HLA-C04:01	2.408e-03	3.480e-04
Line.47	HLA-C07:01	4.846e-04	2.666e-04
Line.48	HLA-A03:01	1.560e+02	2.431e-01
Line.48	HLA-A31:01	5.702e+01	9.242e-02
Line.48	HLA-B08:01	1.510e+02	2.298e-01
Line.48	HLA-B38:01	2.879e+02	4.338e-01
Line.48	HLA-C07:01	5.394e-03	4.170e-04
Line.48	HLA-C12:03	3.179e-02	5.028e-04
Line.49	HLA-A26:01	3.465e+02	9.043e-01
Line.49	HLA-A31:01	1.707e+00	6.543e-03
Line.49	HLA-B38:01	2.514e+01	7.759e-02
Line.49	HLA-B44:02	9.684e-01	6.054e-03
Line.49	HLA-C05:01	6.695e-01	4.804e-03
Line.49	HLA-C12:03	2.239e-02	7.037e-04
Line.5	HLA-A01:01	9.675e+01	2.217e-01
Line.5	HLA-A03:01	3.178e+01	6.689e-02
Line.5	HLA-B18:01	1.749e+02	3.564e-01
Line.5	HLA-B55:01	1.925e+02	3.538e-01
Line.5	HLA-C03:03	4.561e-02	5.542e-04
Line.5	HLA-C07:01	5.251e-02	7.281e-04
Line.50	HLA-A03:01	2.252e+01	3.675e-01
Line.50	HLA-A32:01	6.876e-02	3.890e-03
Line.50	HLA-B27:05	3.339e+00	5.943e-02
Line.50	HLA-B35:01	3.505e+01	5.673e-01
Line.50	HLA-C02:02	1.681e-02	1.286e-03
Line.50	HLA-C04:01	6.428e-03	5.765e-04
Line.51	HLA-A23:01	1.243e-01	3.333e-03
Line.51	HLA-A32:01	5.076e-02	1.288e-03
Line.51	HLA-B44:03	1.366e+02	8.611e-01
Line.51	HLA-B44:06	1.418e+01	1.087e-01
Line.51	HLA-C04:01	1.341e-01	1.628e-03
Line.51	HLA-C05:01	2.941e+00	2.398e-02
Line.52	HLA-A26:01	1.334e+01	2.554e-01
Line.52	HLA-A32:01	1.856e-04	5.558e-05
Line.52	HLA-B44:02	3.099e-01	1.503e-02
Line.52	HLA-B45:01	3.734e+01	7.289e-01
Line.52	HLA-C05:01	5.788e-03	5.142e-04
Line.52	HLA-C06:02	4.806e-05	4.116e-05
Line.53	HLA-A03:01	1.446e+01	3.430e-02
Line.53	HLA-A33:01	1.862e-01	1.293e-03
Line.53	HLA-B14:02	1.001e-01	1.611e-03
Line.53	HLA-B35:01	4.506e+02	9.534e-01
Line.53	HLA-C04:01	7.499e-02	9.887e-04
Line.53	HLA-C08:02	2.605e+00	8.391e-03
Line.54	HLA-A33:03	1.046e+01	9.775e-02
Line.54	HLA-A68:01	1.129e+02	8.134e-01
Line.54	HLA-B35:01	6.680e+00	6.485e-02
Line.54	HLA-B44:03	1.986e+00	2.366e-02
Line.54	HLA-C04:01	2.889e-03	1.455e-04
Line.54	HLA-C07:06	7.806e-04	1.780e-04
Line.55	HLA-A02:01	2.415e+01	5.153e-02
Line.55	HLA-A68:01	4.658e+02	7.507e-01
Line.55	HLA-B13:02	1.027e+02	1.789e-01
Line.55	HLA-B35:03	2.174e+00	1.757e-02
Line.55	HLA-C04:01	1.522e-01	9.303e-04
Line.55	HLA-C06:02	1.742e-02	3.590e-04
Line.6	HLA-A01:01	8.406e+01	2.497e-01
Line.6	HLA-A11:01	1.374e+02	3.542e-01
Line.6	HLA-B08:01	4.360e+01	1.098e-01
Line.6	HLA-B40:01	1.074e+02	2.813e-01
Line.6	HLA-C03:04	4.458e-01	3.536e-03
Line.6	HLA-C07:01	8.472e-02	1.383e-03
Line.7	HLA-A01:01	3.645e+01	1.917e-01
Line.7	HLA-A11:01	3.879e+01	1.853e-01
Line.7	HLA-B08:01	1.115e+01	5.217e-02
Line.7	HLA-B55:01	1.385e+02	5.681e-01
Line.7	HLA-C03:03	8.693e-02	1.637e-03
Line.7	HLA-C07:01	5.010e-02	1.189e-03
