sample	hla	p_ijk	pi
HLA-A68:02	HLA-A68:02	2.920e+02	1.000e+00
HLA-B07:02	HLA-B07:02	2.084e+03	1.000e+00
HLA-B08:01	HLA-B08:01	6.430e+02	1.000e+00
HLA-B13:01	HLA-B13:01	8.000e+00	1.000e+00
HLA-B13:02	HLA-B13:02	4.000e+00	1.000e+00
HLA-B14:02	HLA-B14:02	3.100e+01	1.000e+00
HLA-B14:03	HLA-B14:03	2.000e+00	1.000e+00
HLA-B15:01	HLA-B15:01	1.270e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.980e+02	1.000e+00
HLA-B15:08	HLA-B15:08	1.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	2.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	8.000e+00	1.000e+00
HLA-B15:16	HLA-B15:16	1.000e+00	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:18	HLA-B15:18	2.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.270e+02	1.000e+00
HLA-B18:03	HLA-B18:03	9.000e+00	1.000e+00
HLA-B27:01	HLA-B27:01	4.470e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.270e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.300e+01	1.000e+00
HLA-B27:04	HLA-B27:04	3.000e+01	1.000e+00
HLA-B27:05	HLA-B27:05	2.960e+02	1.000e+00
HLA-B27:06	HLA-B27:06	2.800e+01	1.000e+00
HLA-B27:07	HLA-B27:07	7.100e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.200e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.400e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.730e+02	1.000e+00
HLA-B35:02	HLA-B35:02	2.000e+00	1.000e+00
HLA-B35:03	HLA-B35:03	9.000e+00	1.000e+00
HLA-B35:06	HLA-B35:06	1.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.200e+01	1.000e+00
HLA-B37:01	HLA-B37:01	6.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	1.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.370e+02	1.000e+00
HLA-B39:06	HLA-B39:06	6.300e+01	1.000e+00
HLA-B39:24	HLA-B39:24	3.300e+01	1.000e+00
HLA-B40:01	HLA-B40:01	2.270e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.060e+03	1.000e+00
HLA-B41:01	HLA-B41:01	4.000e+01	1.000e+00
HLA-B41:02	HLA-B41:02	2.000e+00	1.000e+00
HLA-B41:03	HLA-B41:03	9.000e+00	1.000e+00
HLA-B41:04	HLA-B41:04	6.000e+00	1.000e+00
HLA-B41:05	HLA-B41:05	6.000e+00	1.000e+00
HLA-B41:06	HLA-B41:06	4.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	4.870e+02	1.000e+00
HLA-B44:03	HLA-B44:03	3.840e+02	1.000e+00
HLA-B44:08	HLA-B44:08	5.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	9.000e+00	1.000e+00
HLA-B44:27	HLA-B44:27	4.000e+00	1.000e+00
HLA-B44:28	HLA-B44:28	1.000e+00	1.000e+00
HLA-B45:01	HLA-B45:01	8.500e+01	1.000e+00
HLA-B46:01	HLA-B46:01	2.090e+02	1.000e+00
HLA-B47:01	HLA-B47:01	6.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	1.600e+01	1.000e+00
HLA-B50:01	HLA-B50:01	7.000e+01	1.000e+00
HLA-B50:02	HLA-B50:02	1.000e+00	1.000e+00
HLA-B51:01	HLA-B51:01	5.650e+02	1.000e+00
HLA-B51:08	HLA-B51:08	5.100e+01	1.000e+00
HLA-B52:01	HLA-B52:01	1.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.320e+02	1.000e+00
HLA-B56:01	HLA-B56:01	9.000e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.246e+03	1.000e+00
HLA-B57:03	HLA-B57:03	3.420e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.650e+02	1.000e+00
HLA-B58:02	HLA-B58:02	1.000e+00	1.000e+00
HLA-B73:01	HLA-B73:01	3.300e+01	1.000e+00
HLA-C01:02	HLA-C01:02	2.450e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.370e+02	1.000e+00
HLA-C03:03	HLA-C03:03	3.800e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.610e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.360e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.450e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.930e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.300e+01	1.000e+00
HLA-C07:02	HLA-C07:02	9.600e+01	1.000e+00
HLA-C08:02	HLA-C08:02	3.720e+02	1.000e+00
HLA-C12:02	HLA-C12:02	1.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	9.700e+01	1.000e+00
HLA-C14:02	HLA-C14:02	3.810e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.520e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.490e+02	1.000e+00
HLA-C17:01	HLA-C17:01	5.100e+01	1.000e+00
JY	HLA-A02:01	2.408e+02	4.247e-01
JY	HLA-B07:02	3.252e+02	5.742e-01
JY	HLA-C07:02	4.619e-02	1.077e-03
LNT-229	HLA-A03:01	1.469e+03	6.817e-01
LNT-229	HLA-B35:01	6.648e+02	3.179e-01
LNT-229	HLA-C04:01	8.550e-02	4.098e-04
Line.1	HLA-A01:01	4.519e+01	4.772e-01
Line.1	HLA-A03:01	1.554e+01	1.578e-01
Line.1	HLA-B07:02	2.103e+01	2.144e-01
Line.1	HLA-B08:01	1.336e+01	1.347e-01
Line.1	HLA-C07:01	8.613e-01	1.462e-02
Line.1	HLA-C07:02	2.293e-02	1.268e-03
Line.10	HLA-A01:01	1.008e+02	2.454e-01
Line.10	HLA-A25:01	2.225e+01	6.260e-02
Line.10	HLA-B08:01	4.227e+01	8.923e-02
Line.10	HLA-B18:01	2.924e+02	5.944e-01
Line.10	HLA-C07:01	8.800e-01	4.355e-03
Line.10	HLA-C12:03	3.412e-01	3.988e-03
Line.11	HLA-A01:01	6.832e+01	8.273e-02
Line.11	HLA-A26:01	4.949e+02	4.743e-01
Line.11	HLA-B15:01	3.694e+02	3.746e-01
Line.11	HLA-B18:01	6.079e+01	6.634e-02
Line.11	HLA-C03:03	1.328e-01	7.217e-04
Line.11	HLA-C07:01	4.082e-01	1.282e-03
Line.12	HLA-A01:01	7.227e+01	1.889e-01
Line.12	HLA-A33:01	1.123e+00	4.640e-03
Line.12	HLA-B35:01	2.564e+02	5.936e-01
Line.12	HLA-B44:03	8.301e+01	2.107e-01
Line.12	HLA-C02:02	1.744e-01	1.786e-03
Line.12	HLA-C04:01	1.157e-02	2.974e-04
Line.13	HLA-A02:01	3.089e+01	2.654e-01
Line.13	HLA-A03:01	6.840e+00	6.899e-02
Line.13	HLA-B13:02	8.702e+01	6.543e-01
Line.13	HLA-B47:01	5.857e-02	4.171e-03
Line.13	HLA-C06:02	1.903e-01	7.205e-03
Line.14	HLA-A02:01	7.641e+00	1.737e-01
Line.14	HLA-A03:01	1.742e+01	3.756e-01
Line.14	HLA-B07:02	1.934e+01	4.266e-01
Line.14	HLA-B44:02	5.508e-01	1.955e-02
Line.14	HLA-C05:01	5.218e-02	3.669e-03
Line.14	HLA-C07:02	1.774e-03	7.999e-04
Line.15	HLA-A02:01	6.185e+01	3.370e-01
Line.15	HLA-A11:01	8.740e+01	4.676e-01
Line.15	HLA-B44:02	7.756e+00	5.712e-02
Line.15	HLA-B44:03	2.128e+01	1.214e-01
Line.15	HLA-C05:01	1.422e-01	3.225e-03
Line.15	HLA-C16:01	1.574e+00	1.369e-02
Line.16	HLA-A02:01	1.579e+01	1.907e-01
Line.16	HLA-A23:01	2.879e-01	9.457e-03
Line.16	HLA-B15:03	3.498e+01	4.326e-01
Line.16	HLA-B18:01	2.933e+01	3.497e-01
Line.16	HLA-C02:02	3.088e-01	8.772e-03
Line.16	HLA-C02:10	3.088e-01	8.772e-03
Line.17	HLA-A02:01	1.529e+01	4.710e-02
Line.17	HLA-A24:02	2.849e-01	2.603e-03
Line.17	HLA-B38:01	4.473e+01	1.220e-01
Line.17	HLA-B48:01	9.567e-03	7.231e-05
Line.17	HLA-C03:04	1.717e-01	1.680e-03
Line.17	HLA-C08:03	3.205e+02	8.266e-01
Line.18	HLA-A02:01	2.225e+01	6.693e-02
Line.18	HLA-A32:01	7.923e-02	8.332e-04
Line.18	HLA-B15:01	1.360e+02	3.904e-01
Line.18	HLA-B18:01	8.269e+01	2.497e-01
Line.18	HLA-C04:01	1.638e-02	3.116e-04
Line.18	HLA-C07:04	9.798e+01	2.918e-01
Line.19	HLA-A02:01	5.888e+00	8.118e-02
Line.19	HLA-A32:01	5.975e-02	2.070e-03
Line.19	HLA-B44:02	5.118e+00	8.652e-02
Line.19	HLA-B52:01	6.384e+01	8.037e-01
Line.19	HLA-C12:02	7.984e-01	1.770e-02
Line.19	HLA-C16:04	3.004e-01	8.872e-03
Line.2	HLA-A01:01	2.955e+01	1.646e-01
Line.2	HLA-A03:01	9.098e+01	4.431e-01
Line.2	HLA-B08:01	4.999e+00	2.483e-02
Line.2	HLA-B18:01	6.420e+01	3.200e-01
Line.2	HLA-C07:01	7.278e+00	4.755e-02
Line.20	HLA-A02:01	1.529e+01	2.637e-02
Line.20	HLA-A68:01	6.315e+02	8.268e-01
Line.20	HLA-B44:02	2.436e+01	4.412e-02
Line.20	HLA-C05:01	3.924e-01	1.771e-03
Line.20	HLA-C07:04	6.047e+01	1.009e-01
Line.21	HLA-A02:03	4.916e-02	6.100e-04
Line.21	HLA-A68:01	7.707e+00	3.491e-02
Line.21	HLA-B15:02	1.669e-01	1.777e-03
Line.21	HLA-B15:13	1.355e-01	1.537e-03
Line.21	HLA-C08:01	2.809e+02	9.612e-01
Line.22	HLA-A02:05	4.274e+02	8.094e-01
Line.22	HLA-A03:01	3.527e+01	8.615e-02
Line.22	HLA-B27:05	6.254e+00	1.630e-02
Line.22	HLA-B50:01	2.901e+01	8.675e-02
Line.22	HLA-C02:02	2.791e-02	4.986e-04
Line.22	HLA-C06:02	6.417e-02	9.090e-04
Line.23	HLA-A03:01	1.034e+02	3.658e-01
Line.23	HLA-B07:02	1.467e+01	7.008e-02
Line.23	HLA-B51:01	1.478e+02	5.627e-01
Line.23	HLA-C01:02	8.253e-02	1.276e-03
Line.23	HLA-C07:02	5.306e-04	1.048e-04
Line.24	HLA-A03:01	6.873e+01	5.176e-01
Line.24	HLA-B15:01	2.468e+01	2.232e-01
Line.24	HLA-B35:01	2.854e+01	2.572e-01
Line.24	HLA-C03:03	4.742e-02	1.853e-03
Line.24	HLA-C04:01	1.042e-03	1.775e-04
Line.25	HLA-A03:01	3.529e+02	4.790e-01
Line.25	HLA-B35:03	9.031e+00	3.357e-02
Line.25	HLA-B51:01	3.257e+02	4.846e-01
Line.25	HLA-C03:03	2.361e-01	1.844e-03
Line.25	HLA-C04:01	1.499e-01	9.887e-04
Line.26	HLA-A03:01	2.976e+00	4.080e-02
Line.26	HLA-A24:02	1.425e-01	4.477e-03
Line.26	HLA-B07:02	1.646e+01	2.031e-01
Line.26	HLA-B55:01	6.727e+01	7.448e-01
Line.26	HLA-C03:03	1.331e-01	5.056e-03
Line.26	HLA-C07:02	1.941e-02	1.768e-03
Line.27	HLA-A03:01	2.863e+00	3.478e-02
Line.27	HLA-A24:02	4.666e-01	9.625e-03
Line.27	HLA-B14:02	1.389e-01	4.020e-03
Line.27	HLA-B51:01	1.020e+02	9.412e-01
Line.27	HLA-C01:02	3.802e-02	1.499e-03
Line.27	HLA-C08:02	5.110e-01	8.919e-03
Line.28	HLA-A03:01	1.410e+01	9.443e-02
Line.28	HLA-A24:02	1.701e-01	4.260e-03
Line.28	HLA-B44:03	3.062e+01	2.080e-01
Line.28	HLA-B55:01	1.177e+02	6.868e-01
Line.28	HLA-C03:03	2.177e-02	8.028e-04
Line.28	HLA-C16:01	3.861e-01	5.653e-03
Line.29	HLA-A03:02	1.768e+02	2.676e-01
Line.29	HLA-A26:01	3.978e+02	5.687e-01
Line.29	HLA-B35:02	7.577e+01	1.384e-01
Line.29	HLA-B44:03	1.201e+01	2.240e-02
Line.29	HLA-C03:03	5.992e-02	5.099e-04
Line.29	HLA-C16:01	6.131e-01	2.438e-03
Line.3	HLA-A01:01	5.634e+01	1.180e-01
Line.3	HLA-A03:01	5.668e+01	1.095e-01
Line.3	HLA-B08:01	2.309e+01	4.387e-02
Line.3	HLA-B35:01	4.194e+02	7.262e-01
Line.3	HLA-C04:01	3.548e-02	5.215e-04
Line.3	HLA-C07:01	4.155e-01	1.935e-03
Line.30	HLA-A11:01	9.459e+01	8.415e-01
Line.30	HLA-B27:02	5.825e-03	4.138e-04
Line.30	HLA-B55:01	1.740e+01	1.576e-01
Line.30	HLA-C03:03	2.766e-03	3.300e-04
Line.30	HLA-C05:01	5.177e-04	1.276e-04
Line.31	HLA-A11:01	1.819e+01	4.027e-02
Line.31	HLA-A23:01	2.310e-01	1.824e-03
Line.31	HLA-B35:01	3.240e+02	5.836e-01
Line.31	HLA-B49:01	2.125e+02	3.735e-01
Line.31	HLA-C04:01	1.385e-02	3.311e-04
Line.31	HLA-C07:01	3.828e-02	4.684e-04
Line.32	HLA-A11:01	2.557e+00	2.225e-02
Line.32	HLA-A68:01	1.697e+02	9.153e-01
Line.32	HLA-B51:01	7.598e+00	5.027e-02
Line.32	HLA-B56:01	1.161e+00	1.187e-02
Line.32	HLA-C01:02	1.005e-02	2.852e-04
Line.32	HLA-C07:02	6.733e-05	5.379e-05
Line.33	HLA-A01:01	6.772e+01	2.721e-01
Line.33	HLA-A23:01	6.788e-01	7.175e-03
Line.33	HLA-B08:01	4.705e+01	1.601e-01
Line.33	HLA-B15:03	1.445e+02	5.497e-01
Line.33	HLA-C01:02	5.657e-01	3.552e-03
Line.33	HLA-C12:03	5.148e-01	7.411e-03
Line.34	HLA-A01:01	9.107e+01	1.147e-01
Line.34	HLA-A24:02	4.863e+00	1.118e-02
Line.34	HLA-B08:01	3.650e+01	4.224e-02
Line.34	HLA-B35:01	8.016e+02	8.286e-01
Line.34	HLA-C04:01	7.892e-02	7.249e-04
Line.34	HLA-C07:01	8.880e-01	2.559e-03
Line.35	HLA-A23:01	1.549e-01	5.098e-03
Line.35	HLA-A24:02	1.281e-01	3.338e-03
Line.35	HLA-B15:01	7.817e+01	7.193e-01
Line.35	HLA-B51:01	3.042e+01	2.683e-01
Line.35	HLA-C03:03	5.986e-02	2.157e-03
Line.35	HLA-C14:02	6.804e-02	1.820e-03
Line.36	HLA-A24:02	3.768e+00	1.077e-02
Line.36	HLA-A25:01	1.576e+01	2.473e-02
Line.36	HLA-B07:02	2.462e+02	2.714e-01
Line.36	HLA-B18:01	6.809e+02	6.900e-01
Line.36	HLA-C07:02	1.581e-01	1.655e-03
Line.36	HLA-C12:03	1.654e-01	1.469e-03
Line.37	HLA-A02:01	9.303e+00	6.532e-02
Line.37	HLA-A29:01	1.677e+00	1.518e-02
Line.37	HLA-B35:01	7.871e+01	4.778e-01
Line.37	HLA-B51:01	7.411e+01	4.384e-01
Line.37	HLA-C04:01	8.129e-03	5.364e-04
Line.37	HLA-C15:02	1.928e-01	2.750e-03
Line.38	HLA-A02:01	4.313e+02	5.349e-01
Line.38	HLA-A29:02	6.284e+01	8.798e-02
Line.38	HLA-B44:02	6.216e+01	9.848e-02
Line.38	HLA-B44:03	1.830e+02	2.326e-01
Line.38	HLA-C05:01	7.652e+00	2.015e-02
Line.38	HLA-C16:01	1.507e+01	2.584e-02
Line.39	HLA-A03:01	2.231e+02	3.688e-01
Line.39	HLA-A29:02	3.171e+01	6.416e-02
Line.39	HLA-B07:02	1.479e+02	2.580e-01
Line.39	HLA-B44:03	1.685e+02	2.897e-01
Line.39	HLA-C07:02	2.271e-02	6.525e-04
Line.39	HLA-C16:01	7.657e+00	1.859e-02
Line.4	HLA-A01:01	6.551e+01	1.992e-01
Line.4	HLA-A03:01	2.504e+01	7.066e-02
Line.4	HLA-B15:01	2.352e+02	6.378e-01
Line.4	HLA-B37:01	3.184e+01	8.801e-02
Line.4	HLA-C03:03	3.423e-01	3.336e-03
Line.4	HLA-C06:02	7.363e-02	1.035e-03
Line.40	HLA-A29:02	4.488e+02	6.573e-01
Line.40	HLA-B35:01	1.433e+02	2.286e-01
Line.40	HLA-B44:03	5.533e+01	1.053e-01
Line.40	HLA-C04:01	9.815e-03	1.764e-04
Line.40	HLA-C16:01	3.477e+00	8.661e-03
Line.41	HLA-A24:02	4.782e-01	4.378e-03
Line.41	HLA-A30:01	2.873e+01	8.925e-02
Line.41	HLA-B13:02	2.747e+02	7.777e-01
Line.41	HLA-B40:02	3.251e+01	1.210e-01
Line.41	HLA-C03:04	3.729e-01	3.633e-03
Line.41	HLA-C06:02	2.497e-01	3.985e-03
Line.42	HLA-A30:02	1.921e+01	1.801e-01
Line.42	HLA-A33:03	8.651e+00	8.415e-02
Line.42	HLA-B08:01	7.667e-01	7.690e-03
Line.42	HLA-B35:01	8.774e+01	7.134e-01
Line.42	HLA-C07:01	6.315e-01	1.462e-02
Line.43	HLA-A30:04	8.532e+00	5.710e-01
Line.43	HLA-A33:01	1.460e-02	4.389e-03
Line.43	HLA-B14:02	8.635e-04	2.869e-04
Line.43	HLA-B49:01	6.437e+00	4.200e-01
Line.43	HLA-C07:01	1.548e-02	4.337e-03
Line.43	HLA-C08:02	7.195e-06	1.223e-05
Line.44	HLA-A01:01	3.927e+01	1.216e-01
Line.44	HLA-A31:01	5.545e+01	1.347e-01
Line.44	HLA-B07:02	6.306e+01	1.733e-01
Line.44	HLA-B40:01	2.336e+02	5.647e-01
Line.44	HLA-C03:04	5.942e-01	5.118e-03
Line.44	HLA-C07:02	2.563e-02	6.256e-04
Line.45	HLA-A01:01	2.740e+01	6.315e-02
Line.45	HLA-A31:01	7.020e+01	1.382e-01
Line.45	HLA-B44:02	1.430e+00	5.095e-03
Line.45	HLA-B67:01	4.463e+02	7.845e-01
Line.45	HLA-C05:01	1.516e+00	7.560e-03
Line.45	HLA-C12:03	1.070e-01	1.444e-03
Line.46	HLA-A02:01	2.979e+02	4.199e-01
Line.46	HLA-A31:01	3.370e+02	4.366e-01
Line.46	HLA-B27:05	4.356e+01	7.201e-02
Line.46	HLA-B44:02	1.771e+01	3.969e-02
Line.46	HLA-C02:02	8.244e-02	7.175e-04
Line.46	HLA-C05:01	1.177e+01	3.103e-02
Line.47	HLA-A02:05	4.439e+01	7.774e-01
Line.47	HLA-A31:01	2.642e-01	6.234e-03
Line.47	HLA-B44:03	2.376e+00	5.344e-02
Line.47	HLA-B49:01	7.960e+00	1.618e-01
Line.47	HLA-C04:01	2.634e-03	4.311e-04
Line.47	HLA-C07:01	7.947e-03	6.249e-04
Line.48	HLA-A03:01	1.221e+02	1.961e-01
Line.48	HLA-A31:01	1.707e+02	2.535e-01
Line.48	HLA-B08:01	1.272e+02	1.960e-01
Line.48	HLA-B38:01	2.317e+02	3.520e-01
Line.48	HLA-C07:01	6.654e-02	8.472e-04
Line.48	HLA-C12:03	2.912e-01	1.639e-03
Line.49	HLA-A26:01	3.486e+02	9.120e-01
Line.49	HLA-A31:01	4.403e+00	1.443e-02
Line.49	HLA-B38:01	1.982e+01	5.907e-02
Line.49	HLA-B44:02	1.165e+00	6.525e-03
Line.49	HLA-C05:01	9.244e-01	6.882e-03
Line.49	HLA-C12:03	4.418e-02	1.079e-03
Line.5	HLA-A01:01	7.468e+01	1.751e-01
Line.5	HLA-A03:01	3.770e+01	7.992e-02
Line.5	HLA-B18:01	1.680e+02	3.434e-01
Line.5	HLA-B55:01	2.150e+02	3.980e-01
Line.5	HLA-C03:03	9.183e-02	1.040e-03
Line.5	HLA-C07:01	5.759e-01	2.555e-03
Line.50	HLA-A03:01	2.041e+01	3.386e-01
Line.50	HLA-A32:01	1.599e-01	6.266e-03
Line.50	HLA-B27:05	3.187e+00	5.383e-02
Line.50	HLA-B35:01	3.721e+01	5.992e-01
Line.50	HLA-C02:02	2.234e-02	1.689e-03
Line.50	HLA-C04:01	3.336e-03	4.382e-04
Line.51	HLA-A23:01	1.974e-01	4.549e-03
Line.51	HLA-A32:01	1.131e-01	2.586e-03
Line.51	HLA-B44:03	1.349e+02	8.476e-01
Line.51	HLA-B44:06	1.482e+01	1.067e-01
Line.51	HLA-C04:01	7.950e-02	2.026e-03
Line.51	HLA-C05:01	3.851e+00	3.655e-02
Line.52	HLA-A26:01	1.180e+01	2.336e-01
Line.52	HLA-A32:01	2.462e-04	4.937e-05
Line.52	HLA-B44:02	3.361e-01	1.449e-02
Line.52	HLA-B45:01	3.886e+01	7.514e-01
Line.52	HLA-C05:01	2.383e-03	3.713e-04
Line.52	HLA-C06:02	1.500e-04	5.309e-05
Line.53	HLA-A03:01	7.500e+00	1.984e-02
Line.53	HLA-A33:01	1.639e-01	1.289e-03
Line.53	HLA-B14:02	1.116e-01	1.125e-03
Line.53	HLA-B35:01	4.583e+02	9.688e-01
Line.53	HLA-C04:01	9.134e-02	1.210e-03
Line.53	HLA-C08:02	1.805e+00	7.702e-03
Line.54	HLA-A33:03	1.698e+01	1.459e-01
Line.54	HLA-A68:01	1.029e+02	7.432e-01
Line.54	HLA-B35:01	1.039e+01	9.075e-02
Line.54	HLA-B44:03	1.671e+00	1.964e-02
Line.54	HLA-C04:01	8.575e-04	1.143e-04
Line.54	HLA-C07:06	1.344e-02	4.342e-04
Line.55	HLA-A02:01	2.711e+01	5.750e-02
Line.55	HLA-A68:01	4.729e+02	7.583e-01
Line.55	HLA-B13:02	8.776e+01	1.525e-01
Line.55	HLA-B35:03	7.116e+00	3.037e-02
Line.55	HLA-C04:01	9.970e-02	9.618e-04
Line.55	HLA-C06:02	2.294e-02	4.225e-04
Line.6	HLA-A01:01	3.382e+01	1.089e-01
Line.6	HLA-A11:01	1.500e+02	3.848e-01
Line.6	HLA-B08:01	2.270e+01	5.973e-02
Line.6	HLA-B40:01	1.652e+02	4.365e-01
Line.6	HLA-C03:04	8.710e-01	7.185e-03
Line.6	HLA-C07:01	4.007e-01	2.859e-03
Line.7	HLA-A01:01	2.714e+01	1.433e-01
Line.7	HLA-A11:01	4.529e+01	2.181e-01
Line.7	HLA-B08:01	1.205e+01	5.461e-02
Line.7	HLA-B55:01	1.399e+02	5.766e-01
Line.7	HLA-C03:03	2.839e-01	4.280e-03
Line.7	HLA-C07:01	3.239e-01	3.110e-03
