sample	hla	p_ijk	pi
HLA-B15:01	HLA-B15:01	1.086e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.890e+02	1.000e+00
HLA-B15:08	HLA-B15:08	2.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	1.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	1.400e+01	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:42	HLA-B15:42	1.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.450e+02	1.000e+00
HLA-B18:03	HLA-B18:03	1.900e+01	1.000e+00
HLA-B27:01	HLA-B27:01	4.360e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.260e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.100e+01	1.000e+00
HLA-B27:04	HLA-B27:04	3.000e+01	1.000e+00
HLA-B27:05	HLA-B27:05	2.890e+02	1.000e+00
HLA-B27:06	HLA-B27:06	2.600e+01	1.000e+00
HLA-B27:07	HLA-B27:07	4.900e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.100e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.950e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.740e+02	1.000e+00
HLA-B35:02	HLA-B35:02	2.000e+00	1.000e+00
HLA-B35:03	HLA-B35:03	1.000e+01	1.000e+00
HLA-B35:04	HLA-B35:04	1.000e+00	1.000e+00
HLA-B35:06	HLA-B35:06	1.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.200e+01	1.000e+00
HLA-B37:01	HLA-B37:01	5.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	1.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.330e+02	1.000e+00
HLA-B39:06	HLA-B39:06	5.600e+01	1.000e+00
HLA-B39:24	HLA-B39:24	2.800e+01	1.000e+00
HLA-B40:01	HLA-B40:01	2.280e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.098e+03	1.000e+00
HLA-B41:01	HLA-B41:01	5.200e+01	1.000e+00
HLA-B41:03	HLA-B41:03	5.000e+00	1.000e+00
HLA-B41:04	HLA-B41:04	1.000e+01	1.000e+00
HLA-B41:05	HLA-B41:05	1.000e+01	1.000e+00
HLA-B41:06	HLA-B41:06	4.000e+00	1.000e+00
HLA-B42:01	HLA-B42:01	1.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	4.990e+02	1.000e+00
HLA-B44:03	HLA-B44:03	3.540e+02	1.000e+00
HLA-B44:08	HLA-B44:08	2.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	1.600e+01	1.000e+00
HLA-B44:27	HLA-B44:27	1.000e+00	1.000e+00
HLA-B44:28	HLA-B44:28	6.000e+00	1.000e+00
HLA-B45:01	HLA-B45:01	7.900e+01	1.000e+00
HLA-B46:01	HLA-B46:01	2.300e+02	1.000e+00
HLA-B47:01	HLA-B47:01	6.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	2.000e+01	1.000e+00
HLA-B50:01	HLA-B50:01	6.400e+01	1.000e+00
HLA-B51:01	HLA-B51:01	6.170e+02	1.000e+00
HLA-B51:08	HLA-B51:08	4.100e+01	1.000e+00
HLA-B52:01	HLA-B52:01	1.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.370e+02	1.000e+00
HLA-B56:01	HLA-B56:01	7.300e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.178e+03	1.000e+00
HLA-B57:03	HLA-B57:03	3.810e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.510e+02	1.000e+00
HLA-B73:01	HLA-B73:01	2.700e+01	1.000e+00
HLA-C01:02	HLA-C01:02	2.750e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.410e+02	1.000e+00
HLA-C03:03	HLA-C03:03	2.300e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.730e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.340e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.360e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.700e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.900e+01	1.000e+00
HLA-C07:02	HLA-C07:02	1.080e+02	1.000e+00
HLA-C08:02	HLA-C08:02	4.000e+02	1.000e+00
HLA-C12:03	HLA-C12:03	1.110e+02	1.000e+00
HLA-C14:02	HLA-C14:02	3.650e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.440e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.260e+02	1.000e+00
HLA-C17:01	HLA-C17:01	4.900e+01	1.000e+00
JY	HLA-A02:01	3.100e+02	4.659e-01
JY	HLA-B07:02	2.977e+02	5.090e-01
JY	HLA-C07:02	4.216e+00	2.512e-02
LNT-229	HLA-A03:01	1.559e+03	7.141e-01
LNT-229	HLA-B35:01	4.346e+02	2.608e-01
LNT-229	HLA-C04:01	3.634e+00	2.505e-02
Line.1	HLA-A01:01	5.729e+01	5.518e-01
Line.1	HLA-A03:01	1.628e+01	1.566e-01
Line.1	HLA-B07:02	1.513e+01	1.388e-01
Line.1	HLA-B08:01	8.324e+00	7.753e-02
Line.1	HLA-C07:01	3.668e+00	5.322e-02
Line.1	HLA-C07:02	1.309e+00	2.207e-02
Line.10	HLA-A01:01	2.068e+02	4.301e-01
Line.10	HLA-A25:01	1.393e+01	6.442e-02
Line.10	HLA-B08:01	5.287e+01	9.896e-02
Line.10	HLA-B18:01	1.388e+02	3.038e-01
Line.10	HLA-C07:01	7.978e+00	4.333e-02
Line.10	HLA-C12:03	9.585e+00	5.944e-02
Line.11	HLA-A01:01	2.470e+02	2.447e-01
Line.11	HLA-A26:01	3.236e+02	2.856e-01
Line.11	HLA-B15:01	2.924e+02	2.859e-01
Line.11	HLA-B18:01	1.182e+02	1.253e-01
Line.11	HLA-C03:03	9.245e+00	3.280e-02
Line.11	HLA-C07:01	1.048e+01	2.570e-02
Line.12	HLA-A01:01	1.080e+02	2.447e-01
Line.12	HLA-A33:01	3.476e+01	7.567e-02
Line.12	HLA-B35:01	1.627e+02	3.109e-01
Line.12	HLA-B44:03	1.346e+02	3.144e-01
Line.12	HLA-C02:02	3.630e+00	4.352e-02
Line.12	HLA-C04:01	3.926e-01	1.081e-02
Line.13	HLA-A02:01	2.294e+01	3.052e-01
Line.13	HLA-A03:01	1.171e+01	1.743e-01
Line.13	HLA-B13:02	4.352e+01	4.047e-01
Line.13	HLA-B47:01	4.283e-01	7.125e-02
Line.13	HLA-C06:02	1.406e+00	4.456e-02
Line.14	HLA-A02:01	1.678e+01	2.881e-01
Line.14	HLA-A03:01	1.485e+01	2.694e-01
Line.14	HLA-B07:02	1.233e+01	2.283e-01
Line.14	HLA-B44:02	1.611e+00	8.125e-02
Line.14	HLA-C05:01	3.218e+00	1.209e-01
Line.14	HLA-C07:02	2.092e-01	1.215e-02
Line.15	HLA-A02:01	4.702e+01	1.942e-01
Line.15	HLA-A11:01	1.087e+02	4.010e-01
Line.15	HLA-B44:02	1.964e+01	1.590e-01
Line.15	HLA-B44:03	2.874e+01	1.768e-01
Line.15	HLA-C05:01	1.616e+00	3.529e-02
Line.15	HLA-C16:01	1.263e+00	3.363e-02
Line.16	HLA-A02:01	3.159e+01	3.336e-01
Line.16	HLA-A23:01	8.331e+00	1.502e-01
Line.16	HLA-B15:03	1.202e+01	1.980e-01
Line.16	HLA-B18:01	1.944e+01	2.548e-01
Line.16	HLA-C02:02	3.096e-01	3.165e-02
Line.16	HLA-C02:10	3.096e-01	3.165e-02
Line.17	HLA-A02:01	7.211e+01	1.922e-01
Line.17	HLA-A24:02	1.730e+01	7.234e-02
Line.17	HLA-B38:01	6.261e+01	1.650e-01
Line.17	HLA-B48:01	2.079e-01	1.334e-03
Line.17	HLA-C03:04	4.153e+00	4.538e-02
Line.17	HLA-C08:03	2.056e+02	5.237e-01
Line.18	HLA-A02:01	3.830e+01	1.172e-01
Line.18	HLA-A32:01	1.969e+00	2.472e-02
Line.18	HLA-B15:01	1.008e+02	3.091e-01
Line.18	HLA-B18:01	8.181e+01	2.509e-01
Line.18	HLA-C04:01	5.659e-01	1.470e-02
Line.18	HLA-C07:04	9.955e+01	2.834e-01
Line.19	HLA-A02:01	1.249e+01	1.687e-01
Line.19	HLA-A32:01	3.493e-01	2.144e-02
Line.19	HLA-B44:02	1.571e+01	2.954e-01
Line.19	HLA-B52:01	3.143e+01	4.106e-01
Line.19	HLA-C12:02	3.583e+00	6.790e-02
Line.19	HLA-C16:04	4.477e-01	3.596e-02
Line.2	HLA-A01:01	5.757e+01	3.198e-01
Line.2	HLA-A03:01	6.211e+01	3.215e-01
Line.2	HLA-B08:01	9.573e+00	5.225e-02
Line.2	HLA-B18:01	4.461e+01	2.527e-01
Line.2	HLA-C07:01	7.136e+00	5.373e-02
Line.20	HLA-A02:01	4.452e+01	8.262e-02
Line.20	HLA-A68:01	5.292e+02	5.700e-01
Line.20	HLA-B44:02	6.514e+01	1.502e-01
Line.20	HLA-C05:01	2.820e+00	2.149e-02
Line.20	HLA-C07:04	1.213e+02	1.757e-01
Line.21	HLA-A02:03	2.586e+00	3.029e-02
Line.21	HLA-A68:01	4.798e+01	1.937e-01
Line.21	HLA-B15:02	5.484e+00	6.077e-02
Line.21	HLA-B15:13	3.559e+00	5.476e-02
Line.21	HLA-C08:01	2.304e+02	6.605e-01
Line.22	HLA-A02:05	2.074e+02	3.215e-01
Line.22	HLA-A03:01	1.154e+02	2.647e-01
Line.22	HLA-B27:05	1.477e+01	4.847e-02
Line.22	HLA-B50:01	1.224e+02	3.268e-01
Line.22	HLA-C02:02	3.926e-01	1.775e-02
Line.22	HLA-C06:02	1.663e+00	2.085e-02
Line.23	HLA-A03:01	8.425e+01	2.361e-01
Line.23	HLA-B07:02	5.671e+01	2.745e-01
Line.23	HLA-B51:01	1.232e+02	4.570e-01
Line.23	HLA-C01:02	4.155e-01	2.290e-02
Line.23	HLA-C07:02	4.399e-01	9.469e-03
Line.24	HLA-A03:01	4.745e+01	3.378e-01
Line.24	HLA-B15:01	2.013e+01	2.684e-01
Line.24	HLA-B35:01	2.717e+01	3.246e-01
Line.24	HLA-C03:03	1.199e+00	5.418e-02
Line.24	HLA-C04:01	4.877e-02	1.502e-02
Line.25	HLA-A03:01	3.255e+02	3.574e-01
Line.25	HLA-B35:03	4.489e+01	1.589e-01
Line.25	HLA-B51:01	2.877e+02	4.025e-01
Line.25	HLA-C03:03	6.565e+00	5.916e-02
Line.25	HLA-C04:01	1.385e+00	2.212e-02
Line.26	HLA-A03:01	1.187e+01	1.601e-01
Line.26	HLA-A24:02	4.421e+00	9.592e-02
Line.26	HLA-B07:02	2.853e+01	3.399e-01
Line.26	HLA-B55:01	2.683e+01	3.174e-01
Line.26	HLA-C03:03	7.634e-01	5.199e-02
Line.26	HLA-C07:02	5.842e-01	3.468e-02
Line.27	HLA-A03:01	2.292e+01	1.586e-01
Line.27	HLA-A24:02	9.140e+00	1.078e-01
Line.27	HLA-B14:02	4.015e+00	6.766e-02
Line.27	HLA-B51:01	8.972e+01	5.318e-01
Line.27	HLA-C01:02	1.301e+00	4.700e-02
Line.27	HLA-C08:02	3.906e+00	8.718e-02
Line.28	HLA-A03:01	4.082e+01	1.864e-01
Line.28	HLA-A24:02	1.235e+01	9.606e-02
Line.28	HLA-B44:03	6.887e+01	4.092e-01
Line.28	HLA-B55:01	5.422e+01	2.417e-01
Line.28	HLA-C03:03	8.047e-01	2.582e-02
Line.28	HLA-C16:01	1.935e+00	4.077e-02
Line.29	HLA-A03:02	2.724e+02	3.256e-01
Line.29	HLA-A26:01	2.349e+02	3.075e-01
Line.29	HLA-B35:02	9.903e+01	1.793e-01
Line.29	HLA-B44:03	5.756e+01	1.264e-01
Line.29	HLA-C03:03	3.248e+00	2.482e-02
Line.29	HLA-C16:01	6.803e+00	3.647e-02
Line.3	HLA-A01:01	1.498e+02	2.904e-01
Line.3	HLA-A03:01	1.133e+02	2.076e-01
Line.3	HLA-B08:01	6.390e+01	1.164e-01
Line.3	HLA-B35:01	1.975e+02	3.426e-01
Line.3	HLA-C04:01	1.101e+00	1.663e-02
Line.3	HLA-C07:01	6.420e+00	2.638e-02
Line.30	HLA-A11:01	1.199e+02	8.582e-01
Line.30	HLA-B27:02	3.498e-03	1.714e-03
Line.30	HLA-B55:01	9.005e+00	1.131e-01
Line.30	HLA-C03:03	5.098e-02	1.463e-02
Line.30	HLA-C05:01	3.959e-02	1.229e-02
Line.31	HLA-A11:01	1.201e+02	2.026e-01
Line.31	HLA-A23:01	1.642e+01	5.829e-02
Line.31	HLA-B35:01	2.806e+02	4.339e-01
Line.31	HLA-B49:01	1.481e+02	2.705e-01
Line.31	HLA-C04:01	6.453e-01	1.667e-02
Line.31	HLA-C07:01	2.090e+00	1.796e-02
Line.32	HLA-A11:01	2.841e+01	1.996e-01
Line.32	HLA-A68:01	1.281e+02	5.889e-01
Line.32	HLA-B51:01	1.401e+01	1.065e-01
Line.32	HLA-B56:01	5.480e+00	1.010e-01
Line.32	HLA-C01:02	7.738e-03	2.596e-03
Line.32	HLA-C07:02	7.771e-03	1.507e-03
Line.33	HLA-A01:01	1.141e+02	4.009e-01
Line.33	HLA-A23:01	2.099e+01	1.150e-01
Line.33	HLA-B08:01	2.907e+01	8.684e-02
Line.33	HLA-B15:03	7.736e+01	2.985e-01
Line.33	HLA-C01:02	2.013e+00	2.921e-02
Line.33	HLA-C12:03	9.479e+00	6.961e-02
Line.34	HLA-A01:01	3.060e+02	2.906e-01
Line.34	HLA-A24:02	8.469e+01	1.065e-01
Line.34	HLA-B08:01	9.320e+01	8.647e-02
Line.34	HLA-B35:01	5.163e+02	4.583e-01
Line.34	HLA-C04:01	4.204e+00	2.779e-02
Line.34	HLA-C07:01	1.358e+01	3.041e-02
Line.35	HLA-A23:01	8.429e+00	1.281e-01
Line.35	HLA-A24:02	9.604e+00	1.164e-01
Line.35	HLA-B15:01	4.167e+01	4.301e-01
Line.35	HLA-B51:01	2.399e+01	2.129e-01
Line.35	HLA-C03:03	1.224e+00	4.986e-02
Line.35	HLA-C14:02	3.081e+00	6.271e-02
Line.36	HLA-A24:02	7.679e+01	1.086e-01
Line.36	HLA-A25:01	1.151e+01	3.760e-02
Line.36	HLA-B07:02	4.204e+02	3.874e-01
Line.36	HLA-B18:01	4.076e+02	3.952e-01
Line.36	HLA-C07:02	1.317e+01	4.414e-02
Line.36	HLA-C12:03	6.598e+00	2.706e-02
Line.37	HLA-A02:01	3.434e+01	1.754e-01
Line.37	HLA-A29:01	1.054e+01	1.042e-01
Line.37	HLA-B35:01	6.655e+01	3.530e-01
Line.37	HLA-B51:01	6.707e+01	2.928e-01
Line.37	HLA-C04:01	2.837e-01	2.297e-02
Line.37	HLA-C15:02	4.208e+00	5.163e-02
Line.38	HLA-A02:01	2.852e+02	2.777e-01
Line.38	HLA-A29:02	8.734e+01	1.258e-01
Line.38	HLA-B44:02	1.376e+02	2.184e-01
Line.38	HLA-B44:03	2.171e+02	2.570e-01
Line.38	HLA-C05:01	2.066e+01	6.566e-02
Line.38	HLA-C16:01	1.712e+01	5.549e-02
Line.39	HLA-A03:01	1.557e+02	2.347e-01
Line.39	HLA-A29:02	4.568e+01	1.080e-01
Line.39	HLA-B07:02	1.719e+02	2.628e-01
Line.39	HLA-B44:03	1.703e+02	3.223e-01
Line.39	HLA-C07:02	3.699e+00	2.001e-02
Line.39	HLA-C16:01	1.081e+01	5.222e-02
Line.4	HLA-A01:01	1.475e+02	3.994e-01
Line.4	HLA-A03:01	3.871e+01	1.040e-01
Line.4	HLA-B15:01	1.238e+02	3.273e-01
Line.4	HLA-B37:01	2.961e+01	8.603e-02
Line.4	HLA-C03:03	7.300e+00	5.757e-02
Line.4	HLA-C06:02	5.056e+00	2.567e-02
Line.40	HLA-A29:02	2.623e+02	3.322e-01
Line.40	HLA-B35:01	1.677e+02	2.664e-01
Line.40	HLA-B44:03	1.776e+02	3.366e-01
Line.40	HLA-C04:01	4.670e-01	1.225e-02
Line.40	HLA-C16:01	1.196e+01	5.263e-02
Line.41	HLA-A24:02	2.271e+01	9.488e-02
Line.41	HLA-A30:01	3.613e+01	9.229e-02
Line.41	HLA-B13:02	2.109e+02	4.214e-01
Line.41	HLA-B40:02	7.095e+01	2.760e-01
Line.41	HLA-C03:04	6.230e+00	6.511e-02
Line.41	HLA-C06:02	7.119e+00	5.029e-02
Line.42	HLA-A30:02	3.887e+01	3.381e-01
Line.42	HLA-A33:03	2.138e+01	1.749e-01
Line.42	HLA-B08:01	3.175e+00	3.202e-02
Line.42	HLA-B35:01	5.057e+01	4.023e-01
Line.42	HLA-C07:01	4.003e+00	5.269e-02
Line.43	HLA-A30:04	1.932e+01	5.425e-01
Line.43	HLA-A33:01	1.812e-01	1.165e-02
Line.43	HLA-B14:02	8.059e-01	7.205e-02
Line.43	HLA-B49:01	8.390e+00	3.094e-01
Line.43	HLA-C07:01	2.317e-01	4.080e-02
Line.43	HLA-C08:02	7.591e-02	2.353e-02
Line.44	HLA-A01:01	1.073e+02	2.627e-01
Line.44	HLA-A31:01	3.963e+01	9.513e-02
Line.44	HLA-B07:02	1.066e+02	2.344e-01
Line.44	HLA-B40:01	1.481e+02	3.597e-01
Line.44	HLA-C03:04	3.392e+00	3.412e-02
Line.44	HLA-C07:02	2.001e+00	1.404e-02
Line.45	HLA-A01:01	1.089e+02	2.033e-01
Line.45	HLA-A31:01	7.664e+01	1.418e-01
Line.45	HLA-B44:02	2.182e+01	7.390e-02
Line.45	HLA-B67:01	3.167e+02	4.792e-01
Line.45	HLA-C05:01	1.320e+01	7.001e-02
Line.45	HLA-C12:03	5.755e+00	3.178e-02
Line.46	HLA-A02:01	3.459e+02	3.695e-01
Line.46	HLA-A31:01	2.052e+02	2.221e-01
Line.46	HLA-B27:05	8.007e+01	1.207e-01
Line.46	HLA-B44:02	6.774e+01	1.770e-01
Line.46	HLA-C02:02	2.113e+00	2.770e-02
Line.46	HLA-C05:01	2.592e+01	8.307e-02
Line.47	HLA-A02:05	2.325e+01	4.079e-01
Line.47	HLA-A31:01	4.030e+00	1.024e-01
Line.47	HLA-B44:03	7.872e+00	2.186e-01
Line.47	HLA-B49:01	9.710e+00	2.487e-01
Line.47	HLA-C04:01	5.874e-03	5.555e-03
Line.47	HLA-C07:01	1.356e-01	1.680e-02
Line.48	HLA-A03:01	1.840e+02	2.712e-01
Line.48	HLA-A31:01	1.307e+02	2.045e-01
Line.48	HLA-B08:01	1.110e+02	1.599e-01
Line.48	HLA-B38:01	1.874e+02	3.083e-01
Line.48	HLA-C07:01	3.066e+00	2.896e-02
Line.48	HLA-C12:03	2.790e+00	2.715e-02
Line.49	HLA-A26:01	2.749e+02	5.855e-01
Line.49	HLA-A31:01	2.417e+01	6.749e-02
Line.49	HLA-B38:01	5.905e+01	1.492e-01
Line.49	HLA-B44:02	1.713e+01	8.787e-02
Line.49	HLA-C05:01	9.690e+00	7.141e-02
Line.49	HLA-C12:03	4.012e+00	3.852e-02
Line.5	HLA-A01:01	1.859e+02	3.666e-01
Line.5	HLA-A03:01	5.003e+01	1.017e-01
Line.5	HLA-B18:01	1.469e+02	2.979e-01
Line.5	HLA-B55:01	9.311e+01	1.725e-01
Line.5	HLA-C03:03	3.833e+00	3.557e-02
Line.5	HLA-C07:01	5.264e+00	2.577e-02
Line.50	HLA-A03:01	2.680e+01	4.075e-01
Line.50	HLA-A32:01	6.496e-01	4.292e-02
Line.50	HLA-B27:05	3.071e+00	6.695e-02
Line.50	HLA-B35:01	2.602e+01	4.196e-01
Line.50	HLA-C02:02	3.550e-01	4.351e-02
Line.50	HLA-C04:01	1.058e-01	1.953e-02
Line.51	HLA-A23:01	8.814e+00	7.072e-02
Line.51	HLA-A32:01	1.306e+00	1.903e-02
Line.51	HLA-B44:03	1.185e+02	7.163e-01
Line.51	HLA-B44:06	1.316e+01	9.577e-02
Line.51	HLA-C04:01	1.329e+00	3.743e-02
Line.51	HLA-C05:01	5.887e+00	6.075e-02
Line.52	HLA-A26:01	1.706e+01	3.084e-01
Line.52	HLA-A32:01	1.499e-02	1.628e-03
Line.52	HLA-B44:02	1.960e+00	8.510e-02
Line.52	HLA-B45:01	3.241e+01	5.499e-01
Line.52	HLA-C05:01	4.057e-01	4.535e-02
Line.52	HLA-C06:02	1.490e-01	9.639e-03
Line.53	HLA-A03:01	7.141e+01	1.379e-01
Line.53	HLA-A33:01	1.774e+01	4.640e-02
Line.53	HLA-B14:02	9.458e+00	4.992e-02
Line.53	HLA-B35:01	3.582e+02	6.551e-01
Line.53	HLA-C04:01	2.861e+00	4.924e-02
Line.53	HLA-C08:02	1.132e+01	6.138e-02
Line.54	HLA-A33:03	3.170e+01	2.509e-01
Line.54	HLA-A68:01	6.446e+01	4.017e-01
Line.54	HLA-B35:01	1.582e+01	1.490e-01
Line.54	HLA-B44:03	1.247e+01	1.770e-01
Line.54	HLA-C04:01	1.321e-02	3.664e-03
Line.54	HLA-C07:06	5.385e-01	1.781e-02
Line.55	HLA-A02:01	7.568e+01	1.647e-01
Line.55	HLA-A68:01	2.952e+02	4.053e-01
Line.55	HLA-B13:02	9.367e+01	1.664e-01
Line.55	HLA-B35:03	5.320e+01	2.079e-01
Line.55	HLA-C04:01	2.473e+00	3.892e-02
Line.55	HLA-C06:02	1.766e+00	1.676e-02
Line.6	HLA-A01:01	9.944e+01	2.407e-01
Line.6	HLA-A11:01	1.607e+02	3.161e-01
Line.6	HLA-B08:01	2.995e+01	6.120e-02
Line.6	HLA-B40:01	1.270e+02	3.125e-01
Line.6	HLA-C03:04	4.550e+00	3.976e-02
Line.6	HLA-C07:01	4.323e+00	2.960e-02
Line.7	HLA-A01:01	6.758e+01	3.368e-01
Line.7	HLA-A11:01	8.398e+01	3.586e-01
Line.7	HLA-B08:01	1.001e+01	4.709e-02
Line.7	HLA-B55:01	4.429e+01	1.882e-01
Line.7	HLA-C03:03	2.566e+00	4.254e-02
Line.7	HLA-C07:01	2.584e+00	2.672e-02
Line.8	HLA-A01:01	7.279e+01	2.792e-01
Line.8	HLA-A24:02	2.852e+01	1.349e-01
