sample	hla	p_ijk	pi
GD149	HLA-C06:02	4.763e+00	7.898e-03
GD149	HLA-C12:03	2.517e-02	1.887e-04
HCC1143	HLA-A31:01	5.821e+02	9.300e-01
HCC1143	HLA-B35:08	5.479e+00	1.761e-02
HCC1143	HLA-B37:01	1.349e+01	4.221e-02
HCC1143	HLA-C04:01	2.859e-02	3.369e-04
HCC1143	HLA-C06:02	1.905e+00	9.880e-03
HCC1937	HLA-A23:01	1.608e+01	3.060e-02
HCC1937	HLA-A24:02	1.399e+01	2.164e-02
HCC1937	HLA-B07:02	6.486e+02	5.931e-01
HCC1937	HLA-B40:01	3.501e+02	3.524e-01
HCC1937	HLA-C03:04	6.877e-02	5.060e-04
HCC1937	HLA-C07:02	1.893e-01	1.792e-03
HCT116	HLA-A01:01	3.140e+01	5.290e-02
HCT116	HLA-A02:01	3.155e+02	3.680e-01
HCT116	HLA-B18:01	1.060e+01	1.596e-02
HCT116	HLA-B45:01	4.884e+02	5.514e-01
HCT116	HLA-C05:01	3.554e+00	9.296e-03
HCT116	HLA-C07:01	5.694e-01	2.447e-03
HEK293	HLA-A03:01	9.985e+02	9.859e-01
HEK293	HLA-B07:02	1.053e+01	1.382e-02
HEK293	HLA-C07:02	1.059e-02	2.394e-04
HL-60	HLA-A01:01	2.862e-01	5.578e-04
HL-60	HLA-B57:01	1.322e+03	9.821e-01
HL-60	HLA-C06:02	1.297e+01	1.730e-02
HLA-A01:01	HLA-A01:01	1.283e+03	1.000e+00
HLA-A02:01	HLA-A02:01	1.807e+03	1.000e+00
HLA-A02:03	HLA-A02:03	1.750e+02	1.000e+00
HLA-A02:04	HLA-A02:04	3.630e+02	1.000e+00
HLA-A02:05	HLA-A02:05	3.500e+01	1.000e+00
HLA-A02:07	HLA-A02:07	5.500e+02	1.000e+00
HLA-A03:01	HLA-A03:01	6.160e+02	1.000e+00
HLA-A03:02	HLA-A03:02	4.000e+00	1.000e+00
HLA-A11:01	HLA-A11:01	3.900e+02	1.000e+00
HLA-A24:02	HLA-A24:02	9.840e+02	1.000e+00
HLA-A24:06	HLA-A24:06	2.500e+01	1.000e+00
HLA-A24:13	HLA-A24:13	1.000e+01	1.000e+00
HLA-A26:01	HLA-A26:01	2.100e+01	1.000e+00
HLA-A26:02	HLA-A26:02	1.000e+00	1.000e+00
HLA-A29:02	HLA-A29:02	1.205e+03	1.000e+00
HLA-A30:01	HLA-A30:01	3.000e+00	1.000e+00
HLA-A31:01	HLA-A31:01	3.590e+02	1.000e+00
HLA-A32:01	HLA-A32:01	5.700e+01	1.000e+00
HLA-A66:01	HLA-A66:01	8.000e+00	1.000e+00
HLA-A66:02	HLA-A66:02	4.000e+00	1.000e+00
HLA-A68:01	HLA-A68:01	6.000e+00	1.000e+00
HLA-A68:02	HLA-A68:02	3.680e+02	1.000e+00
HLA-A69:01	HLA-A69:01	2.000e+00	1.000e+00
HLA-B07:02	HLA-B07:02	2.001e+03	1.000e+00
HLA-B08:01	HLA-B08:01	6.720e+02	1.000e+00
HLA-B13:01	HLA-B13:01	5.000e+00	1.000e+00
HLA-B13:02	HLA-B13:02	9.000e+00	1.000e+00
HLA-B14:02	HLA-B14:02	4.100e+01	1.000e+00
HLA-B14:03	HLA-B14:03	2.000e+00	1.000e+00
HLA-B15:01	HLA-B15:01	1.188e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.720e+02	1.000e+00
HLA-B15:08	HLA-B15:08	3.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	1.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	1.200e+01	1.000e+00
HLA-B15:16	HLA-B15:16	1.000e+00	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:18	HLA-B15:18	1.000e+00	1.000e+00
HLA-B15:42	HLA-B15:42	1.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.440e+02	1.000e+00
HLA-B18:03	HLA-B18:03	1.300e+01	1.000e+00
HLA-B27:01	HLA-B27:01	4.160e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.970e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.600e+01	1.000e+00
HLA-B27:04	HLA-B27:04	2.300e+01	1.000e+00
HLA-B27:05	HLA-B27:05	3.190e+02	1.000e+00
HLA-B27:06	HLA-B27:06	3.300e+01	1.000e+00
HLA-B27:07	HLA-B27:07	5.200e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.800e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.570e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.840e+02	1.000e+00
HLA-B35:03	HLA-B35:03	8.000e+00	1.000e+00
HLA-B35:04	HLA-B35:04	2.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.000e+01	1.000e+00
HLA-B37:01	HLA-B37:01	6.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	2.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.480e+02	1.000e+00
HLA-B39:06	HLA-B39:06	6.400e+01	1.000e+00
HLA-B39:09	HLA-B39:09	3.000e+00	1.000e+00
HLA-B39:24	HLA-B39:24	3.800e+01	1.000e+00
HLA-B40:01	HLA-B40:01	2.480e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.070e+03	1.000e+00
HLA-B41:01	HLA-B41:01	4.100e+01	1.000e+00
HLA-B41:02	HLA-B41:02	2.000e+00	1.000e+00
HLA-B41:03	HLA-B41:03	8.000e+00	1.000e+00
HLA-B41:04	HLA-B41:04	6.000e+00	1.000e+00
HLA-B41:05	HLA-B41:05	5.000e+00	1.000e+00
HLA-B41:06	HLA-B41:06	2.000e+00	1.000e+00
HLA-B42:01	HLA-B42:01	1.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	5.430e+02	1.000e+00
HLA-B44:03	HLA-B44:03	3.700e+02	1.000e+00
HLA-B44:08	HLA-B44:08	5.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	1.000e+01	1.000e+00
HLA-B44:27	HLA-B44:27	5.000e+00	1.000e+00
HLA-B44:28	HLA-B44:28	4.000e+00	1.000e+00
HLA-B45:01	HLA-B45:01	8.500e+01	1.000e+00
HLA-B46:01	HLA-B46:01	2.140e+02	1.000e+00
HLA-B47:01	HLA-B47:01	1.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	1.000e+01	1.000e+00
HLA-B50:01	HLA-B50:01	4.100e+01	1.000e+00
HLA-B51:01	HLA-B51:01	5.830e+02	1.000e+00
HLA-B51:08	HLA-B51:08	5.100e+01	1.000e+00
HLA-B52:01	HLA-B52:01	2.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.570e+02	1.000e+00
HLA-B56:01	HLA-B56:01	8.600e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.241e+03	1.000e+00
HLA-B57:02	HLA-B57:02	1.000e+00	1.000e+00
HLA-B57:03	HLA-B57:03	3.780e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.290e+02	1.000e+00
HLA-B73:01	HLA-B73:01	2.800e+01	1.000e+00
HLA-C01:02	HLA-C01:02	2.750e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.450e+02	1.000e+00
HLA-C03:03	HLA-C03:03	3.200e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.560e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.400e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.110e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.610e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.700e+01	1.000e+00
HLA-C07:02	HLA-C07:02	1.300e+02	1.000e+00
HLA-C08:02	HLA-C08:02	3.620e+02	1.000e+00
HLA-C12:02	HLA-C12:02	1.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	1.050e+02	1.000e+00
HLA-C14:02	HLA-C14:02	3.590e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.030e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.950e+02	1.000e+00
HLA-C17:01	HLA-C17:01	4.400e+01	1.000e+00
JY	HLA-A02:01	2.736e+02	4.644e-01
JY	HLA-B07:02	3.033e+02	5.352e-01
JY	HLA-C07:02	9.595e-03	4.009e-04
LNT-229	HLA-A03:01	1.687e+03	7.741e-01
LNT-229	HLA-B35:01	4.580e+02	2.254e-01
LNT-229	HLA-C04:01	1.408e-01	4.955e-04
Line.1	HLA-A01:01	2.642e+01	2.994e-01
Line.1	HLA-A03:01	1.568e+01	1.503e-01
Line.1	HLA-B07:02	2.750e+01	2.645e-01
Line.1	HLA-B08:01	2.989e+01	2.765e-01
Line.1	HLA-C07:01	4.996e-01	8.881e-03
Line.1	HLA-C07:02	8.682e-03	5.770e-04
Line.10	HLA-A01:01	7.691e+01	2.261e-01
Line.10	HLA-A25:01	3.997e+00	2.248e-02
Line.10	HLA-B08:01	1.832e+02	4.040e-01
Line.10	HLA-B18:01	1.374e+02	3.428e-01
Line.10	HLA-C07:01	3.538e-01	2.689e-03
Line.10	HLA-C12:03	1.265e-01	1.984e-03
Line.11	HLA-A01:01	5.224e+01	7.405e-02
Line.11	HLA-A26:01	5.348e+02	5.611e-01
Line.11	HLA-B15:01	2.925e+02	3.303e-01
Line.11	HLA-B18:01	2.611e+01	3.303e-02
Line.11	HLA-C03:03	8.427e-02	5.712e-04
Line.11	HLA-C07:01	2.463e-01	1.022e-03
Line.12	HLA-A01:01	4.081e+01	1.042e-01
Line.12	HLA-A33:01	2.018e+00	6.318e-03
Line.12	HLA-B35:01	3.175e+02	6.199e-01
Line.12	HLA-B44:03	1.236e+02	2.685e-01
Line.12	HLA-C02:02	7.324e-02	8.983e-04
Line.12	HLA-C04:01	1.526e-02	1.928e-04
Line.13	HLA-A02:01	2.708e+01	3.099e-01
Line.13	HLA-A03:01	1.073e+01	1.292e-01
Line.13	HLA-B13:02	5.301e+01	5.542e-01
Line.13	HLA-B47:01	8.358e-03	1.343e-03
Line.13	HLA-C06:02	1.729e-01	5.305e-03
Line.14	HLA-A02:01	1.248e+01	3.018e-01
Line.14	HLA-A03:01	1.303e+01	3.084e-01
Line.14	HLA-B07:02	1.520e+01	3.735e-01
Line.14	HLA-B44:02	2.019e-01	1.056e-02
Line.14	HLA-C05:01	8.335e-02	5.460e-03
Line.14	HLA-C07:02	2.809e-04	3.228e-04
Line.15	HLA-A02:01	2.809e+01	1.466e-01
Line.15	HLA-A11:01	1.496e+02	7.239e-01
Line.15	HLA-B44:02	4.966e+00	3.858e-02
Line.15	HLA-B44:03	1.519e+01	8.746e-02
Line.15	HLA-C05:01	3.909e-02	8.796e-04
Line.15	HLA-C16:01	1.105e-01	2.552e-03
Line.16	HLA-A02:01	3.720e+01	4.730e-01
Line.16	HLA-A23:01	2.531e-01	9.548e-03
Line.16	HLA-B15:03	2.172e+01	3.150e-01
Line.16	HLA-B18:01	1.372e+01	1.979e-01
Line.16	HLA-C02:02	5.185e-02	2.277e-03
Line.16	HLA-C02:10	5.185e-02	2.277e-03
Line.17	HLA-A02:01	1.494e+01	4.797e-02
Line.17	HLA-A24:02	2.992e-01	2.645e-03
Line.17	HLA-B38:01	4.341e+01	1.277e-01
Line.17	HLA-B48:01	6.727e-03	4.773e-05
Line.17	HLA-C03:04	1.021e-01	1.155e-03
Line.17	HLA-C08:03	3.012e+02	8.205e-01
Line.18	HLA-A02:01	3.492e+01	1.060e-01
Line.18	HLA-A32:01	6.743e-02	9.236e-04
Line.18	HLA-B15:01	9.375e+01	2.930e-01
Line.18	HLA-B18:01	5.534e+01	1.819e-01
Line.18	HLA-C04:01	7.604e-03	1.707e-04
Line.18	HLA-C07:04	1.459e+02	4.181e-01
Line.19	HLA-A02:01	3.014e+00	4.843e-02
Line.19	HLA-A32:01	2.211e-02	1.175e-03
Line.19	HLA-B44:02	1.750e+00	3.702e-02
Line.19	HLA-B52:01	6.185e+01	9.020e-01
Line.19	HLA-C12:02	2.449e-01	6.844e-03
Line.19	HLA-C16:04	1.170e-01	4.565e-03
Line.2	HLA-A01:01	2.485e+01	1.606e-01
Line.2	HLA-A03:01	8.358e+01	4.413e-01
Line.2	HLA-B08:01	2.444e+01	1.196e-01
Line.2	HLA-B18:01	4.634e+01	2.538e-01
Line.2	HLA-C07:01	2.784e+00	2.470e-02
Line.20	HLA-A02:01	8.617e+00	1.526e-02
Line.20	HLA-A68:01	6.905e+02	8.796e-01
Line.20	HLA-B44:02	1.852e+01	3.522e-02
Line.20	HLA-C05:01	4.566e-02	3.310e-04
Line.20	HLA-C07:04	4.634e+01	6.963e-02
Line.21	HLA-A02:03	4.946e-02	5.492e-04
Line.21	HLA-A68:01	1.177e+01	5.678e-02
Line.21	HLA-B15:02	1.848e-01	1.882e-03
Line.21	HLA-B15:13	1.762e-01	1.768e-03
Line.21	HLA-C08:01	2.638e+02	9.390e-01
Line.22	HLA-A02:05	3.733e+02	7.701e-01
Line.22	HLA-A03:01	5.320e+01	1.311e-01
Line.22	HLA-B27:05	2.529e+00	8.186e-03
Line.22	HLA-B50:01	2.595e+01	8.966e-02
Line.22	HLA-C02:02	1.250e-02	2.804e-04
Line.22	HLA-C06:02	5.385e-02	6.775e-04
Line.23	HLA-A03:01	1.549e+02	5.024e-01
Line.23	HLA-B07:02	1.362e+01	6.360e-02
Line.23	HLA-B51:01	1.174e+02	4.327e-01
Line.23	HLA-C01:02	7.950e-02	1.212e-03
Line.23	HLA-C07:02	2.200e-04	6.922e-05
Line.24	HLA-A03:01	9.591e+01	8.033e-01
Line.24	HLA-B15:01	4.813e+00	5.964e-02
Line.24	HLA-B35:01	1.227e+01	1.360e-01
Line.24	HLA-C03:03	1.295e-02	8.865e-04
Line.24	HLA-C04:01	1.433e-03	1.807e-04
Line.25	HLA-A03:01	3.898e+02	5.614e-01
Line.25	HLA-B35:03	1.631e+00	8.960e-03
Line.25	HLA-B51:01	2.623e+02	4.276e-01
Line.25	HLA-C03:03	1.433e-01	1.315e-03
Line.25	HLA-C04:01	1.017e-01	7.822e-04
Line.26	HLA-A03:01	1.358e+01	1.919e-01
Line.26	HLA-A24:02	1.543e-01	5.743e-03
Line.26	HLA-B07:02	1.147e+01	1.694e-01
Line.26	HLA-B55:01	4.878e+01	6.308e-01
Line.26	HLA-C03:03	1.236e-02	9.340e-04
Line.26	HLA-C07:02	6.431e-03	1.274e-03
Line.27	HLA-A03:01	2.208e+01	1.871e-01
Line.27	HLA-A24:02	5.741e-01	9.878e-03
Line.27	HLA-B14:02	5.756e-02	1.617e-03
Line.27	HLA-B51:01	9.914e+01	7.974e-01
Line.27	HLA-C01:02	1.095e-01	2.919e-03
Line.27	HLA-C08:02	3.654e-02	1.013e-03
Line.28	HLA-A03:01	2.785e+01	1.880e-01
Line.28	HLA-A24:02	4.618e-02	1.512e-03
Line.28	HLA-B44:03	4.027e+01	2.989e-01
Line.28	HLA-B55:01	8.071e+01	5.080e-01
Line.28	HLA-C03:03	1.989e-02	7.425e-04
Line.28	HLA-C16:01	1.114e-01	2.807e-03
Line.29	HLA-A03:02	3.048e+02	4.400e-01
Line.29	HLA-A26:01	3.402e+02	4.980e-01
Line.29	HLA-B35:02	1.625e+01	3.667e-02
Line.29	HLA-B44:03	1.138e+01	2.319e-02
Line.29	HLA-C03:03	2.806e-02	3.389e-04
Line.29	HLA-C16:01	3.324e-01	1.825e-03
Line.3	HLA-A01:01	2.343e+01	5.530e-02
Line.3	HLA-A03:01	8.256e+01	1.501e-01
Line.3	HLA-B08:01	7.839e+01	1.349e-01
Line.3	HLA-B35:01	3.943e+02	6.577e-01
Line.3	HLA-C04:01	7.279e-02	5.288e-04
Line.3	HLA-C07:01	2.654e-01	1.515e-03
Line.30	HLA-A11:01	1.149e+02	9.245e-01
Line.30	HLA-B27:02	1.463e-03	1.587e-04
Line.30	HLA-B55:01	8.053e+00	7.525e-02
Line.30	HLA-C03:03	1.224e-05	1.107e-05
Line.30	HLA-C05:01	2.869e-04	6.522e-05
Line.31	HLA-A11:01	6.942e+01	1.296e-01
Line.31	HLA-A23:01	4.162e-01	2.474e-03
Line.31	HLA-B35:01	2.680e+02	4.802e-01
Line.31	HLA-B49:01	2.211e+02	3.869e-01
Line.31	HLA-C04:01	2.349e-02	3.316e-04
Line.31	HLA-C07:01	2.023e-02	3.782e-04
Line.32	HLA-A11:01	4.012e+00	2.888e-02
Line.32	HLA-A68:01	1.884e+02	9.246e-01
Line.32	HLA-B51:01	6.085e+00	4.109e-02
Line.32	HLA-B56:01	4.787e-01	5.243e-03
Line.32	HLA-C01:02	3.793e-03	1.574e-04
Line.32	HLA-C07:02	5.420e-05	2.948e-05
Line.33	HLA-A01:01	2.441e+01	1.234e-01
Line.33	HLA-A23:01	8.961e-01	8.732e-03
Line.33	HLA-B08:01	1.163e+02	4.220e-01
Line.33	HLA-B15:03	9.658e+01	4.157e-01
Line.33	HLA-C01:02	3.258e+00	2.317e-02
Line.33	HLA-C12:03	5.641e-01	7.010e-03
Line.34	HLA-A01:01	4.565e+01	6.236e-02
Line.34	HLA-A24:02	8.917e+00	1.675e-02
Line.34	HLA-B08:01	8.233e+01	8.429e-02
Line.34	HLA-B35:01	8.453e+02	8.338e-01
Line.34	HLA-C04:01	1.485e-01	6.816e-04
Line.34	HLA-C07:01	6.115e-01	2.159e-03
Line.35	HLA-A23:01	1.096e+00	2.200e-02
Line.35	HLA-A24:02	1.467e+00	2.367e-02
Line.35	HLA-B15:01	6.652e+01	6.830e-01
Line.35	HLA-B51:01	2.378e+01	2.535e-01
Line.35	HLA-C03:03	4.613e-03	3.605e-04
Line.35	HLA-C14:02	1.138e+00	1.746e-02
Line.36	HLA-A24:02	2.549e+00	7.414e-03
Line.36	HLA-A25:01	1.073e+00	4.979e-03
Line.36	HLA-B07:02	5.361e+02	5.961e-01
Line.36	HLA-B18:01	3.281e+02	3.895e-01
Line.36	HLA-C07:02	6.659e-02	1.234e-03
Line.36	HLA-C12:03	7.499e-02	7.767e-04
Line.37	HLA-A02:01	2.749e+01	1.394e-01
Line.37	HLA-A29:01	3.091e+00	2.056e-02
Line.37	HLA-B35:01	9.895e+01	4.711e-01
Line.37	HLA-B51:01	7.636e+01	3.674e-01
Line.37	HLA-C04:01	1.055e-02	3.590e-04
Line.37	HLA-C15:02	8.986e-02	1.229e-03
Line.38	HLA-A02:01	4.654e+02	5.847e-01
Line.38	HLA-A29:02	3.520e+01	5.282e-02
Line.38	HLA-B44:02	5.883e+01	1.008e-01
Line.38	HLA-B44:03	1.819e+02	2.518e-01
Line.38	HLA-C05:01	1.438e+00	5.304e-03
Line.38	HLA-C16:01	1.220e+00	4.669e-03
Line.39	HLA-A03:01	2.548e+02	4.328e-01
Line.39	HLA-A29:02	2.258e+01	4.701e-02
Line.39	HLA-B07:02	1.586e+02	2.806e-01
Line.39	HLA-B44:03	1.202e+02	2.314e-01
Line.39	HLA-C07:02	6.222e-03	3.314e-04
Line.39	HLA-C16:01	1.807e+00	7.831e-03
Line.4	HLA-A01:01	4.229e+01	1.476e-01
Line.4	HLA-A03:01	6.080e+01	1.722e-01
Line.4	HLA-B15:01	2.261e+02	6.413e-01
Line.4	HLA-B37:01	8.222e+00	3.346e-02
Line.4	HLA-C03:03	3.080e-01	3.194e-03
Line.4	HLA-C06:02	2.843e-01	2.195e-03
Line.40	HLA-A29:02	3.624e+02	5.061e-01
Line.40	HLA-B35:01	2.030e+02	3.042e-01
Line.40	HLA-B44:03	1.069e+02	1.837e-01
Line.40	HLA-C04:01	2.894e-02	2.761e-04
Line.40	HLA-C16:01	1.566e+00	5.858e-03
Line.41	HLA-A24:02	4.453e-01	4.105e-03
Line.41	HLA-A30:01	2.214e+01	6.719e-02
Line.41	HLA-B13:02	2.873e+02	8.197e-01
Line.41	HLA-B40:02	2.670e+01	1.043e-01
Line.41	HLA-C03:04	7.211e-02	1.060e-03
Line.41	HLA-C06:02	3.276e-01	3.622e-03
Line.42	HLA-A30:02	4.999e+01	3.772e-01
Line.42	HLA-A33:03	1.818e+01	1.411e-01
Line.42	HLA-B08:01	4.426e+00	3.559e-02
Line.42	HLA-B35:01	5.822e+01	4.404e-01
Line.42	HLA-C07:01	1.875e-01	5.689e-03
Line.43	HLA-A30:04	2.041e+01	8.805e-01
Line.43	HLA-A33:01	5.514e-04	1.133e-04
Line.43	HLA-B14:02	2.444e-05	9.566e-06
Line.43	HLA-B49:01	2.587e+00	1.183e-01
Line.43	HLA-C07:01	3.265e-03	1.061e-03
Line.43	HLA-C08:02	3.258e-06	2.932e-06
Line.44	HLA-A01:01	1.640e+01	6.081e-02
Line.44	HLA-A31:01	1.094e+02	2.610e-01
Line.44	HLA-B07:02	1.008e+02	2.637e-01
Line.44	HLA-B40:01	1.553e+02	4.123e-01
Line.44	HLA-C03:04	1.342e-01	1.750e-03
Line.44	HLA-C07:02	9.677e-03	3.877e-04
Line.45	HLA-A01:01	1.612e+01	4.293e-02
Line.45	HLA-A31:01	1.225e+02	2.275e-01
Line.45	HLA-B44:02	1.029e+00	4.093e-03
Line.45	HLA-B67:01	3.948e+02	7.215e-01
Line.45	HLA-C05:01	5.656e-01	3.165e-03
Line.45	HLA-C12:03	6.030e-02	8.960e-04
Line.46	HLA-A02:01	2.407e+02	3.673e-01
Line.46	HLA-A31:01	3.961e+02	5.411e-01
Line.46	HLA-B27:05	2.366e+01	4.829e-02
Line.46	HLA-B44:02	1.095e+01	3.056e-02
Line.46	HLA-C02:02	3.506e-02	4.179e-04
Line.46	HLA-C05:01	3.538e+00	1.227e-02
Line.47	HLA-A02:05	1.935e+01	3.856e-01
Line.47	HLA-A31:01	1.311e+01	2.510e-01
Line.47	HLA-B44:03	4.841e+00	1.148e-01
Line.47	HLA-B49:01	1.170e+01	2.481e-01
Line.47	HLA-C04:01	1.484e-04	3.959e-05
Line.47	HLA-C07:01	1.506e-03	4.112e-04
Line.48	HLA-A03:01	9.150e+01	1.556e-01
Line.48	HLA-A31:01	2.257e+02	3.303e-01
Line.48	HLA-B08:01	1.225e+02	1.886e-01
Line.48	HLA-B38:01	2.072e+02	3.245e-01
Line.48	HLA-C07:01	2.098e-02	4.160e-04
Line.48	HLA-C12:03	4.136e-02	5.340e-04
Line.49	HLA-A26:01	3.279e+02	8.725e-01
Line.49	HLA-A31:01	1.905e+01	5.360e-02
Line.49	HLA-B38:01	2.163e+01	6.371e-02
Line.49	HLA-B44:02	9.150e-01	5.412e-03
Line.49	HLA-C05:01	5.059e-01	4.177e-03
Line.49	HLA-C12:03	1.763e-02	5.454e-04
Line.5	HLA-A01:01	5.954e+01	1.658e-01
Line.5	HLA-A03:01	5.649e+01	1.304e-01
Line.5	HLA-B18:01	1.051e+02	2.527e-01
Line.5	HLA-B55:01	2.155e+02	4.487e-01
Line.5	HLA-C03:03	6.287e-02	8.274e-04
Line.5	HLA-C07:01	2.254e-01	1.623e-03
Line.50	HLA-A03:01	2.818e+01	4.188e-01
Line.50	HLA-A32:01	5.237e-02	2.871e-03
Line.50	HLA-B27:05	1.192e+00	2.167e-02
Line.50	HLA-B35:01	3.751e+01	5.527e-01
Line.50	HLA-C02:02	3.160e-02	2.007e-03
Line.50	HLA-C04:01	4.133e-02	1.874e-03
Line.51	HLA-A23:01	2.266e-01	4.733e-03
Line.51	HLA-A32:01	3.050e-02	8.938e-04
Line.51	HLA-B44:03	1.321e+02	8.071e-01
Line.51	HLA-B44:06	2.731e+01	1.656e-01
Line.51	HLA-C04:01	1.325e+00	1.111e-02
Line.51	HLA-C05:01	9.805e-01	1.059e-02
Line.52	HLA-A26:01	9.426e+00	2.679e-01
Line.52	HLA-A32:01	3.714e-04	1.398e-04
Line.52	HLA-B44:02	3.938e-02	3.229e-03
Line.52	HLA-B45:01	2.753e+01	7.284e-01
Line.52	HLA-C05:01	6.054e-04	1.570e-04
Line.52	HLA-C06:02	7.239e-04	1.999e-04
Line.53	HLA-A03:01	2.308e+01	5.761e-02
Line.53	HLA-A33:01	1.210e+00	4.444e-03
Line.53	HLA-B14:02	1.152e-01	1.114e-03
Line.53	HLA-B35:01	4.207e+02	9.274e-01
Line.53	HLA-C04:01	1.342e-01	1.341e-03
Line.53	HLA-C08:02	1.742e+00	8.088e-03
Line.54	HLA-A33:03	2.039e+01	1.573e-01
Line.54	HLA-A68:01	1.137e+02	7.642e-01
Line.54	HLA-B35:01	7.651e+00	6.387e-02
Line.54	HLA-B44:03	1.244e+00	1.423e-02
Line.54	HLA-C04:01	8.272e-04	7.581e-05
Line.54	HLA-C07:06	5.385e-03	3.738e-04
Line.55	HLA-A02:01	1.987e+01	4.416e-02
Line.55	HLA-A68:01	4.579e+02	7.747e-01
Line.55	HLA-B13:02	9.076e+01	1.721e-01
Line.55	HLA-B35:03	1.369e+00	7.980e-03
Line.55	HLA-C04:01	6.217e-02	6.746e-04
Line.55	HLA-C06:02	3.257e-02	4.139e-04
Line.6	HLA-A01:01	1.378e+01	5.374e-02
Line.6	HLA-A11:01	2.362e+02	5.964e-01
Line.6	HLA-B08:01	4.670e+01	1.196e-01
Line.6	HLA-B40:01	7.503e+01	2.265e-01
Line.6	HLA-C03:04	1.628e-01	2.179e-03
Line.6	HLA-C07:01	1.650e-01	1.563e-03
Line.7	HLA-A01:01	1.217e+01	8.018e-02
Line.7	HLA-A11:01	7.614e+01	3.722e-01
Line.7	HLA-B08:01	1.281e+01	6.278e-02
Line.7	HLA-B55:01	1.067e+02	4.817e-01
