sample	hla	p_ijk	pi
Line.34	HLA-A24:02	5.272e+00	1.106e-02
Line.34	HLA-B08:01	4.982e+01	5.306e-02
Line.34	HLA-B35:01	8.387e+02	8.242e-01
Line.34	HLA-C04:01	5.554e-02	4.134e-04
Line.34	HLA-C07:01	3.652e-01	1.642e-03
Line.35	HLA-A23:01	3.476e-01	1.028e-02
Line.35	HLA-A24:02	4.557e-01	1.018e-02
Line.35	HLA-B15:01	4.510e+01	5.131e-01
Line.35	HLA-B51:01	4.386e+01	4.603e-01
Line.35	HLA-C03:03	1.561e-02	9.332e-04
Line.35	HLA-C14:02	2.213e-01	5.241e-03
Line.36	HLA-A24:02	3.851e+00	1.042e-02
Line.36	HLA-A25:01	2.325e+00	7.094e-03
Line.36	HLA-B07:02	2.890e+02	3.190e-01
Line.36	HLA-B18:01	6.076e+02	6.618e-01
Line.36	HLA-C07:02	5.420e-02	7.701e-04
Line.36	HLA-C12:03	1.169e-01	9.439e-04
Line.37	HLA-A02:01	1.250e+01	6.958e-02
Line.37	HLA-A29:01	1.425e+00	1.163e-02
Line.37	HLA-B35:01	6.888e+01	3.789e-01
Line.37	HLA-B51:01	1.070e+02	5.369e-01
Line.37	HLA-C04:01	7.556e-03	3.396e-04
Line.37	HLA-C15:02	2.289e-01	2.579e-03
Line.38	HLA-A02:01	4.268e+02	5.561e-01
Line.38	HLA-A29:02	3.699e+01	6.072e-02
Line.38	HLA-B44:02	4.826e+01	8.759e-02
Line.38	HLA-B44:03	1.865e+02	2.696e-01
Line.38	HLA-C05:01	7.971e+00	1.942e-02
Line.38	HLA-C16:01	2.483e+00	6.511e-03
Line.39	HLA-A03:01	1.435e+02	2.863e-01
Line.39	HLA-A29:02	1.860e+01	4.733e-02
Line.39	HLA-B07:02	1.487e+02	2.984e-01
Line.39	HLA-B44:03	1.711e+02	3.593e-01
Line.39	HLA-C07:02	7.118e-03	2.967e-04
Line.39	HLA-C16:01	3.077e+00	8.398e-03
Line.4	HLA-A01:01	4.335e+01	1.601e-01
Line.4	HLA-A03:01	3.056e+01	9.157e-02
Line.4	HLA-B15:01	2.355e+02	7.043e-01
Line.4	HLA-B37:01	1.132e+01	4.139e-02
Line.4	HLA-C03:03	1.387e-01	1.688e-03
Line.4	HLA-C06:02	1.071e-01	1.026e-03
Line.40	HLA-A29:02	2.874e+02	4.689e-01
Line.40	HLA-B35:01	1.904e+02	3.092e-01
Line.40	HLA-B44:03	1.206e+02	2.171e-01
Line.40	HLA-C04:01	1.992e-02	2.338e-04
Line.40	HLA-C16:01	1.541e+00	4.509e-03
Line.41	HLA-A24:02	4.041e-01	3.976e-03
Line.41	HLA-A30:01	9.836e+00	3.346e-02
Line.41	HLA-B13:02	3.024e+02	8.894e-01
Line.41	HLA-B40:02	1.618e+01	7.063e-02
Line.41	HLA-C03:04	7.064e-02	1.112e-03
Line.41	HLA-C06:02	8.583e-02	1.371e-03
Line.42	HLA-A30:02	5.621e+01	3.991e-01
Line.42	HLA-A33:03	7.689e+00	6.133e-02
Line.42	HLA-B08:01	1.374e+00	1.110e-02
Line.42	HLA-B35:01	7.865e+01	5.241e-01
Line.42	HLA-C07:01	8.136e-02	4.350e-03
Line.43	HLA-A30:04	1.832e+01	8.829e-01
Line.43	HLA-A33:01	6.326e-03	1.197e-03
Line.43	HLA-B14:02	5.623e-04	2.053e-04
Line.43	HLA-B49:01	1.672e+00	1.137e-01
Line.43	HLA-C07:01	1.997e-03	1.969e-03
Line.43	HLA-C08:02	4.443e-07	1.009e-06
Line.44	HLA-A01:01	1.349e+01	5.407e-02
Line.44	HLA-A31:01	7.956e+01	2.002e-01
Line.44	HLA-B07:02	5.748e+01	1.643e-01
Line.44	HLA-B40:01	2.242e+02	5.789e-01
Line.44	HLA-C03:04	2.923e-01	2.289e-03
Line.44	HLA-C07:02	4.023e-03	2.404e-04
Line.45	HLA-A01:01	1.870e+01	5.014e-02
Line.45	HLA-A31:01	5.992e+01	1.255e-01
Line.45	HLA-B44:02	7.838e-01	3.590e-03
Line.45	HLA-B67:01	4.585e+02	8.141e-01
Line.45	HLA-C05:01	9.528e-01	5.222e-03
Line.45	HLA-C12:03	1.298e-01	1.499e-03
Line.46	HLA-A02:01	4.468e+02	6.207e-01
Line.46	HLA-A31:01	2.127e+02	2.988e-01
Line.46	HLA-B27:05	1.405e+01	2.972e-02
Line.46	HLA-B44:02	1.182e+01	3.060e-02
Line.46	HLA-C02:02	4.341e-02	4.762e-04
Line.46	HLA-C05:01	7.558e+00	1.973e-02
Line.47	HLA-A02:05	2.697e+01	7.056e-01
Line.47	HLA-A31:01	3.975e-01	1.491e-02
Line.47	HLA-B44:03	3.512e+00	1.135e-01
Line.47	HLA-B49:01	5.122e+00	1.659e-01
Line.47	HLA-C04:01	1.000e-07	6.935e-07
Line.47	HLA-C07:01	2.163e-04	5.530e-05
Line.48	HLA-A03:01	1.280e+02	2.108e-01
Line.48	HLA-A31:01	1.428e+02	2.128e-01
Line.48	HLA-B08:01	1.609e+02	2.410e-01
Line.48	HLA-B38:01	2.203e+02	3.335e-01
Line.48	HLA-C07:01	1.966e-02	6.738e-04
Line.48	HLA-C12:03	1.346e-01	1.321e-03
Line.49	HLA-A26:01	2.915e+02	8.570e-01
Line.49	HLA-A31:01	8.807e+00	3.074e-02
Line.49	HLA-B38:01	3.060e+01	9.723e-02
Line.49	HLA-B44:02	6.014e-01	4.574e-03
Line.49	HLA-C05:01	1.428e+00	9.628e-03
Line.49	HLA-C12:03	3.042e-02	8.279e-04
Line.5	HLA-A01:01	5.767e+01	1.579e-01
Line.5	HLA-A03:01	2.371e+01	5.776e-02
Line.5	HLA-B18:01	1.753e+02	3.801e-01
Line.5	HLA-B55:01	2.040e+02	4.019e-01
Line.5	HLA-C03:03	6.901e-02	8.915e-04
Line.5	HLA-C07:01	1.977e-01	1.383e-03
Line.50	HLA-A03:01	1.424e+01	2.396e-01
Line.50	HLA-A32:01	1.457e-02	1.132e-03
Line.50	HLA-B27:05	4.101e-01	9.638e-03
Line.50	HLA-B35:01	4.931e+01	7.472e-01
Line.50	HLA-C02:02	2.068e-02	1.609e-03
Line.50	HLA-C04:01	6.079e-03	7.709e-04
Line.51	HLA-A23:01	2.774e-01	5.985e-03
Line.51	HLA-A32:01	2.927e-01	4.346e-03
Line.51	HLA-B44:03	1.159e+02	7.926e-01
Line.51	HLA-B44:06	2.513e+01	1.675e-01
Line.51	HLA-C04:01	3.324e-02	1.004e-03
Line.51	HLA-C05:01	3.399e+00	2.851e-02
Line.52	HLA-A26:01	6.572e+00	1.259e-01
Line.52	HLA-A32:01	4.180e-04	7.169e-05
Line.52	HLA-B44:02	1.696e-01	6.492e-03
Line.52	HLA-B45:01	5.221e+01	8.646e-01
Line.52	HLA-C05:01	5.089e-02	2.794e-03
Line.52	HLA-C06:02	4.319e-04	7.951e-05
Line.53	HLA-A03:01	7.473e+00	2.124e-02
Line.53	HLA-A33:01	7.452e-01	3.717e-03
Line.53	HLA-B14:02	3.531e-02	6.900e-04
Line.53	HLA-B35:01	4.272e+02	9.674e-01
Line.53	HLA-C04:01	1.216e-01	1.212e-03
Line.53	HLA-C08:02	1.427e+00	5.712e-03
Line.54	HLA-A33:03	5.548e+00	5.368e-02
Line.54	HLA-A68:01	1.084e+02	7.789e-01
Line.54	HLA-B35:01	1.543e+01	1.292e-01
Line.54	HLA-B44:03	3.563e+00	3.779e-02
Line.54	HLA-C04:01	1.203e-04	6.353e-05
Line.54	HLA-C07:06	5.082e-03	3.252e-04
Line.55	HLA-A02:01	3.133e+01	6.340e-02
Line.55	HLA-A68:01	3.645e+02	6.862e-01
Line.55	HLA-B13:02	1.137e+02	2.319e-01
Line.55	HLA-B35:03	2.352e+00	1.775e-02
Line.55	HLA-C04:01	2.689e-02	4.284e-04
Line.55	HLA-C06:02	2.260e-02	3.342e-04
Line.6	HLA-A01:01	9.820e+00	4.184e-02
Line.6	HLA-A11:01	1.929e+02	5.068e-01
Line.6	HLA-B08:01	4.869e+01	1.267e-01
Line.6	HLA-B40:01	1.132e+02	3.206e-01
Line.6	HLA-C03:04	2.395e-01	2.320e-03
Line.6	HLA-C07:01	1.444e-01	1.731e-03
Line.7	HLA-A01:01	1.045e+01	6.629e-02
Line.7	HLA-A11:01	7.215e+01	3.329e-01
Line.7	HLA-B08:01	1.018e+01	4.765e-02
Line.7	HLA-B55:01	1.350e+02	5.503e-01
Line.7	HLA-C03:03	5.834e-02	1.370e-03
Line.7	HLA-C07:01	1.162e-01	1.544e-03
Line.8	HLA-A01:01	6.127e+00	3.274e-02
