sample	hla	p_ijk	pi
HCC1937	HLA-B40:01	8.488e+02	7.837e-01
HCC1937	HLA-C03:04	8.275e-02	5.342e-04
HCC1937	HLA-C07:02	1.923e-01	1.534e-03
HCT116	HLA-A01:01	4.312e+01	6.619e-02
HCT116	HLA-A02:01	2.485e+02	2.825e-01
HCT116	HLA-B18:01	1.421e+01	2.202e-02
HCT116	HLA-B45:01	5.396e+02	6.177e-01
HCT116	HLA-C05:01	4.077e+00	9.595e-03
HCT116	HLA-C07:01	5.033e-01	2.029e-03
HEK293	HLA-A03:01	1.007e+03	9.961e-01
HEK293	HLA-B07:02	2.022e+00	3.661e-03
HEK293	HLA-C07:02	8.006e-03	2.086e-04
HL-60	HLA-A01:01	7.860e-01	1.409e-03
HL-60	HLA-B57:01	1.329e+03	9.897e-01
HL-60	HLA-C06:02	5.513e+00	8.858e-03
HLA-A01:01	HLA-A01:01	1.283e+03	1.000e+00
HLA-A02:01	HLA-A02:01	1.807e+03	1.000e+00
HLA-A02:03	HLA-A02:03	1.750e+02	1.000e+00
HLA-A02:04	HLA-A02:04	3.630e+02	1.000e+00
HLA-A02:05	HLA-A02:05	3.500e+01	1.000e+00
HLA-A02:07	HLA-A02:07	5.500e+02	1.000e+00
HLA-A03:01	HLA-A03:01	6.160e+02	1.000e+00
HLA-A03:02	HLA-A03:02	4.000e+00	1.000e+00
HLA-A11:01	HLA-A11:01	3.900e+02	1.000e+00
HLA-A24:02	HLA-A24:02	9.840e+02	1.000e+00
HLA-A24:06	HLA-A24:06	2.500e+01	1.000e+00
HLA-A24:13	HLA-A24:13	1.000e+01	1.000e+00
HLA-A26:01	HLA-A26:01	2.100e+01	1.000e+00
HLA-A26:02	HLA-A26:02	1.000e+00	1.000e+00
HLA-A29:02	HLA-A29:02	1.205e+03	1.000e+00
HLA-A30:01	HLA-A30:01	3.000e+00	1.000e+00
HLA-A31:01	HLA-A31:01	3.590e+02	1.000e+00
HLA-A32:01	HLA-A32:01	5.700e+01	1.000e+00
HLA-A66:01	HLA-A66:01	8.000e+00	1.000e+00
HLA-A66:02	HLA-A66:02	4.000e+00	1.000e+00
HLA-A68:01	HLA-A68:01	6.000e+00	1.000e+00
HLA-A68:02	HLA-A68:02	3.680e+02	1.000e+00
HLA-A69:01	HLA-A69:01	2.000e+00	1.000e+00
HLA-B07:02	HLA-B07:02	2.001e+03	1.000e+00
HLA-B08:01	HLA-B08:01	6.720e+02	1.000e+00
HLA-B13:01	HLA-B13:01	5.000e+00	1.000e+00
HLA-B13:02	HLA-B13:02	9.000e+00	1.000e+00
HLA-B14:02	HLA-B14:02	4.100e+01	1.000e+00
HLA-B14:03	HLA-B14:03	2.000e+00	1.000e+00
HLA-B15:01	HLA-B15:01	1.188e+03	1.000e+00
HLA-B15:02	HLA-B15:02	3.720e+02	1.000e+00
HLA-B15:08	HLA-B15:08	3.000e+00	1.000e+00
HLA-B15:10	HLA-B15:10	1.000e+00	1.000e+00
HLA-B15:11	HLA-B15:11	1.200e+01	1.000e+00
HLA-B15:16	HLA-B15:16	1.000e+00	1.000e+00
HLA-B15:17	HLA-B15:17	2.000e+00	1.000e+00
HLA-B15:18	HLA-B15:18	1.000e+00	1.000e+00
HLA-B15:42	HLA-B15:42	1.000e+00	1.000e+00
HLA-B18:01	HLA-B18:01	1.440e+02	1.000e+00
HLA-B18:03	HLA-B18:03	1.300e+01	1.000e+00
HLA-B27:01	HLA-B27:01	4.160e+02	1.000e+00
HLA-B27:02	HLA-B27:02	2.970e+02	1.000e+00
HLA-B27:03	HLA-B27:03	1.600e+01	1.000e+00
HLA-B27:04	HLA-B27:04	2.300e+01	1.000e+00
HLA-B27:05	HLA-B27:05	3.190e+02	1.000e+00
HLA-B27:06	HLA-B27:06	3.300e+01	1.000e+00
HLA-B27:07	HLA-B27:07	5.200e+01	1.000e+00
HLA-B27:08	HLA-B27:08	8.800e+01	1.000e+00
HLA-B27:09	HLA-B27:09	3.570e+02	1.000e+00
HLA-B35:01	HLA-B35:01	2.840e+02	1.000e+00
HLA-B35:03	HLA-B35:03	8.000e+00	1.000e+00
HLA-B35:04	HLA-B35:04	2.000e+00	1.000e+00
HLA-B35:08	HLA-B35:08	2.000e+01	1.000e+00
HLA-B37:01	HLA-B37:01	6.000e+00	1.000e+00
HLA-B38:01	HLA-B38:01	2.000e+00	1.000e+00
HLA-B39:01	HLA-B39:01	1.480e+02	1.000e+00
HLA-B39:06	HLA-B39:06	6.400e+01	1.000e+00
HLA-B39:09	HLA-B39:09	3.000e+00	1.000e+00
HLA-B39:24	HLA-B39:24	3.800e+01	1.000e+00
HLA-B40:01	HLA-B40:01	2.480e+02	1.000e+00
HLA-B40:02	HLA-B40:02	1.070e+03	1.000e+00
HLA-B41:01	HLA-B41:01	4.100e+01	1.000e+00
HLA-B41:02	HLA-B41:02	2.000e+00	1.000e+00
HLA-B41:03	HLA-B41:03	8.000e+00	1.000e+00
HLA-B41:04	HLA-B41:04	6.000e+00	1.000e+00
HLA-B41:05	HLA-B41:05	5.000e+00	1.000e+00
HLA-B41:06	HLA-B41:06	2.000e+00	1.000e+00
HLA-B42:01	HLA-B42:01	1.000e+00	1.000e+00
HLA-B44:02	HLA-B44:02	5.430e+02	1.000e+00
HLA-B44:03	HLA-B44:03	3.700e+02	1.000e+00
HLA-B44:08	HLA-B44:08	5.000e+00	1.000e+00
HLA-B44:09	HLA-B44:09	1.000e+01	1.000e+00
HLA-B44:27	HLA-B44:27	5.000e+00	1.000e+00
HLA-B44:28	HLA-B44:28	4.000e+00	1.000e+00
HLA-B45:01	HLA-B45:01	8.500e+01	1.000e+00
HLA-B46:01	HLA-B46:01	2.140e+02	1.000e+00
HLA-B47:01	HLA-B47:01	1.000e+00	1.000e+00
HLA-B49:01	HLA-B49:01	1.000e+01	1.000e+00
HLA-B50:01	HLA-B50:01	4.100e+01	1.000e+00
HLA-B51:01	HLA-B51:01	5.830e+02	1.000e+00
HLA-B51:08	HLA-B51:08	5.100e+01	1.000e+00
HLA-B52:01	HLA-B52:01	2.000e+00	1.000e+00
HLA-B54:01	HLA-B54:01	1.570e+02	1.000e+00
HLA-B56:01	HLA-B56:01	8.600e+01	1.000e+00
HLA-B57:01	HLA-B57:01	2.241e+03	1.000e+00
HLA-B57:02	HLA-B57:02	1.000e+00	1.000e+00
HLA-B57:03	HLA-B57:03	3.780e+02	1.000e+00
HLA-B58:01	HLA-B58:01	2.290e+02	1.000e+00
HLA-B73:01	HLA-B73:01	2.800e+01	1.000e+00
HLA-C01:02	HLA-C01:02	2.750e+02	1.000e+00
HLA-C02:02	HLA-C02:02	1.450e+02	1.000e+00
HLA-C03:03	HLA-C03:03	3.200e+01	1.000e+00
HLA-C03:04	HLA-C03:04	1.560e+02	1.000e+00
HLA-C04:01	HLA-C04:01	2.400e+02	1.000e+00
HLA-C05:01	HLA-C05:01	4.110e+02	1.000e+00
HLA-C06:02	HLA-C06:02	2.610e+02	1.000e+00
HLA-C07:01	HLA-C07:01	2.700e+01	1.000e+00
HLA-C07:02	HLA-C07:02	1.300e+02	1.000e+00
HLA-C08:02	HLA-C08:02	3.620e+02	1.000e+00
HLA-C12:02	HLA-C12:02	1.000e+00	1.000e+00
HLA-C12:03	HLA-C12:03	1.050e+02	1.000e+00
HLA-C14:02	HLA-C14:02	3.590e+02	1.000e+00
HLA-C15:02	HLA-C15:02	2.030e+02	1.000e+00
HLA-C16:01	HLA-C16:01	3.950e+02	1.000e+00
HLA-C17:01	HLA-C17:01	4.400e+01	1.000e+00
JY	HLA-A02:01	3.833e+02	6.419e-01
JY	HLA-B07:02	1.937e+02	3.575e-01
JY	HLA-C07:02	2.085e-02	5.846e-04
LNT-229	HLA-A03:01	1.934e+03	8.812e-01
LNT-229	HLA-B35:01	2.104e+02	1.184e-01
LNT-229	HLA-C04:01	1.582e-01	4.506e-04
Line.1	HLA-A01:01	5.366e+01	5.564e-01
Line.1	HLA-A03:01	2.141e+01	1.970e-01
Line.1	HLA-B07:02	1.032e+01	1.052e-01
Line.1	HLA-B08:01	1.381e+01	1.282e-01
Line.1	HLA-C07:01	7.795e-01	1.218e-02
Line.1	HLA-C07:02	2.649e-02	9.969e-04
Line.10	HLA-A01:01	1.417e+02	3.780e-01
Line.10	HLA-A25:01	2.462e+00	1.620e-02
Line.10	HLA-B08:01	4.234e+01	9.487e-02
Line.10	HLA-B18:01	2.149e+02	5.058e-01
Line.10	HLA-C07:01	4.852e-01	3.160e-03
Line.10	HLA-C12:03	1.084e-01	1.928e-03
Line.11	HLA-A01:01	9.340e+01	1.219e-01
Line.11	HLA-A26:01	3.738e+02	3.983e-01
Line.11	HLA-B15:01	3.895e+02	4.175e-01
Line.11	HLA-B18:01	4.889e+01	6.057e-02
Line.11	HLA-C03:03	5.490e-02	4.559e-04
Line.11	HLA-C07:01	3.419e-01	1.268e-03
Line.12	HLA-A01:01	8.809e+01	2.019e-01
Line.12	HLA-A33:01	1.568e+00	4.837e-03
Line.12	HLA-B35:01	2.244e+02	4.390e-01
Line.12	HLA-B44:03	1.699e+02	3.532e-01
Line.12	HLA-C02:02	6.350e-02	8.460e-04
Line.12	HLA-C04:01	9.458e-03	1.524e-04
Line.13	HLA-A02:01	2.581e+01	3.002e-01
Line.13	HLA-A03:01	1.522e+01	1.829e-01
Line.13	HLA-B13:02	4.991e+01	5.120e-01
Line.13	HLA-B47:01	2.836e-03	1.398e-03
Line.13	HLA-C06:02	6.540e-02	3.477e-03
Line.14	HLA-A02:01	1.227e+01	2.926e-01
Line.14	HLA-A03:01	2.301e+01	5.358e-01
Line.14	HLA-B07:02	4.832e+00	1.357e-01
Line.14	HLA-B44:02	4.686e-01	2.074e-02
Line.14	HLA-C05:01	4.126e-01	1.470e-02
Line.14	HLA-C07:02	1.333e-03	4.681e-04
Line.15	HLA-A02:01	2.140e+01	1.090e-01
Line.15	HLA-A11:01	1.413e+02	6.925e-01
Line.15	HLA-B44:02	6.676e+00	4.793e-02
Line.15	HLA-B44:03	2.848e+01	1.472e-01
Line.15	HLA-C05:01	4.424e-02	1.138e-03
Line.15	HLA-C16:01	1.420e-01	2.310e-03
Line.16	HLA-A02:01	3.373e+01	4.334e-01
Line.16	HLA-A23:01	1.291e-01	6.900e-03
Line.16	HLA-B15:03	2.335e+01	3.260e-01
Line.16	HLA-B18:01	1.570e+01	2.296e-01
Line.16	HLA-C02:02	4.517e-02	2.044e-03
Line.16	HLA-C02:10	4.517e-02	2.044e-03
Line.17	HLA-A02:01	2.386e+01	7.404e-02
Line.17	HLA-A24:02	4.269e-01	3.224e-03
Line.17	HLA-B38:01	2.852e+01	8.535e-02
Line.17	HLA-B48:01	5.147e-03	5.480e-05
Line.17	HLA-C03:04	7.408e-02	1.068e-03
Line.17	HLA-C08:03	3.071e+02	8.363e-01
Line.18	HLA-A02:01	4.258e+01	1.217e-01
Line.18	HLA-A32:01	1.652e-01	1.515e-03
Line.18	HLA-B15:01	1.253e+02	3.689e-01
Line.18	HLA-B18:01	6.995e+01	2.242e-01
Line.18	HLA-C04:01	5.650e-03	1.438e-04
Line.18	HLA-C07:04	9.201e+01	2.836e-01
Line.19	HLA-A02:01	3.955e+00	6.317e-02
Line.19	HLA-A32:01	6.049e-02	2.373e-03
Line.19	HLA-B44:02	2.761e+00	5.601e-02
Line.19	HLA-B52:01	5.994e+01	8.680e-01
Line.19	HLA-C12:02	1.829e-01	6.092e-03
Line.19	HLA-C16:04	9.664e-02	4.392e-03
Line.2	HLA-A01:01	4.571e+01	2.682e-01
Line.2	HLA-A03:01	7.934e+01	4.126e-01
Line.2	HLA-B08:01	5.883e+00	3.132e-02
Line.2	HLA-B18:01	4.662e+01	2.535e-01
Line.2	HLA-C07:01	4.453e+00	3.439e-02
Line.20	HLA-A02:01	1.607e+01	2.546e-02
Line.20	HLA-A68:01	6.552e+02	8.230e-01
Line.20	HLA-B44:02	3.111e+01	5.566e-02
Line.20	HLA-C05:01	6.492e-02	4.819e-04
Line.20	HLA-C07:04	6.160e+01	9.541e-02
Line.21	HLA-A02:03	4.769e-02	5.651e-04
Line.21	HLA-A68:01	6.890e+00	3.260e-02
Line.21	HLA-B15:02	1.538e-01	1.664e-03
Line.21	HLA-B15:13	1.213e-01	1.406e-03
Line.21	HLA-C08:01	2.688e+02	9.638e-01
Line.22	HLA-A02:05	3.047e+02	6.154e-01
Line.22	HLA-A03:01	6.663e+01	1.616e-01
Line.22	HLA-B27:05	2.073e+00	6.256e-03
Line.22	HLA-B50:01	8.154e+01	2.158e-01
Line.22	HLA-C02:02	1.368e-02	3.207e-04
Line.22	HLA-C06:02	2.907e-02	5.264e-04
Line.23	HLA-A03:01	1.655e+02	5.591e-01
Line.23	HLA-B07:02	5.510e+00	3.123e-02
Line.23	HLA-B51:01	1.149e+02	4.085e-01
Line.23	HLA-C01:02	6.999e-02	1.004e-03
Line.23	HLA-C07:02	5.818e-04	8.564e-05
Line.24	HLA-A03:01	1.010e+02	8.575e-01
Line.24	HLA-B15:01	5.538e+00	6.372e-02
Line.24	HLA-B35:01	6.468e+00	7.801e-02
Line.24	HLA-C03:03	7.454e-03	6.575e-04
Line.24	HLA-C04:01	8.522e-04	1.538e-04
Line.25	HLA-A03:01	4.087e+02	6.065e-01
Line.25	HLA-B35:03	1.687e+00	1.118e-02
Line.25	HLA-B51:01	2.434e+02	3.804e-01
Line.25	HLA-C03:03	1.384e-01	1.300e-03
Line.25	HLA-C04:01	1.124e-01	6.722e-04
Line.26	HLA-A03:01	3.044e+01	4.081e-01
Line.26	HLA-A24:02	2.310e-01	7.751e-03
Line.26	HLA-B07:02	9.670e+00	1.480e-01
Line.26	HLA-B55:01	3.363e+01	4.336e-01
Line.26	HLA-C03:03	1.596e-02	1.069e-03
Line.26	HLA-C07:02	1.255e-02	1.531e-03
Line.27	HLA-A03:01	3.053e+01	2.479e-01
Line.27	HLA-A24:02	1.072e+00	1.471e-02
Line.27	HLA-B14:02	1.626e-02	1.660e-03
Line.27	HLA-B51:01	9.018e+01	7.308e-01
Line.27	HLA-C01:02	1.095e-01	2.915e-03
Line.27	HLA-C08:02	8.785e-02	2.065e-03
Line.28	HLA-A03:01	5.051e+01	3.244e-01
Line.28	HLA-A24:02	4.532e-02	1.766e-03
Line.28	HLA-B44:03	6.938e+01	4.777e-01
Line.28	HLA-B55:01	2.886e+01	1.926e-01
Line.28	HLA-C03:03	2.721e-02	7.870e-04
Line.28	HLA-C16:01	1.770e-01	2.810e-03
Line.29	HLA-A03:02	3.361e+02	4.786e-01
Line.29	HLA-A26:01	2.716e+02	3.971e-01
Line.29	HLA-B35:02	3.089e+01	6.333e-02
Line.29	HLA-B44:03	3.409e+01	5.925e-02
Line.29	HLA-C03:03	2.711e-02	3.461e-04
Line.29	HLA-C16:01	2.782e-01	1.383e-03
Line.3	HLA-A01:01	6.603e+01	1.349e-01
Line.3	HLA-A03:01	1.241e+02	2.103e-01
Line.3	HLA-B08:01	4.212e+01	7.448e-02
Line.3	HLA-B35:01	3.463e+02	5.779e-01
Line.3	HLA-C04:01	7.040e-02	4.936e-04
Line.3	HLA-C07:01	3.722e-01	1.885e-03
Line.30	HLA-A11:01	1.205e+02	9.767e-01
Line.30	HLA-B27:02	8.590e-04	1.320e-04
Line.30	HLA-B55:01	2.512e+00	2.306e-02
Line.30	HLA-C03:03	1.037e-05	1.094e-05
Line.30	HLA-C05:01	1.181e-03	8.317e-05
Line.31	HLA-A11:01	6.788e+01	1.286e-01
Line.31	HLA-A23:01	2.767e-01	2.188e-03
Line.31	HLA-B35:01	1.973e+02	3.746e-01
Line.31	HLA-B49:01	2.935e+02	4.940e-01
Line.31	HLA-C04:01	2.120e-02	3.216e-04
Line.31	HLA-C07:01	1.959e-02	3.811e-04
Line.32	HLA-A11:01	7.050e+00	4.987e-02
Line.32	HLA-A68:01	1.838e+02	8.992e-01
Line.32	HLA-B51:01	7.828e+00	4.691e-02
Line.32	HLA-B56:01	3.630e-01	3.841e-03
Line.32	HLA-C01:02	3.999e-03	1.313e-04
Line.32	HLA-C07:02	9.364e-05	3.181e-05
Line.33	HLA-A01:01	5.349e+01	2.444e-01
Line.33	HLA-A23:01	5.059e-01	6.678e-03
Line.33	HLA-B08:01	4.765e+01	1.729e-01
Line.33	HLA-B15:03	1.341e+02	5.435e-01
Line.33	HLA-C01:02	5.713e+00	2.618e-02
Line.33	HLA-C12:03	4.955e-01	6.345e-03
Line.34	HLA-A01:01	1.594e+02	1.864e-01
Line.34	HLA-A24:02	7.832e+00	1.503e-02
Line.34	HLA-B08:01	3.810e+01	4.103e-02
Line.34	HLA-B35:01	7.767e+02	7.544e-01
Line.34	HLA-C04:01	1.562e-01	7.146e-04
Line.34	HLA-C07:01	7.929e-01	2.482e-03
Line.35	HLA-A23:01	7.464e-01	1.663e-02
Line.35	HLA-A24:02	8.518e-01	1.516e-02
Line.35	HLA-B15:01	7.407e+01	7.653e-01
Line.35	HLA-B51:01	1.747e+01	1.882e-01
Line.35	HLA-C03:03	2.274e-03	3.109e-04
Line.35	HLA-C14:02	8.636e-01	1.442e-02
Line.36	HLA-A24:02	3.792e+00	1.012e-02
Line.36	HLA-A25:01	6.697e-01	4.404e-03
Line.36	HLA-B07:02	2.110e+02	2.522e-01
Line.36	HLA-B18:01	6.523e+02	7.306e-01
Line.36	HLA-C07:02	1.654e-01	1.691e-03
Line.36	HLA-C12:03	1.140e-01	9.386e-04
Line.37	HLA-A02:01	4.005e+01	1.899e-01
Line.37	HLA-A29:01	4.011e+00	2.744e-02
Line.37	HLA-B35:01	8.572e+01	4.226e-01
Line.37	HLA-B51:01	7.613e+01	3.585e-01
Line.37	HLA-C04:01	8.745e-03	3.446e-04
Line.37	HLA-C15:02	8.055e-02	1.291e-03
Line.38	HLA-A02:01	3.815e+02	4.799e-01
Line.38	HLA-A29:02	4.315e+01	6.563e-02
Line.38	HLA-B44:02	7.303e+01	1.216e-01
Line.38	HLA-B44:03	2.437e+02	3.240e-01
Line.38	HLA-C05:01	1.826e+00	6.446e-03
Line.38	HLA-C16:01	8.422e-01	2.500e-03
Line.39	HLA-A03:01	3.001e+02	5.081e-01
Line.39	HLA-A29:02	3.445e+01	7.266e-02
Line.39	HLA-B07:02	2.952e+01	6.273e-02
Line.39	HLA-B44:03	1.912e+02	3.491e-01
Line.39	HLA-C07:02	1.105e-02	3.804e-04
Line.39	HLA-C16:01	2.771e+00	6.974e-03
Line.4	HLA-A01:01	6.907e+01	2.310e-01
Line.4	HLA-A03:01	4.756e+01	1.362e-01
Line.4	HLA-B15:01	2.135e+02	6.014e-01
Line.4	HLA-B37:01	7.624e+00	2.834e-02
Line.4	HLA-C03:03	1.402e-01	1.851e-03
Line.4	HLA-C06:02	9.848e-02	1.191e-03
Line.40	HLA-A29:02	4.381e+02	6.356e-01
Line.40	HLA-B35:01	1.150e+02	1.686e-01
Line.40	HLA-B44:03	1.185e+02	1.900e-01
Line.40	HLA-C04:01	3.462e-02	2.485e-04
Line.40	HLA-C16:01	2.432e+00	5.495e-03
Line.41	HLA-A24:02	7.386e-01	5.755e-03
Line.41	HLA-A30:01	3.574e+01	1.096e-01
Line.41	HLA-B13:02	2.540e+02	7.148e-01
Line.41	HLA-B40:02	4.635e+01	1.663e-01
Line.41	HLA-C03:04	7.254e-02	1.103e-03
Line.41	HLA-C06:02	1.178e-01	2.408e-03
Line.42	HLA-A30:02	3.404e+01	2.834e-01
Line.42	HLA-A33:03	1.090e+01	8.181e-02
Line.42	HLA-B08:01	1.838e+00	1.586e-02
Line.42	HLA-B35:01	8.402e+01	6.121e-01
Line.42	HLA-C07:01	1.924e-01	6.814e-03
Line.43	HLA-A30:04	1.736e+01	7.579e-01
Line.43	HLA-A33:01	3.933e-04	1.016e-04
Line.43	HLA-B14:02	4.715e-07	7.035e-06
Line.43	HLA-B49:01	5.635e+00	2.406e-01
Line.43	HLA-C07:01	4.098e-03	1.324e-03
Line.43	HLA-C08:02	1.121e-06	2.928e-06
Line.44	HLA-A01:01	2.883e+01	1.004e-01
Line.44	HLA-A31:01	4.806e+01	1.213e-01
Line.44	HLA-B07:02	1.432e+01	4.757e-02
Line.44	HLA-B40:01	2.906e+02	7.288e-01
Line.44	HLA-C03:04	1.331e-01	1.468e-03
Line.44	HLA-C07:02	1.919e-02	4.207e-04
Line.45	HLA-A01:01	5.642e+01	1.300e-01
Line.45	HLA-A31:01	9.946e+01	1.811e-01
Line.45	HLA-B44:02	2.921e+00	1.045e-02
Line.45	HLA-B67:01	3.756e+02	6.739e-01
Line.45	HLA-C05:01	5.823e-01	3.614e-03
Line.45	HLA-C12:03	4.789e-02	9.096e-04
Line.46	HLA-A02:01	2.857e+02	4.309e-01
Line.46	HLA-A31:01	3.425e+02	4.612e-01
Line.46	HLA-B27:05	2.253e+01	4.455e-02
Line.46	HLA-B44:02	1.821e+01	4.537e-02
Line.46	HLA-C02:02	3.652e-02	4.525e-04
Line.46	HLA-C05:01	5.985e+00	1.750e-02
Line.47	HLA-A02:05	1.188e+01	2.386e-01
Line.47	HLA-A31:01	1.055e+01	2.064e-01
Line.47	HLA-B44:03	9.357e+00	2.046e-01
Line.47	HLA-B49:01	1.721e+01	3.498e-01
Line.47	HLA-C04:01	8.153e-05	3.514e-05
Line.47	HLA-C07:01	2.635e-03	5.197e-04
Line.48	HLA-A03:01	1.942e+02	3.160e-01
Line.48	HLA-A31:01	1.932e+02	2.751e-01
Line.48	HLA-B08:01	6.903e+01	1.147e-01
Line.48	HLA-B38:01	1.905e+02	2.931e-01
Line.48	HLA-C07:01	2.139e-02	4.744e-04
Line.48	HLA-C12:03	3.678e-02	5.552e-04
Line.49	HLA-A26:01	3.350e+02	8.877e-01
Line.49	HLA-A31:01	1.352e+01	3.669e-02
Line.49	HLA-B38:01	1.806e+01	5.540e-02
Line.49	HLA-B44:02	2.740e+00	1.487e-02
Line.49	HLA-C05:01	6.201e-01	4.690e-03
Line.49	HLA-C12:03	1.562e-02	6.509e-04
Line.5	HLA-A01:01	1.150e+02	2.864e-01
Line.5	HLA-A03:01	9.837e+01	2.105e-01
Line.5	HLA-B18:01	1.264e+02	2.898e-01
Line.5	HLA-B55:01	9.686e+01	2.107e-01
Line.5	HLA-C03:03	4.112e-02	5.777e-04
Line.5	HLA-C07:01	3.348e-01	2.010e-03
Line.50	HLA-A03:01	3.263e+01	4.735e-01
Line.50	HLA-A32:01	1.349e-01	4.926e-03
Line.50	HLA-B27:05	7.538e-01	1.401e-02
Line.50	HLA-B35:01	3.342e+01	5.040e-01
Line.50	HLA-C02:02	2.477e-02	1.911e-03
Line.50	HLA-C04:01	4.331e-02	1.700e-03
Line.51	HLA-A23:01	5.372e-01	6.666e-03
Line.51	HLA-A32:01	5.274e-02	1.309e-03
Line.51	HLA-B44:03	1.561e+02	9.446e-01
Line.51	HLA-B44:06	4.066e+00	3.598e-02
Line.51	HLA-C04:01	9.288e-01	6.804e-03
Line.51	HLA-C05:01	2.915e-01	4.640e-03
Line.52	HLA-A26:01	6.946e+00	1.916e-01
Line.52	HLA-A32:01	3.156e-03	2.815e-04
Line.52	HLA-B44:02	1.444e-01	1.020e-02
Line.52	HLA-B45:01	2.991e+01	7.976e-01
Line.52	HLA-C05:01	4.585e-04	1.703e-04
Line.52	HLA-C06:02	4.749e-04	2.079e-04
Line.53	HLA-A03:01	4.598e+01	1.033e-01
Line.53	HLA-A33:01	5.094e-01	2.294e-03
Line.53	HLA-B14:02	2.514e-02	7.359e-04
Line.53	HLA-B35:01	3.969e+02	8.814e-01
Line.53	HLA-C04:01	1.312e-01	1.298e-03
Line.53	HLA-C08:02	3.495e+00	1.096e-02
Line.54	HLA-A33:03	1.517e+01	1.220e-01
Line.54	HLA-A68:01	1.151e+02	7.639e-01
Line.54	HLA-B35:01	9.555e+00	8.222e-02
Line.54	HLA-B44:03	3.184e+00	3.129e-02
Line.54	HLA-C04:01	5.056e-04	6.939e-05
Line.54	HLA-C07:06	1.054e-02	5.154e-04
Line.55	HLA-A02:01	3.681e+01	7.750e-02
Line.55	HLA-A68:01	4.250e+02	7.173e-01
Line.55	HLA-B13:02	1.061e+02	1.914e-01
Line.55	HLA-B35:03	2.029e+00	1.272e-02
Line.55	HLA-C04:01	6.728e-02	7.061e-04
Line.55	HLA-C06:02	1.603e-02	3.948e-04
Line.6	HLA-A01:01	2.848e+01	9.973e-02
Line.6	HLA-A11:01	1.723e+02	4.522e-01
Line.6	HLA-B08:01	9.058e+00	2.571e-02
Line.6	HLA-B40:01	1.619e+02	4.199e-01
Line.6	HLA-C03:04	7.046e-02	1.027e-03
Line.6	HLA-C07:01	1.715e-01	1.419e-03
Line.7	HLA-A01:01	3.592e+01	2.005e-01
Line.7	HLA-A11:01	1.097e+02	5.127e-01
Line.7	HLA-B08:01	5.735e+00	2.906e-02
Line.7	HLA-B55:01	5.639e+01	2.544e-01
